category,value,country_code,substitution
China,24.0,chn,presub
China,22.8,chn,postsub
Canada,8.1,ca,presub
Canada,5.3,ca,postsub
Mexico,12.8,mx,presub
Mexico,11.2,mx,postsub
Rest of World,14.0,row,presub
Rest of World,12.4,row,postsub
Total,14.4,total,presub
Total,11.9,total,postsub
