vintage_date,scenario,row_label_field,row_label,column,value
2025-10-30,IEEPA Invalidation,Date,2025-01-01,All 2025 Tariffs to Date,0
2025-10-30,IEEPA Invalidation,Date,2025-04-01,All 2025 Tariffs to Date,-7.510167358004693e-05
2025-10-30,IEEPA Invalidation,Date,2025-07-01,All 2025 Tariffs to Date,-0.006828337282127617
2025-10-30,IEEPA Invalidation,Date,2025-10-01,All 2025 Tariffs to Date,-0.2485981662921799
2025-10-30,IEEPA Invalidation,Date,2026-01-01,All 2025 Tariffs to Date,-0.22164990864773637
2025-10-30,IEEPA Invalidation,Date,2026-04-01,All 2025 Tariffs to Date,-0.37705082932206757
2025-10-30,IEEPA Invalidation,Date,2026-07-01,All 2025 Tariffs to Date,-0.3537204322212606
2025-10-30,IEEPA Invalidation,Date,2026-10-01,All 2025 Tariffs to Date,-0.49385856367695213
2025-10-30,IEEPA Invalidation,Date,2027-01-01,All 2025 Tariffs to Date,-0.369035540612872
2025-10-30,IEEPA Invalidation,Date,2027-04-01,All 2025 Tariffs to Date,-0.2612095091060529
2025-10-30,IEEPA Invalidation,Date,2027-07-01,All 2025 Tariffs to Date,-0.3217224644254235
2025-10-30,IEEPA Invalidation,Date,2027-10-01,All 2025 Tariffs to Date,-0.22283032726327476
2025-10-30,IEEPA Invalidation,Date,2028-01-01,All 2025 Tariffs to Date,-0.2826832579339355
2025-10-30,IEEPA Invalidation,Date,2028-04-01,All 2025 Tariffs to Date,-0.28988235231264037
2025-10-30,IEEPA Invalidation,Date,2028-07-01,All 2025 Tariffs to Date,-0.2642613571948338
2025-10-30,IEEPA Invalidation,Date,2028-10-01,All 2025 Tariffs to Date,-0.21426147592016553
2025-10-30,IEEPA Invalidation,Date,2029-01-01,All 2025 Tariffs to Date,-0.17248870513719372
2025-10-30,IEEPA Invalidation,Date,2029-04-01,All 2025 Tariffs to Date,-0.14247117572606657
2025-10-30,IEEPA Invalidation,Date,2029-07-01,All 2025 Tariffs to Date,-0.11986860685801011
2025-10-30,IEEPA Invalidation,Date,2029-10-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2030-01-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2030-04-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2030-07-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2030-10-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2031-01-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2031-04-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2031-07-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2031-10-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2032-01-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2032-04-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2032-07-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2032-10-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2033-01-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2033-04-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2033-07-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2033-10-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2034-01-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2034-04-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2034-07-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2034-10-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2035-01-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2035-04-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2035-07-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,2035-10-01,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,,All 2025 Tariffs to Date,-0.1
2025-10-30,IEEPA Invalidation,Date,,All 2025 Tariffs to Date,-0.1
