time,series,variant,value
2022-11-02,Automation,observed,69.5983
2022-12-02,Automation,observed,69.599
2023-01-02,Automation,observed,69.5659
2023-02-02,Automation,observed,69.5388
2023-03-02,Automation,observed,69.5169
2023-04-02,Automation,observed,69.5287
2023-05-02,Automation,observed,69.5647
2023-06-02,Automation,observed,69.6447
2023-07-02,Automation,observed,69.7294
2023-08-02,Automation,observed,69.7809
2023-09-02,Automation,observed,69.7118
2023-10-02,Automation,observed,69.6088
2023-11-02,Automation,observed,69.5285
2023-12-02,Automation,observed,69.5371
2024-01-02,Automation,observed,69.5023
2024-02-02,Automation,observed,69.4429
2024-03-02,Automation,observed,69.3895
2024-04-02,Automation,observed,69.3694
2024-05-02,Automation,observed,69.3839
2024-06-02,Automation,observed,69.4642
2024-07-02,Automation,observed,69.5928
2024-08-02,Automation,observed,69.6856
2024-09-02,Automation,observed,69.6137
2024-10-02,Automation,observed,69.4815
2024-11-02,Automation,observed,69.3497
2024-12-02,Automation,observed,69.3505
2025-01-02,Automation,observed,69.3486
2025-02-02,Automation,observed,69.3725
2025-03-02,Automation,observed,69.373
2025-04-02,Automation,observed,69.3662
2025-05-02,Automation,observed,69.352
2025-06-02,Automation,observed,69.4211
2025-07-02,Automation,observed,69.5844
2025-08-02,Automation,observed,69.6813
2025-09-02,Automation,observed,69.6513
2025-10-02,Automation,observed,
2025-11-02,Automation,observed,69.4956
2025-12-02,Automation,observed,69.4429
2026-01-02,Automation,observed,69.4699
2026-02-02,Automation,observed,69.4818
2026-03-02,Automation,observed,69.5147
2026-04-02,Automation,observed,69.5374
2026-05-02,Automation,observed,69.5284
2026-06-02,Automation,observed,69.5705
2022-11-02,Augmentation,observed,30.4017
2022-12-02,Augmentation,observed,30.401
2023-01-02,Augmentation,observed,30.4341
2023-02-02,Augmentation,observed,30.4612
2023-03-02,Augmentation,observed,30.4831
2023-04-02,Augmentation,observed,30.4713
2023-05-02,Augmentation,observed,30.4353
2023-06-02,Augmentation,observed,30.3553
2023-07-02,Augmentation,observed,30.2706
2023-08-02,Augmentation,observed,30.2191
2023-09-02,Augmentation,observed,30.2882
2023-10-02,Augmentation,observed,30.3912
2023-11-02,Augmentation,observed,30.4715
2023-12-02,Augmentation,observed,30.4629
2024-01-02,Augmentation,observed,30.4977
2024-02-02,Augmentation,observed,30.5571
2024-03-02,Augmentation,observed,30.6105
2024-04-02,Augmentation,observed,30.6306
2024-05-02,Augmentation,observed,30.6161
2024-06-02,Augmentation,observed,30.5358
2024-07-02,Augmentation,observed,30.4072
2024-08-02,Augmentation,observed,30.3144
2024-09-02,Augmentation,observed,30.3863
2024-10-02,Augmentation,observed,30.5185
2024-11-02,Augmentation,observed,30.6503
2024-12-02,Augmentation,observed,30.6495
2025-01-02,Augmentation,observed,30.6514
2025-02-02,Augmentation,observed,30.6275
2025-03-02,Augmentation,observed,30.627
2025-04-02,Augmentation,observed,30.6338
2025-05-02,Augmentation,observed,30.648
2025-06-02,Augmentation,observed,30.5789
2025-07-02,Augmentation,observed,30.4156
2025-08-02,Augmentation,observed,30.3187
2025-09-02,Augmentation,observed,30.3487
2025-10-02,Augmentation,observed,
2025-11-02,Augmentation,observed,30.5044
2025-12-02,Augmentation,observed,30.5571
2026-01-02,Augmentation,observed,30.5301
2026-02-02,Augmentation,observed,30.5182
2026-03-02,Augmentation,observed,30.4853
2026-04-02,Augmentation,observed,30.4626
2026-05-02,Augmentation,observed,30.4716
2026-06-02,Augmentation,observed,30.4295
2022-11-02,Automation,missing-as-zero,17.6925
2022-12-02,Automation,missing-as-zero,17.7497
2023-01-02,Automation,missing-as-zero,17.8047
2023-02-02,Automation,missing-as-zero,17.7971
2023-03-02,Automation,missing-as-zero,17.8006
2023-04-02,Automation,missing-as-zero,17.7739
2023-05-02,Automation,missing-as-zero,17.7772
2023-06-02,Automation,missing-as-zero,17.7487
2023-07-02,Automation,missing-as-zero,17.7431
2023-08-02,Automation,missing-as-zero,17.6932
2023-09-02,Automation,missing-as-zero,17.6672
2023-10-02,Automation,missing-as-zero,17.662
2023-11-02,Automation,missing-as-zero,17.6646
2023-12-02,Automation,missing-as-zero,17.6881
2024-01-02,Automation,missing-as-zero,17.7161
2024-02-02,Automation,missing-as-zero,17.7268
2024-03-02,Automation,missing-as-zero,17.722
2024-04-02,Automation,missing-as-zero,17.6801
2024-05-02,Automation,missing-as-zero,17.6598
2024-06-02,Automation,missing-as-zero,17.6416
2024-07-02,Automation,missing-as-zero,17.6152
2024-08-02,Automation,missing-as-zero,17.6105
2024-09-02,Automation,missing-as-zero,17.6009
2024-10-02,Automation,missing-as-zero,17.6211
2024-11-02,Automation,missing-as-zero,17.6054
2024-12-02,Automation,missing-as-zero,17.6591
2025-01-02,Automation,missing-as-zero,17.6758
2025-02-02,Automation,missing-as-zero,17.7487
2025-03-02,Automation,missing-as-zero,17.7351
2025-04-02,Automation,missing-as-zero,17.7071
2025-05-02,Automation,missing-as-zero,17.6159
2025-06-02,Automation,missing-as-zero,17.5643
2025-07-02,Automation,missing-as-zero,17.5759
2025-08-02,Automation,missing-as-zero,17.6321
2025-09-02,Automation,missing-as-zero,17.6661
2025-10-02,Automation,missing-as-zero,
2025-11-02,Automation,missing-as-zero,17.6888
2025-12-02,Automation,missing-as-zero,17.6744
2026-01-02,Automation,missing-as-zero,17.6905
2026-02-02,Automation,missing-as-zero,17.7236
2026-03-02,Automation,missing-as-zero,17.7312
2026-04-02,Automation,missing-as-zero,17.7338
2026-05-02,Automation,missing-as-zero,17.6947
2026-06-02,Automation,missing-as-zero,17.6844
2022-11-02,Augmentation,missing-as-zero,7.7603
2022-12-02,Augmentation,missing-as-zero,7.7845
2023-01-02,Augmentation,missing-as-zero,7.8207
2023-02-02,Augmentation,missing-as-zero,7.827
2023-03-02,Augmentation,missing-as-zero,7.8373
2023-04-02,Augmentation,missing-as-zero,7.8217
2023-05-02,Augmentation,missing-as-zero,7.8099
2023-06-02,Augmentation,missing-as-zero,7.7668
2023-07-02,Augmentation,missing-as-zero,7.7319
2023-08-02,Augmentation,missing-as-zero,7.6904
2023-09-02,Augmentation,missing-as-zero,7.7046
2023-10-02,Augmentation,missing-as-zero,7.7405
2023-11-02,Augmentation,missing-as-zero,7.7723
