vintage_date,scenario,row_label_field,row_label,column,value
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Conventional Score**** - 2026-35 - $billions,704.3881374164929
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Conventional Score**** - 2026-35 - % of GDP,0.001887609452988159
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Conventional Score**** - In Equilibrium - % Change in PCE Price Level**,0.004997173948461208
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Conventional Score**** - In Equilibrium - Decline in Average Post-Tax-And-Transfer Income per Household (2025$),-663.0662605719133
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Conventional Score**** - In Equilibrium - Add'l Effective Tariff Rate (p.p.)***,4.3900064959604705
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in Q4-Q4 Real GDP Growth (p.p.) - 2025,-0.5116854244835878
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in Q4-Q4 Real GDP Growth (p.p.) - 2026,-0.28488562760180525
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in 2025 Q4 Unemployment Rate (p.p.),0.2832159996032715
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in 2025 Q4 Payroll Employment (thous),-477.447509765625
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,"Add'l Dynamic Effects - In Equilibrium - % Change in
Medium-to-Long Run
Real GDP Level",-0.0009
2025-09-04,IEEPA Invalidation,Label,All Non-IEEPA 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Add'l 2026-35 Dynamic Revenue Effects ($bn),-211.19
