time,series,value
2025-03-15,gdp_level,-0.00713659189822969
2025-06-15,gdp_level,-0.177588253774824
2025-09-15,gdp_level,-0.348764316481312
2025-12-15,gdp_level,-0.358615309881012
2026-03-15,gdp_level,-0.455466341188625
2026-06-15,gdp_level,-0.574396108843907
2026-09-15,gdp_level,-0.540516955545831
2026-12-15,gdp_level,-0.302175207807631
2027-03-15,gdp_level,-0.376875306030059
2027-06-15,gdp_level,-0.212908894357944
2027-09-15,gdp_level,-0.246776341702465
2027-12-15,gdp_level,-0.271975591186577
2028-03-15,gdp_level,-0.291498663447444
2028-06-15,gdp_level,-0.268946340934346
2028-09-15,gdp_level,-0.23821365268167
2028-12-15,gdp_level,-0.215882347673852
2029-03-15,gdp_level,-0.204266096142267
2029-06-15,gdp_level,-0.203357214151041
2029-09-15,gdp_level,-0.203624029124073
2029-12-15,gdp_level,-0.201261180010822
2030-03-15,gdp_level,-0.194663112567395
2030-06-15,gdp_level,-0.186037677444107
2030-09-15,gdp_level,-0.175297126876048
2030-12-15,gdp_level,-0.166275155158615
2031-03-15,gdp_level,-0.157395079594789
2031-06-15,gdp_level,-0.140238090131982
2031-09-15,gdp_level,-0.120493673697789
2031-12-15,gdp_level,-0.105282758796731
2032-03-15,gdp_level,-0.1
2032-06-15,gdp_level,-0.1
2032-09-15,gdp_level,-0.1
2032-12-15,gdp_level,-0.1
2033-03-15,gdp_level,-0.1
2033-06-15,gdp_level,-0.1
2033-09-15,gdp_level,-0.1
2033-12-15,gdp_level,-0.1
2034-03-15,gdp_level,-0.1
2034-06-15,gdp_level,-0.1
2034-09-15,gdp_level,-0.1
2034-12-15,gdp_level,-0.1
2035-03-15,gdp_level,-0.1
2035-06-15,gdp_level,-0.1
2035-09-15,gdp_level,-0.1
2035-12-15,gdp_level,-0.1
