category,value,country_code,substitution
China,3.9,chn,Pre-substitution
China,2.2,chn,Post-substitution
Canada,1.4,ca,Pre-substitution
Canada,1.9,ca,Post-substitution
Mexico,1.7,mx,Pre-substitution
Mexico,2.0,mx,Post-substitution
Rest of World,8.2,row,Pre-substitution
Rest of World,8.0,row,Post-substitution
Total,15.2,total,Pre-substitution
Total,14.1,total,Post-substitution
