vintage_date,scenario,row_label_field,row_label,column,value
2025-10-30,IEEPA Invalidation,Label,China,"Effective
Tariff",6.4438543313230285
2025-10-30,IEEPA Invalidation,Label,China,Import Share - Pre-Substitution,0.1362
2025-10-30,IEEPA Invalidation,Label,China,Import Share - Post-Substitution,0.1313607600900157
2025-10-30,IEEPA Invalidation,Label,China,Average Effective Tariff - Pre-Substitution,0.8776529599261964
2025-10-30,IEEPA Invalidation,Label,China,Average Effective Tariff - Post-Substitution,0.846469602871933
2025-10-30,IEEPA Invalidation,Label,Canada,"Effective
Tariff",6.356726395024992
2025-10-30,IEEPA Invalidation,Label,Canada,Import Share - Pre-Substitution,0.1263
2025-10-30,IEEPA Invalidation,Label,Canada,Import Share - Post-Substitution,0.13571720852327654
2025-10-30,IEEPA Invalidation,Label,Canada,Average Effective Tariff - Pre-Substitution,0.8028545436916565
2025-10-30,IEEPA Invalidation,Label,Canada,Average Effective Tariff - Post-Substitution,0.8627171616790228
2025-10-30,IEEPA Invalidation,Label,Mexico,"Effective
Tariff",8.701153257735031
2025-10-30,IEEPA Invalidation,Label,Mexico,Import Share - Pre-Substitution,0.15481
2025-10-30,IEEPA Invalidation,Label,Mexico,Import Share - Post-Substitution,0.16800831690843404
2025-10-30,IEEPA Invalidation,Label,Mexico,Average Effective Tariff - Pre-Substitution,1.3470255358299603
2025-10-30,IEEPA Invalidation,Label,Mexico,Average Effective Tariff - Post-Substitution,1.4618661139944005
2025-10-30,IEEPA Invalidation,Label,Rest of World,"Effective
Tariff",6.23223499560832
2025-10-30,IEEPA Invalidation,Label,Rest of World,Import Share - Pre-Substitution,0.58269
2025-10-30,IEEPA Invalidation,Label,Rest of World,Import Share - Post-Substitution,0.5649137144782737
2025-10-30,IEEPA Invalidation,Label,Rest of World,Average Effective Tariff - Pre-Substitution,3.6314610095910123
2025-10-30,IEEPA Invalidation,Label,Rest of World,Average Effective Tariff - Post-Substitution,3.5206750208705837
2025-10-30,IEEPA Invalidation,Label,Total,Import Share - Pre-Substitution,1
2025-10-30,IEEPA Invalidation,Label,Total,Import Share - Post-Substitution,1
2025-10-30,IEEPA Invalidation,Label,Total,Average Effective Tariff - Pre-Substitution,6.658994049038825
2025-10-30,IEEPA Invalidation,Label,Total,Average Effective Tariff - Post-Substitution,6.691727899415939
