category,group,substitution,value
Metals nec,Commodities,presub,18.333423808916454
Metals nec,Commodities,postsub,10.79194312209381
Leather products,Commodities,presub,14.546785855683593
Leather products,Commodities,postsub,18.45040896709448
Wearing apparel,Commodities,presub,14.049315002786285
Wearing apparel,Commodities,postsub,15.832306242154813
"Computer, electronic and optical",Commodities,presub,14.098047829138986
"Computer, electronic and optical",Commodities,postsub,6.236032081057072
Crops nec,Commodities,presub,11.574757604321091
Crops nec,Commodities,postsub,3.6282368471604785
Electrical equipment,Commodities,presub,12.682601741658482
Electrical equipment,Commodities,postsub,14.14187771109141
Textiles,Commodities,presub,10.634947003681066
Textiles,Commodities,postsub,10.967170469825993
Motor vehicles and parts,Commodities,presub,9.288388079582694
Motor vehicles and parts,Commodities,postsub,6.163879643755585
Basic pharmaceutical products,Commodities,presub,8.754664623365821
Basic pharmaceutical products,Commodities,postsub,6.3391069914877685
Ferrous metals,Commodities,presub,9.15604807763801
Ferrous metals,Commodities,postsub,6.864789034684314
Natural gas,Commodities,presub,7.649638983310656
Natural gas,Commodities,postsub,3.1540922591792797
Mineral products nec,Commodities,presub,6.631537599261259
Mineral products nec,Commodities,postsub,10.31779853411261
Rubber and plastic products,Commodities,presub,6.497253868011409
Rubber and plastic products,Commodities,postsub,11.616542405539372
Metal products,Commodities,presub,4.39187960951729
Metal products,Commodities,postsub,9.080899608944266
Machinery and equipment nec,Commodities,presub,4.88335047764555
Machinery and equipment nec,Commodities,postsub,9.565351687968533
Transport equipment nec,Commodities,presub,4.319212125502825
Transport equipment nec,Commodities,postsub,4.803290826070406
Manufactures nec,Commodities,presub,3.2016447080151136
Manufactures nec,Commodities,postsub,5.730965019946664
"Vegetables, fruit, nuts",Commodities,presub,2.951181968732273
"Vegetables, fruit, nuts",Commodities,postsub,2.90671247414561
Wood products,Commodities,presub,2.903269950512622
Wood products,Commodities,postsub,6.153572152712516
Fishing,Commodities,presub,1.5469612380318165
Fishing,Commodities,postsub,2.566565269724316
Oil,Commodities,presub,2.4926507352035334
Oil,Commodities,postsub,2.5253353055520376
Chemical products,Commodities,presub,2.9056269729472213
Chemical products,Commodities,postsub,1.0925940505653713
"Paper products, publishing",Commodities,presub,2.0004957442251654
"Paper products, publishing",Commodities,postsub,3.0922473129208625
Food products nec,Commodities,presub,0.8470939780080132
Food products nec,Commodities,postsub,2.865482509973332
Cereal grains nec,Commodities,presub,1.2701144766813244
Cereal grains nec,Commodities,postsub,0.7318318640579374
Processed rice,Commodities,presub,0.9218003783379211
Processed rice,Commodities,postsub,1.772888459407961
Vegetable oils and fats,Commodities,presub,0.9942747509471909
Vegetable oils and fats,Commodities,postsub,1.0616715774361627
Beverages and tobacco products,Commodities,presub,0.8350481742495605
Beverages and tobacco products,Commodities,postsub,0.9998266311777455
Paddy rice,Commodities,presub,0.8290121185130086
Paddy rice,Commodities,postsub,8.204762870283355
Animal products nec,Commodities,presub,0.4998319973917699
Animal products nec,Commodities,postsub,2.8860974920594713
Sugar,Commodities,presub,0.8172964483865858
Sugar,Commodities,postsub,0.6287569536272419
Minerals nec,Commodities,presub,0.3135697116090664
Minerals nec,Commodities,postsub,1.1338240147376495
Bovine meat products,Commodities,presub,0.3331739935542504
Bovine meat products,Commodities,postsub,1.752273477321822
Forestry,Commodities,presub,0.19241775680580583
Forestry,Commodities,postsub,0.5772194984118943
Meat products nec,Commodities,presub,0.1711107468721702
Meat products nec,Commodities,postsub,1.0925940505653713
"Petroleum, coal products",Commodities,presub,0.1821599198749458
"Petroleum, coal products",Commodities,postsub,0.7730618282302156
Dairy products,Commodities,presub,0.13629509460432562
Dairy products,Commodities,postsub,-0.47414458798119896
Oil seeds,Commodities,presub,0.044274135759896895
Oil seeds,Commodities,postsub,1.3399738355990403
"Wool, silk-worm cocoons",Commodities,presub,0.03731356942843035
"Wool, silk-worm cocoons",Commodities,postsub,9.266434447719519
Wheat,Commodities,presub,0.02597391927832127
Wheat,Commodities,postsub,0.381377168593573
Electricity,Commodities,presub,0.017946660272841378
Electricity,Commodities,postsub,0.5359895342396161
"Bovine cattle, sheep and goats",Commodities,presub,0.004817373919881705
"Bovine cattle, sheep and goats",Commodities,postsub,0.42260713276585116
Construction,Commodities,presub,0.00252710502840707
Construction,Commodities,postsub,1.1956689609960667
Plant-based fibers,Commodities,presub,0.00042344440720281935
Plant-based fibers,Commodities,postsub,0.5462970252826856
Coal,Commodities,presub,0.0
Coal,Commodities,postsub,0.9173667028331891
Raw milk,Commodities,presub,0.0
Raw milk,Commodities,postsub,0.11338240147376495
"Sugar cane, sugar beet",Commodities,presub,0.0
"Sugar cane, sugar beet",Commodities,postsub,-0.6802944088425897
Water,Commodities,presub,0.0
Water,Commodities,postsub,0.9792116490916063
"Gas manufacture, distribution",Commodities,presub,0.0
"Gas manufacture, distribution",Commodities,postsub,0.5566045163257552
Recreational and other services,Commodities,presub,0.0
Recreational and other services,Commodities,postsub,0.5772194984118943
Trade,Commodities,presub,0.0
Trade,Commodities,postsub,0.5772194984118943
Dwellings,Commodities,presub,0.0
Dwellings,Commodities,postsub,0.34014720442129487
Transport nec,Commodities,presub,0.0
Transport nec,Commodities,postsub,0.762754337187146
Education,Commodities,presub,0.0
Education,Commodities,postsub,0.4019921506797121
Communication,Commodities,presub,0.0
Communication,Commodities,postsub,0.6596794267564506
Insurance,Commodities,presub,0.0
Insurance,Commodities,postsub,0.3607621865074339
Financial services nec,Commodities,presub,0.0
Financial services nec,Commodities,postsub,0.3710696775505034
Warehousing and support,Commodities,presub,0.0
Warehousing and support,Commodities,postsub,0.9173667028331891
Water transport,Commodities,presub,0.0
Water transport,Commodities,postsub,0.7833693192732851
Human health and social work,Commodities,presub,0.0
Human health and social work,Commodities,postsub,0.7215243730148678
Public Administration,Commodities,presub,0.0
Public Administration,Commodities,postsub,0.6802944088425897
Air transport,Commodities,presub,0.0
Air transport,Commodities,postsub,0.34014720442129487
Accommodation & food services,Commodities,presub,0.0
Accommodation & food services,Commodities,postsub,0.515374552153477
Business services nec,Commodities,presub,0.0
Business services nec,Commodities,postsub,0.5978344804980333
Real estate activities,Commodities,presub,0.0
Real estate activities,Commodities,postsub,0.46383709693812936
