vintage_date,scenario,row_label_field,row_label,column,value
2025-11-17,IEEPA Invalidation,Label,China,Average Effective Tariff Rate - Pre-Substitution,8.312899508919518
2025-11-17,IEEPA Invalidation,Label,China,Average Effective Tariff Rate - Post-Substitution,6.850686157405832
2025-11-17,IEEPA Invalidation,Label,China,Share of Goods Imports - Pre-Substitution,0.1338082712517063
2025-11-17,IEEPA Invalidation,Label,China,Share of Goods Imports - Post-Substitution,0.1202576027782537
2025-11-17,IEEPA Invalidation,Label,China,Contribution - Pre-Substitution,1.112334712377679
2025-11-17,IEEPA Invalidation,Label,China,Contribution - Post-Substitution,0.8238470946757918
2025-11-17,IEEPA Invalidation,Label,Canada,Average Effective Tariff Rate - Pre-Substitution,5.752389198242962
2025-11-17,IEEPA Invalidation,Label,Canada,Average Effective Tariff Rate - Post-Substitution,4.114672784665965
2025-11-17,IEEPA Invalidation,Label,Canada,Share of Goods Imports - Pre-Substitution,0.1256381509716136
2025-11-17,IEEPA Invalidation,Label,Canada,Share of Goods Imports - Post-Substitution,0.13617453159766468
2025-11-17,IEEPA Invalidation,Label,Canada,Contribution - Pre-Substitution,0.7227195425363285
2025-11-17,IEEPA Invalidation,Label,Canada,Contribution - Post-Substitution,0.5603136391295463
2025-11-17,IEEPA Invalidation,Label,Mexico,Average Effective Tariff Rate - Pre-Substitution,10.16641209418575
2025-11-17,IEEPA Invalidation,Label,Mexico,Average Effective Tariff Rate - Post-Substitution,9.270882311588302
2025-11-17,IEEPA Invalidation,Label,Mexico,Share of Goods Imports - Pre-Substitution,0.1573785517560932
2025-11-17,IEEPA Invalidation,Label,Mexico,Share of Goods Imports - Post-Substitution,0.15827637356710078
2025-11-17,IEEPA Invalidation,Label,Mexico,Contribution - Pre-Substitution,1.599975211938584
2025-11-17,IEEPA Invalidation,Label,Mexico,Contribution - Post-Substitution,1.467361632045577
2025-11-17,IEEPA Invalidation,Label,Rest of World,Average Effective Tariff Rate - Pre-Substitution,5.855415443952002
2025-11-17,IEEPA Invalidation,Label,Rest of World,Average Effective Tariff Rate - Post-Substitution,4.723205711199612
2025-11-17,IEEPA Invalidation,Label,Rest of World,Share of Goods Imports - Pre-Substitution,0.5831750260205869
2025-11-17,IEEPA Invalidation,Label,Rest of World,Share of Goods Imports - Post-Substitution,0.5852914920569808
2025-11-17,IEEPA Invalidation,Label,Rest of World,Contribution - Pre-Substitution,3.4147320538880552
2025-11-17,IEEPA Invalidation,Label,Rest of World,Contribution - Post-Substitution,2.7644521180000745
2025-11-17,IEEPA Invalidation,Label,Total,Average Effective Tariff Rate - Pre-Substitution,6.849761520740645
2025-11-17,IEEPA Invalidation,Label,Total,Average Effective Tariff Rate - Post-Substitution,5.61597448385099
2025-11-17,IEEPA Invalidation,Label,Total,Share of Goods Imports - Pre-Substitution,1
2025-11-17,IEEPA Invalidation,Label,Total,Share of Goods Imports - Post-Substitution,1
2025-11-17,IEEPA Invalidation,Label,Total,Contribution - Pre-Substitution,6.849761520740645
2025-11-17,IEEPA Invalidation,Label,Total,Contribution - Post-Substitution,5.61597448385099
