time,series,variant,value
2022-11-02,<5 Weeks,observed,64.0817
2022-11-02,15-26 Weeks,observed,63.8434
2022-11-02,27+ Weeks,observed,69.2309
2022-11-02,5-14 Weeks,observed,64.6582
2022-12-02,<5 Weeks,observed,64.7723
2022-12-02,15-26 Weeks,observed,66.6642
2022-12-02,27+ Weeks,observed,69.8135
2022-12-02,5-14 Weeks,observed,63.8485
2023-01-02,<5 Weeks,observed,66.3548
2023-01-02,15-26 Weeks,observed,65.7469
2023-01-02,27+ Weeks,observed,70.3869
2023-01-02,5-14 Weeks,observed,62.6027
2023-02-02,<5 Weeks,observed,66.5431
2023-02-02,15-26 Weeks,observed,66.0321
2023-02-02,27+ Weeks,observed,69.2832
2023-02-02,5-14 Weeks,observed,63.2728
2023-03-02,<5 Weeks,observed,64.8403
2023-03-02,15-26 Weeks,observed,65.186
2023-03-02,27+ Weeks,observed,66.8972
2023-03-02,5-14 Weeks,observed,65.0178
2023-04-02,<5 Weeks,observed,64.1623
2023-04-02,15-26 Weeks,observed,65.6988
2023-04-02,27+ Weeks,observed,63.6214
2023-04-02,5-14 Weeks,observed,67.5142
2023-05-02,<5 Weeks,observed,63.8156
2023-05-02,15-26 Weeks,observed,66.1397
2023-05-02,27+ Weeks,observed,63.8318
2023-05-02,5-14 Weeks,observed,68.1628
2023-06-02,<5 Weeks,observed,65.228
2023-06-02,15-26 Weeks,observed,66.1514
2023-06-02,27+ Weeks,observed,64.3853
2023-06-02,5-14 Weeks,observed,69.2632
2023-07-02,<5 Weeks,observed,64.2626
2023-07-02,15-26 Weeks,observed,65.303
2023-07-02,27+ Weeks,observed,62.615
2023-07-02,5-14 Weeks,observed,67.7988
2023-08-02,<5 Weeks,observed,64.3089
2023-08-02,15-26 Weeks,observed,65.9566
2023-08-02,27+ Weeks,observed,63.0639
2023-08-02,5-14 Weeks,observed,66.0426
2023-09-02,<5 Weeks,observed,64.2245
2023-09-02,15-26 Weeks,observed,67.396
2023-09-02,27+ Weeks,observed,62.4148
2023-09-02,5-14 Weeks,observed,65.5601
2023-10-02,<5 Weeks,observed,65.3128
2023-10-02,15-26 Weeks,observed,67.654
2023-10-02,27+ Weeks,observed,63.7315
2023-10-02,5-14 Weeks,observed,65.6039
2023-11-02,<5 Weeks,observed,66.0169
2023-11-02,15-26 Weeks,observed,69.248
2023-11-02,27+ Weeks,observed,65.0635
2023-11-02,5-14 Weeks,observed,67.4415
2023-12-02,<5 Weeks,observed,64.2215
2023-12-02,15-26 Weeks,observed,70.3591
2023-12-02,27+ Weeks,observed,67.4069
2023-12-02,5-14 Weeks,observed,65.9676
2024-01-02,<5 Weeks,observed,64.1501
2024-01-02,15-26 Weeks,observed,69.4718
2024-01-02,27+ Weeks,observed,68.3194
2024-01-02,5-14 Weeks,observed,65.2695
2024-02-02,<5 Weeks,observed,66.5269
2024-02-02,15-26 Weeks,observed,68.1425
2024-02-02,27+ Weeks,observed,66.5931
2024-02-02,5-14 Weeks,observed,64.6444
2024-03-02,<5 Weeks,observed,67.7431
2024-03-02,15-26 Weeks,observed,67.2818
2024-03-02,27+ Weeks,observed,66.5457
2024-03-02,5-14 Weeks,observed,64.935
2024-04-02,<5 Weeks,observed,66.7099
2024-04-02,15-26 Weeks,observed,69.6056
2024-04-02,27+ Weeks,observed,67.4686
2024-04-02,5-14 Weeks,observed,67.3328
2024-05-02,<5 Weeks,observed,62.8366
2024-05-02,15-26 Weeks,observed,66.5894
2024-05-02,27+ Weeks,observed,67.6972
2024-05-02,5-14 Weeks,observed,67.0039
2024-06-02,<5 Weeks,observed,63.914
2024-06-02,15-26 Weeks,observed,63.2662
2024-06-02,27+ Weeks,observed,67.4726
2024-06-02,5-14 Weeks,observed,69.3486
2024-07-02,<5 Weeks,observed,64.164
2024-07-02,15-26 Weeks,observed,61.9533
2024-07-02,27+ Weeks,observed,65.5672
2024-07-02,5-14 Weeks,observed,67.7067
2024-08-02,<5 Weeks,observed,66.1353
2024-08-02,15-26 Weeks,observed,63.6883
2024-08-02,27+ Weeks,observed,65.0698
2024-08-02,5-14 Weeks,observed,66.1188
2024-09-02,<5 Weeks,observed,65.4646
2024-09-02,15-26 Weeks,observed,66.3466
2024-09-02,27+ Weeks,observed,63.4085
2024-09-02,5-14 Weeks,observed,63.6796
2024-10-02,<5 Weeks,observed,65.7339
2024-10-02,15-26 Weeks,observed,66.7779
2024-10-02,27+ Weeks,observed,64.9058
2024-10-02,5-14 Weeks,observed,64.5586
2024-11-02,<5 Weeks,observed,66.0641
2024-11-02,15-26 Weeks,observed,69.456
2024-11-02,27+ Weeks,observed,65.4637
2024-11-02,5-14 Weeks,observed,66.0141
2024-12-02,<5 Weeks,observed,65.4024
2024-12-02,15-26 Weeks,observed,67.3438
2024-12-02,27+ Weeks,observed,65.6511
2024-12-02,5-14 Weeks,observed,64.6389
2025-01-02,<5 Weeks,observed,64.9153
2025-01-02,15-26 Weeks,observed,68.3633
2025-01-02,27+ Weeks,observed,64.3143
2025-01-02,5-14 Weeks,observed,63.7008
2025-02-02,<5 Weeks,observed,64.234
2025-02-02,15-26 Weeks,observed,64.6339
2025-02-02,27+ Weeks,observed,64.9911
2025-02-02,5-14 Weeks,observed,64.0618
2025-03-02,<5 Weeks,observed,64.8648
2025-03-02,15-26 Weeks,observed,65.2435
2025-03-02,27+ Weeks,observed,65.4
2025-03-02,5-14 Weeks,observed,66.4959
2025-04-02,<5 Weeks,observed,65.5809
2025-04-02,15-26 Weeks,observed,65.6256
2025-04-02,27+ Weeks,observed,65.5388
2025-04-02,5-14 Weeks,observed,68.2009
2025-05-02,<5 Weeks,observed,64.7268
2025-05-02,15-26 Weeks,observed,68.2175
2025-05-02,27+ Weeks,observed,65.0172
2025-05-02,5-14 Weeks,observed,68.6048
2025-06-02,<5 Weeks,observed,65.263
2025-06-02,15-26 Weeks,observed,68.4927
2025-06-02,27+ Weeks,observed,64.5124
2025-06-02,5-14 Weeks,observed,67.8114
2025-07-02,<5 Weeks,observed,62.8236
2025-07-02,15-26 Weeks,observed,67.6264
2025-07-02,27+ Weeks,observed,62.8897
2025-07-02,5-14 Weeks,observed,67.0548
2025-08-02,<5 Weeks,observed,62.6017
2025-08-02,15-26 Weeks,observed,64.6477
2025-08-02,27+ Weeks,observed,64.1717
2025-08-02,5-14 Weeks,observed,67.2589
2025-09-02,<5 Weeks,observed,61.9613
2025-09-02,15-26 Weeks,observed,66.0469
2025-09-02,27+ Weeks,observed,65.2559
2025-09-02,5-14 Weeks,observed,66.9309
2025-10-02,<5 Weeks,observed,
2025-10-02,15-26 Weeks,observed,
2025-10-02,27+ Weeks,observed,
2025-10-02,5-14 Weeks,observed,
2025-11-02,<5 Weeks,observed,62.4592
2025-11-02,15-26 Weeks,observed,64.1107
2025-11-02,27+ Weeks,observed,66.9264
2025-11-02,5-14 Weeks,observed,64.4328
2025-12-02,<5 Weeks,observed,62.6727
2025-12-02,15-26 Weeks,observed,61.6236
2025-12-02,27+ Weeks,observed,68.5519
2025-12-02,5-14 Weeks,observed,60.8722
2026-01-02,<5 Weeks,observed,63.5782
2026-01-02,15-26 Weeks,observed,62.7654
2026-01-02,27+ Weeks,observed,66.6211
2026-01-02,5-14 Weeks,observed,61.3324
2026-02-02,<5 Weeks,observed,64.0293
2026-02-02,15-26 Weeks,observed,64.9999
2026-02-02,27+ Weeks,observed,67.1874
2026-02-02,5-14 Weeks,observed,61.9641
2026-03-02,<5 Weeks,observed,64.5002
2026-03-02,15-26 Weeks,observed,64.4356
2026-03-02,27+ Weeks,observed,65.4875
2026-03-02,5-14 Weeks,observed,63.2007
2026-04-02,<5 Weeks,observed,65.0495
2026-04-02,15-26 Weeks,observed,63.1247
2026-04-02,27+ Weeks,observed,66.6975
2026-04-02,5-14 Weeks,observed,62.9781
2026-05-02,<5 Weeks,observed,66.0699
2026-05-02,15-26 Weeks,observed,63.2651
2026-05-02,27+ Weeks,observed,63.7187
2026-05-02,5-14 Weeks,observed,64.7903
2022-11-02,<5 Weeks,missing-as-zero,2.231
2022-11-02,15-26 Weeks,missing-as-zero,1.4244
2022-11-02,27+ Weeks,missing-as-zero,1.8122
2022-11-02,5-14 Weeks,missing-as-zero,2.0267
2022-12-02,<5 Weeks,missing-as-zero,2.105
2022-12-02,15-26 Weeks,missing-as-zero,0.9447
2022-12-02,27+ Weeks,missing-as-zero,2.5999
2022-12-02,5-14 Weeks,missing-as-zero,2.0318
2023-01-02,<5 Weeks,missing-as-zero,2.4694
2023-01-02,15-26 Weeks,missing-as-zero,0.7902
2023-01-02,27+ Weeks,missing-as-zero,2.9646
2023-01-02,5-14 Weeks,missing-as-zero,2.1526
2023-02-02,<5 Weeks,missing-as-zero,3.0124
2023-02-02,15-26 Weeks,missing-as-zero,1.6012
2023-02-02,27+ Weeks,missing-as-zero,3.5383
2023-02-02,5-14 Weeks,missing-as-zero,2.6738
2023-03-02,<5 Weeks,missing-as-zero,2.5987
2023-03-02,15-26 Weeks,missing-as-zero,1.8093
2023-03-02,27+ Weeks,missing-as-zero,2.7095
2023-03-02,5-14 Weeks,missing-as-zero,2.6902
2023-04-02,<5 Weeks,missing-as-zero,2.3186
2023-04-02,15-26 Weeks,missing-as-zero,1.6151
2023-04-02,27+ Weeks,missing-as-zero,2.7537
2023-04-02,5-14 Weeks,missing-as-zero,3.0639
2023-05-02,<5 Weeks,missing-as-zero,2.6229
2023-05-02,15-26 Weeks,missing-as-zero,0.9988
2023-05-02,27+ Weeks,missing-as-zero,2.1783
2023-05-02,5-14 Weeks,missing-as-zero,2.7339
2023-06-02,<5 Weeks,missing-as-zero,2.5647
2023-06-02,15-26 Weeks,missing-as-zero,1.3464
2023-06-02,27+ Weeks,missing-as-zero,2.1229
2023-06-02,5-14 Weeks,missing-as-zero,2.8283
2023-07-02,<5 Weeks,missing-as-zero,2.2815
2023-07-02,15-26 Weeks,missing-as-zero,1.7039
2023-07-02,27+ Weeks,missing-as-zero,1.8583
2023-07-02,5-14 Weeks,missing-as-zero,1.8536
2023-08-02,<5 Weeks,missing-as-zero,1.8313
2023-08-02,15-26 Weeks,missing-as-zero,2.049
2023-08-02,27+ Weeks,missing-as-zero,2.0714
2023-08-02,5-14 Weeks,missing-as-zero,1.7795
2023-09-02,<5 Weeks,missing-as-zero,1.8075
2023-09-02,15-26 Weeks,missing-as-zero,1.768
2023-09-02,27+ Weeks,missing-as-zero,2.2692
2023-09-02,5-14 Weeks,missing-as-zero,2.7137
2023-10-02,<5 Weeks,missing-as-zero,2.6985
2023-10-02,15-26 Weeks,missing-as-zero,2.1571
2023-10-02,27+ Weeks,missing-as-zero,2.1519
2023-10-02,5-14 Weeks,missing-as-zero,3.2616
2023-11-02,<5 Weeks,missing-as-zero,2.7117
2023-11-02,15-26 Weeks,missing-as-zero,1.8762
2023-11-02,27+ Weeks,missing-as-zero,2.3682
2023-11-02,5-14 Weeks,missing-as-zero,3.7819
2023-12-02,<5 Weeks,missing-as-zero,2.6923
2023-12-02,15-26 Weeks,missing-as-zero,4.431
2023-12-02,27+ Weeks,missing-as-zero,3.0915
2023-12-02,5-14 Weeks,missing-as-zero,2.9394
2024-01-02,<5 Weeks,missing-as-zero,2.2962
2024-01-02,15-26 Weeks,missing-as-zero,5.045
2024-01-02,27+ Weeks,missing-as-zero,4.0548
2024-01-02,5-14 Weeks,missing-as-zero,2.7366
2024-02-02,<5 Weeks,missing-as-zero,2.1128
2024-02-02,15-26 Weeks,missing-as-zero,5.5557
2024-02-02,27+ Weeks,missing-as-zero,3.9378
2024-02-02,5-14 Weeks,missing-as-zero,2.2758
2024-03-02,<5 Weeks,missing-as-zero,2.5434
2024-03-02,15-26 Weeks,missing-as-zero,3.1247
2024-03-02,27+ Weeks,missing-as-zero,3.1859
2024-03-02,5-14 Weeks,missing-as-zero,1.7237
2024-04-02,<5 Weeks,missing-as-zero,2.0327
2024-04-02,15-26 Weeks,missing-as-zero,2.2216
2024-04-02,27+ Weeks,missing-as-zero,2.3627
2024-04-02,5-14 Weeks,missing-as-zero,1.5733
2024-05-02,<5 Weeks,missing-as-zero,1.8142
2024-05-02,15-26 Weeks,missing-as-zero,1.387
2024-05-02,27+ Weeks,missing-as-zero,2.0104
