time,series,value
2025-03-15,gdp_level,0
2025-06-15,gdp_level,-0.1607570855981733
2025-09-15,gdp_level,-0.1829882770163493
2025-12-15,gdp_level,-0.1936116879808991
2026-03-15,gdp_level,-0.2175384173454642
2026-06-15,gdp_level,-0.227106014261147
2026-09-15,gdp_level,-0.1428878586117066
2026-12-15,gdp_level,-0.1074941628916082
2027-03-15,gdp_level,-0.1035606543020595
2027-06-15,gdp_level,-0.01213214372617344
2027-09-15,gdp_level,0.03397466017676098
2027-12-15,gdp_level,0.04388887660378149
2028-03-15,gdp_level,0.0633228980683187
2028-06-15,gdp_level,0.09371753948757
2028-09-15,gdp_level,0.08044710282966161
2028-12-15,gdp_level,0.0593433122300091
2029-03-15,gdp_level,0.04072541819728492
2029-06-15,gdp_level,0.02040210418161603
2029-09-15,gdp_level,0.001302925941293331
2029-12-15,gdp_level,-0.01347411385526076
2030-03-15,gdp_level,-0.02196448780863447
2030-06-15,gdp_level,-0.02490987760007668
2030-09-15,gdp_level,-0.02226894729808748
2030-12-15,gdp_level,-0.02140879229464154
2031-03-15,gdp_level,-0.01815205800281827
2031-06-15,gdp_level,-0.01188010787609439
2031-09-15,gdp_level,-0.005584481322518098
2031-12-15,gdp_level,0.0003726958732075403
2032-03-15,gdp_level,0.005474021065277057
2032-06-15,gdp_level,0.008991337132990829
2032-09-15,gdp_level,0.01055731501782287
2032-12-15,gdp_level,0.01320669251216877
2033-03-15,gdp_level,0.01547953120504264
2033-06-15,gdp_level,0.01596982597242835
2033-09-15,gdp_level,0.01559393200667447
2033-12-15,gdp_level,0.01448812736806193
2034-03-15,gdp_level,0.01263735529508647
2034-06-15,gdp_level,0.01048407865671397
2034-09-15,gdp_level,0.008226909961450701
2034-12-15,gdp_level,0.005693103030401936
2035-03-15,gdp_level,0.002677867277944834
2035-06-15,gdp_level,-0.0006006634471700245
2035-09-15,gdp_level,-0.004145286586509922
2035-12-15,gdp_level,-0.007939632604359037
