time,series,variant,value
2022-11-02,Automated,observed,76.046
2022-12-02,Automated,observed,76.1694
2023-01-02,Automated,observed,76.1607
2023-02-02,Automated,observed,76.1299
2023-03-02,Automated,observed,76.0695
2023-04-02,Automated,observed,76.0337
2023-05-02,Automated,observed,76.0909
2023-06-02,Automated,observed,76.2597
2023-07-02,Automated,observed,76.5038
2023-08-02,Automated,observed,76.6091
2023-09-02,Automated,observed,76.472
2023-10-02,Automated,observed,76.2563
2023-11-02,Automated,observed,76.1117
2023-12-02,Automated,observed,76.1074
2024-01-02,Automated,observed,76.1658
2024-02-02,Automated,observed,76.0982
2024-03-02,Automated,observed,76.0985
2024-04-02,Automated,observed,75.9203
2024-05-02,Automated,observed,75.9074
2024-06-02,Automated,observed,76.0606
2024-07-02,Automated,observed,76.2333
2024-08-02,Automated,observed,76.2841
2024-09-02,Automated,observed,76.0596
2024-10-02,Automated,observed,75.8965
2024-11-02,Automated,observed,75.7185
2024-12-02,Automated,observed,75.7035
2025-01-02,Automated,observed,75.7327
2025-02-02,Automated,observed,75.6466
2025-03-02,Automated,observed,75.5455
2025-04-02,Automated,observed,75.4381
2025-05-02,Automated,observed,75.4708
2025-06-02,Automated,observed,75.7697
2025-07-02,Automated,observed,76.1244
2025-08-02,Automated,observed,76.5088
2025-09-02,Automated,observed,76.4647
2025-10-02,Automated,observed,
2025-11-02,Automated,observed,76.1239
2025-12-02,Automated,observed,76.0976
2026-01-02,Automated,observed,76.2752
2026-02-02,Automated,observed,76.4883
2026-03-02,Automated,observed,76.5672
2026-04-02,Automated,observed,76.5461
2026-05-02,Automated,observed,76.4547
2026-06-02,Automated,observed,76.5436
2026-07-02,Automated,observed,76.638
2022-11-02,Augmented,observed,9.9123
2022-12-02,Augmented,observed,9.8948
2023-01-02,Augmented,observed,9.9549
2023-02-02,Augmented,observed,10.0092
2023-03-02,Augmented,observed,10.0481
2023-04-02,Augmented,observed,10.043
2023-05-02,Augmented,observed,10.0119
2023-06-02,Augmented,observed,9.7824
2023-07-02,Augmented,observed,9.4751
2023-08-02,Augmented,observed,9.2544
2023-09-02,Augmented,observed,9.3739
2023-10-02,Augmented,observed,9.6005
2023-11-02,Augmented,observed,9.7742
2023-12-02,Augmented,observed,9.7651
2024-01-02,Augmented,observed,9.7678
2024-02-02,Augmented,observed,9.813
2024-03-02,Augmented,observed,9.8604
2024-04-02,Augmented,observed,9.9142
2024-05-02,Augmented,observed,9.9335
2024-06-02,Augmented,observed,9.7306
2024-07-02,Augmented,observed,9.4251
2024-08-02,Augmented,observed,9.2747
2024-09-02,Augmented,observed,9.4982
2024-10-02,Augmented,observed,9.8555
2024-11-02,Augmented,observed,10.1178
2024-12-02,Augmented,observed,10.1429
2025-01-02,Augmented,observed,10.0872
2025-02-02,Augmented,observed,10.0329
2025-03-02,Augmented,observed,10.0017
2025-04-02,Augmented,observed,10.0513
2025-05-02,Augmented,observed,10.0753
2025-06-02,Augmented,observed,9.8865
2025-07-02,Augmented,observed,9.486
2025-08-02,Augmented,observed,9.1636
2025-09-02,Augmented,observed,9.1896
2025-10-02,Augmented,observed,
2025-11-02,Augmented,observed,9.8068
2025-12-02,Augmented,observed,9.9594
2026-01-02,Augmented,observed,9.8134
2026-02-02,Augmented,observed,9.6284
2026-03-02,Augmented,observed,9.5924
2026-04-02,Augmented,observed,9.6808
2026-05-02,Augmented,observed,9.7899
2026-06-02,Augmented,observed,9.7634
2026-07-02,Augmented,observed,9.556
2022-11-02,Automated,missing-as-zero,2.6729
2022-12-02,Automated,missing-as-zero,2.6781
