category,group,substitution,value
Metals nec,Commodities,presub,32.94085882792942
Metals nec,Commodities,postsub,15.881564986645783
Leather products,Commodities,presub,31.242490949466628
Leather products,Commodities,postsub,16.986753920998307
Wearing apparel,Commodities,presub,27.454953587554463
Wearing apparel,Commodities,postsub,15.185295958003694
Electrical equipment,Commodities,presub,18.974108329762753
Electrical equipment,Commodities,postsub,11.836573486915544
Crops nec,Commodities,presub,18.504221979790525
Crops nec,Commodities,postsub,11.085045011555826
"Computer, electronic and optical",Commodities,presub,16.440479717062274
"Computer, electronic and optical",Commodities,postsub,7.879997101933504
Ferrous metals,Commodities,presub,16.028250109604294
Ferrous metals,Commodities,postsub,10.687176995188917
Textiles,Commodities,presub,15.154931618465236
Textiles,Commodities,postsub,9.803025847706897
Natural gas,Commodities,presub,13.30556735675998
Natural gas,Commodities,postsub,4.542326520188879
Motor vehicles and parts,Commodities,presub,12.726390736267804
Motor vehicles and parts,Commodities,postsub,11.28397901973928
Mineral products nec,Commodities,presub,10.946036639096002
Mineral products nec,Commodities,postsub,6.763756278237453
Rubber and plastic products,Commodities,presub,9.506722688679
Rubber and plastic products,Commodities,postsub,6.86322328232918
Machinery and equipment nec,Commodities,presub,9.380971372812454
Machinery and equipment nec,Commodities,postsub,7.360558302787817
Metal products,Commodities,presub,8.917867337816261
Metal products,Commodities,postsub,6.686393052832776
Transport equipment nec,Commodities,presub,7.744269205922258
Transport equipment nec,Commodities,postsub,6.487459044649322
Manufactures nec,Commodities,presub,6.866154192147195
Manufactures nec,Commodities,postsub,5.105972876708665
"Vegetables, fruit, nuts",Commodities,presub,6.734449407067366
"Vegetables, fruit, nuts",Commodities,postsub,3.6029159259892314
Fishing,Commodities,presub,4.603752905007233
Fishing,Commodities,postsub,3.0392695694694436
Oil,Commodities,presub,4.551659152147417
Oil,Commodities,postsub,1.2488634958183533
Wood products,Commodities,presub,4.349327683496089
Wood products,Commodities,postsub,3.2934630243705243
Chemical products,Commodities,presub,3.3927051266817982
Chemical products,Commodities,postsub,3.3266186924011003
Food products nec,Commodities,presub,2.906983195034194
Food products nec,Commodities,postsub,2.7519204465377873
"Paper products, publishing",Commodities,presub,2.866456831577028
"Paper products, publishing",Commodities,postsub,2.7740242252248373
Vegetable oils and fats,Commodities,presub,2.7558655171246462
Vegetable oils and fats,Commodities,postsub,1.9893400818345448
Processed rice,Commodities,presub,2.615636034804839
Processed rice,Commodities,postsub,8.963082257598977
Beverages and tobacco products,Commodities,presub,2.0805622274190863
Beverages and tobacco products,Commodities,postsub,3.0061139014388685
Cereal grains nec,Commodities,presub,1.4241081428962967
Cereal grains nec,Commodities,postsub,1.2267597171313027
Animal products nec,Commodities,presub,1.2389161006682772
Animal products nec,Commodities,postsub,0.8178398114208685
Basic pharmaceutical products,Commodities,presub,1.1280036601891166
Basic pharmaceutical products,Commodities,postsub,1.2378116064748281
Sugar,Commodities,presub,0.9410825193535649
Sugar,Commodities,postsub,1.900924967086343
Paddy rice,Commodities,presub,0.8914337133132505
Paddy rice,Commodities,postsub,1.1383446023831008
"Petroleum, coal products",Commodities,presub,0.8579426956191639
"Petroleum, coal products",Commodities,postsub,1.293071053192454
Bovine meat products,Commodities,presub,0.8246700055181256
Bovine meat products,Commodities,postsub,1.2378116064748281
Minerals nec,Commodities,presub,0.806957857842307
Minerals nec,Commodities,postsub,0.9394105941996461
Forestry,Commodities,presub,0.7926537440780319
Forestry,Commodities,postsub,0.6741652499550402
Meat products nec,Commodities,presub,0.45685776888614754
Meat products nec,Commodities,postsub,0.8288917007643938
Dairy products,Commodities,presub,0.32380432668219034
Dairy products,Commodities,postsub,1.4035899466277069
Oil seeds,Commodities,presub,0.3140020973336924
Oil seeds,Commodities,postsub,-0.397868016366909
"Wool, silk-worm cocoons",Commodities,presub,0.20034154517864333
"Wool, silk-worm cocoons",Commodities,postsub,10.222997642760857
Electricity,Commodities,presub,0.178169703461165
Electricity,Commodities,postsub,0.6410095819244644
Wheat,Commodities,presub,0.14562779423451888
Wheat,Commodities,postsub,0.5968020245503636
"Bovine cattle, sheep and goats",Commodities,presub,0.129157562957641
"Bovine cattle, sheep and goats",Commodities,postsub,0.47523124177158577
Construction,Commodities,presub,0.045157852656061495
Construction,Commodities,postsub,1.2378116064748281
Plant-based fibers,Commodities,presub,0.03917015988203024
Plant-based fibers,Commodities,postsub,0.6299576925809393
Coal,Commodities,presub,0.027289036819089982
Coal,Commodities,postsub,0.132622672122303
Raw milk,Commodities,presub,0.01880295235480289
Raw milk,Commodities,postsub,0.9836181515737472
"Sugar cane, sugar beet",Commodities,presub,0.005062307059320788
"Sugar cane, sugar beet",Commodities,postsub,-0.6189058032374141
Water,Commodities,presub,0.0026385102933774223
Water,Commodities,postsub,0.972566262230222
"Gas manufacture, distribution",Commodities,presub,0.00044454759776778194
"Gas manufacture, distribution",Commodities,postsub,0.5636463565197877
Recreational and other services,Commodities,presub,0.0
Recreational and other services,Commodities,postsub,0.5525944671762625
Trade,Commodities,presub,0.0
Trade,Commodities,postsub,0.5415425778327373
Dwellings,Commodities,presub,0.0
Dwellings,Commodities,postsub,0.265245344244606
Transport nec,Commodities,presub,0.0
Transport nec,Commodities,postsub,0.795736032733818
Education,Commodities,presub,0.0
Education,Commodities,postsub,0.397868016366909
Communication,Commodities,presub,0.0
Communication,Commodities,postsub,0.6189058032374141
Insurance,Commodities,presub,0.0
Insurance,Commodities,postsub,0.30945290161870703
Financial services nec,Commodities,presub,0.0
Financial services nec,Commodities,postsub,0.3205047909622322
Warehousing and support,Commodities,presub,0.0
Warehousing and support,Commodities,postsub,0.9062549261690706
Water transport,Commodities,presub,0.0
Water transport,Commodities,postsub,0.8178398114208685
Human health and social work,Commodities,presub,0.0
Human health and social work,Commodities,postsub,0.6520614712679897
Public Administration,Commodities,presub,0.0
Public Administration,Commodities,postsub,0.6410095819244644
Air transport,Commodities,presub,0.0
