time,series,value,scenario,measure
2028-06-15,gdp_level,-0.07360665952417665,tracker_no_fl_301_2026-08-11,level
2028-09-15,gdp_level,-0.07758515992359366,tracker_no_fl_301_2026-08-11,level
2028-12-15,gdp_level,-0.07937374611258251,tracker_no_fl_301_2026-08-11,level
2029-03-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2029-06-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2029-09-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2029-12-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2030-03-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2030-06-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2030-09-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2030-12-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2031-03-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2031-06-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2031-09-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2031-12-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2032-03-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2032-06-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2032-09-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2032-12-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2033-03-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2033-06-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2033-09-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2033-12-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2034-03-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2034-06-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2034-09-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2034-12-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2035-03-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2035-06-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2035-09-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2035-12-15,gdp_level,-0.08,tracker_no_fl_301_2026-08-11,level
2025-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,level
2025-06-15,gdp_level,-0.25137405415405534,tracker_no_polysilicon_2026-08-11,level
2025-09-15,gdp_level,-0.300030025299024,tracker_no_polysilicon_2026-08-11,level
2025-12-15,gdp_level,-0.2652071394997048,tracker_no_polysilicon_2026-08-11,level
2026-03-15,gdp_level,-0.22248499415286957,tracker_no_polysilicon_2026-08-11,level
2026-06-15,gdp_level,-0.22060827270440514,tracker_no_polysilicon_2026-08-11,level
2026-09-15,gdp_level,-0.15248927749124197,tracker_no_polysilicon_2026-08-11,level
2026-12-15,gdp_level,-0.10554992822527341,tracker_no_polysilicon_2026-08-11,level
2027-03-15,gdp_level,-0.09257720752060208,tracker_no_polysilicon_2026-08-11,level
2027-06-15,gdp_level,-0.09977895886700229,tracker_no_polysilicon_2026-08-11,level
2027-09-15,gdp_level,-0.10778181319125017,tracker_no_polysilicon_2026-08-11,level
2027-12-15,gdp_level,-0.11711031414109492,tracker_no_polysilicon_2026-08-11,level
2028-03-15,gdp_level,-0.12619260890893677,tracker_no_polysilicon_2026-08-11,level
2028-06-15,gdp_level,-0.13307165838449453,tracker_no_polysilicon_2026-08-11,level
2028-09-15,gdp_level,-0.13744327837338702,tracker_no_polysilicon_2026-08-11,level
2028-12-15,gdp_level,-0.13955673368443242,tracker_no_polysilicon_2026-08-11,level
2029-03-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2029-06-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2029-09-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2029-12-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2030-03-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2030-06-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2030-09-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2030-12-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2031-03-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2031-06-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2031-09-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2031-12-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2032-03-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2032-06-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2032-09-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2032-12-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2033-03-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2033-06-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2033-09-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2033-12-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2034-03-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2034-06-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2034-09-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2034-12-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2035-03-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2035-06-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2035-09-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2035-12-15,gdp_level,-0.14,tracker_no_polysilicon_2026-08-11,level
2025-03-15,gdp_level,0,tracker_no_fl_301_2026-08-11,delta_vs_default
2025-06-15,gdp_level,0.007923950845499267,tracker_no_fl_301_2026-08-11,delta_vs_default
2025-09-15,gdp_level,0.015807031906041047,tracker_no_fl_301_2026-08-11,delta_vs_default
2025-12-15,gdp_level,0.022587304280969722,tracker_no_fl_301_2026-08-11,delta_vs_default
2026-03-15,gdp_level,0.028563237323258606,tracker_no_fl_301_2026-08-11,delta_vs_default
2026-06-15,gdp_level,0.03426823957355138,tracker_no_fl_301_2026-08-11,delta_vs_default
2026-09-15,gdp_level,0.06534287487725969,tracker_no_fl_301_2026-08-11,delta_vs_default
2026-12-15,gdp_level,0.06711357040054021,tracker_no_fl_301_2026-08-11,delta_vs_default
2027-03-15,gdp_level,0.06680888874909602,tracker_no_fl_301_2026-08-11,delta_vs_default
2027-06-15,gdp_level,0.06746697005952104,tracker_no_fl_301_2026-08-11,delta_vs_default
2027-09-15,gdp_level,0.06644545427052245,tracker_no_fl_301_2026-08-11,delta_vs_default
2027-12-15,gdp_level,0.06146081802400383,tracker_no_fl_301_2026-08-11,delta_vs_default
2028-03-15,gdp_level,0.05968345579429103,tracker_no_fl_301_2026-08-11,delta_vs_default
2028-06-15,gdp_level,0.05948465173104332,tracker_no_fl_301_2026-08-11,delta_vs_default
2028-09-15,gdp_level,0.05985349669510279,tracker_no_fl_301_2026-08-11,delta_vs_default
2028-12-15,gdp_level,0.06017720981183043,tracker_no_fl_301_2026-08-11,delta_vs_default
2029-03-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2029-06-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2029-09-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2029-12-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2030-03-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2030-06-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2030-09-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2030-12-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2031-03-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2031-06-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2031-09-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2031-12-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2032-03-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2032-06-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2032-09-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2032-12-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2033-03-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2033-06-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2033-09-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2033-12-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2034-03-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2034-06-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2034-09-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2034-12-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2035-03-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2035-06-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2035-09-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2035-12-15,gdp_level,0.06000000000000001,tracker_no_fl_301_2026-08-11,delta_vs_default
2025-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2025-06-15,gdp_level,4.2011558659682535e-7,tracker_no_polysilicon_2026-08-11,delta_vs_default
2025-09-15,gdp_level,1.9002591211458864e-5,tracker_no_polysilicon_2026-08-11,delta_vs_default
2025-12-15,gdp_level,2.6311920185206894e-5,tracker_no_polysilicon_2026-08-11,delta_vs_default
2026-03-15,gdp_level,1.4096366283355977e-5,tracker_no_polysilicon_2026-08-11,delta_vs_default
2026-06-15,gdp_level,5.307593262060539e-6,tracker_no_polysilicon_2026-08-11,delta_vs_default
2026-09-15,gdp_level,-3.773857860100982e-6,tracker_no_polysilicon_2026-08-11,delta_vs_default
2026-12-15,gdp_level,6.327300200314606e-4,tracker_no_polysilicon_2026-08-11,delta_vs_default
2027-03-15,gdp_level,5.521528492022504e-4,tracker_no_polysilicon_2026-08-11,delta_vs_default
2027-06-15,gdp_level,4.370207527239628e-4,tracker_no_polysilicon_2026-08-11,delta_vs_default
2027-09-15,gdp_level,3.5807475940578815e-4,tracker_no_polysilicon_2026-08-11,delta_vs_default
2027-12-15,gdp_level,2.564017984809236e-4,tracker_no_polysilicon_2026-08-11,delta_vs_default
2028-03-15,gdp_level,9.266560038675986e-5,tracker_no_polysilicon_2026-08-11,delta_vs_default
2028-06-15,gdp_level,1.9652870725445082e-5,tracker_no_polysilicon_2026-08-11,delta_vs_default
2028-09-15,gdp_level,-4.6217546905702456e-6,tracker_no_polysilicon_2026-08-11,delta_vs_default
2028-12-15,gdp_level,-5.777760019476386e-6,tracker_no_polysilicon_2026-08-11,delta_vs_default
2029-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2029-06-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2029-09-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2029-12-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2030-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2030-06-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2030-09-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2030-12-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2031-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2031-06-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2031-09-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2031-12-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2032-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2032-06-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2032-09-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2032-12-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2033-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2033-06-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2033-09-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2033-12-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2034-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2034-06-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2034-09-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2034-12-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2035-03-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2035-06-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2035-09-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
2035-12-15,gdp_level,0,tracker_no_polysilicon_2026-08-11,delta_vs_default
