category,group,substitution,value
Metals nec,Commodities,presub,42.596632814878426
Metals nec,Commodities,postsub,18.310547715538213
Leather products,Commodities,presub,38.46273857560966
Leather products,Commodities,postsub,18.339489571779847
Wearing apparel,Commodities,presub,36.800633476459545
Wearing apparel,Commodities,postsub,17.519470311600315
Crops nec,Commodities,presub,32.39652298969281
Crops nec,Commodities,postsub,14.933997820681325
Electrical equipment,Commodities,presub,26.368957797276785
Electrical equipment,Commodities,postsub,13.216781017011252
Textiles,Commodities,presub,18.531140962748985
Textiles,Commodities,postsub,10.158591540812298
"Computer, electronic and optical",Commodities,presub,18.418584485364654
"Computer, electronic and optical",Commodities,postsub,7.833595756067982
Ferrous metals,Commodities,presub,17.73703527425708
Ferrous metals,Commodities,postsub,10.6988395239894
Motor vehicles and parts,Commodities,presub,13.54747321866704
Motor vehicles and parts,Commodities,postsub,10.515541101125741
Machinery and equipment nec,Commodities,presub,13.232473628379688
Machinery and equipment nec,Commodities,postsub,8.4510220225561
Mineral products nec,Commodities,presub,13.159549306775402
Mineral products nec,Commodities,postsub,6.907456356335807
Rubber and plastic products,Commodities,presub,10.810111891168509
Rubber and plastic products,Commodities,postsub,6.309324660675443
Metal products,Commodities,presub,10.789684644523636
Metal products,Commodities,postsub,6.92675092716356
Transport equipment nec,Commodities,presub,9.635443348469414
Transport equipment nec,Commodities,postsub,6.222499091950553
Manufactures nec,Commodities,presub,9.035583409703829
Manufactures nec,Commodities,postsub,5.682251108773451
Fishing,Commodities,presub,8.802864108803265
Fishing,Commodities,postsub,5.344596119287761
"Vegetables, fruit, nuts",Commodities,presub,6.130534176014988
"Vegetables, fruit, nuts",Commodities,postsub,3.5598483177205487
Wood products,Commodities,presub,5.9138886837093425
Wood products,Commodities,postsub,3.9746815905172523
Processed rice,Commodities,presub,5.435767844250133
Processed rice,Commodities,postsub,10.158591540812298
Natural gas,Commodities,presub,5.1771631158779625
Natural gas,Commodities,postsub,1.099790537181958
Chemical products,Commodities,presub,4.7193738872554665
Chemical products,Commodities,postsub,3.6852630281009473
"Paper products, publishing",Commodities,presub,4.418096460979179
"Paper products, publishing",Commodities,postsub,3.5887901739621797
Food products nec,Commodities,presub,3.644254582094808
Food products nec,Commodities,postsub,2.9520693366463084
Vegetable oils and fats,Commodities,presub,3.4492420738763205
Vegetable oils and fats,Commodities,postsub,2.083813649397394
Beverages and tobacco products,Commodities,presub,3.0193332302622644
Beverages and tobacco products,Commodities,postsub,3.4826700344095336
Oil,Commodities,presub,2.060928660394295
Oil,Commodities,postsub,0.443775129038334
Cereal grains nec,Commodities,presub,1.6561518193027531
Cereal grains nec,Commodities,postsub,1.504976524564785
Animal products nec,Commodities,presub,1.5066271773032167
Animal products nec,Commodities,postsub,1.061201395526451
Paddy rice,Commodities,presub,1.4699951989559699
Paddy rice,Commodities,postsub,1.5435656662202921
Basic pharmaceutical products,Commodities,presub,1.334157685766074
Basic pharmaceutical products,Commodities,postsub,1.2444998183901104
Forestry,Commodities,presub,1.259701036029154
Forestry,Commodities,postsub,1.0804959663542046
Sugar,Commodities,presub,1.2159257278456819
Sugar,Commodities,postsub,2.1609919327084093
Bovine meat products,Commodities,presub,1.0669000700543882
Bovine meat products,Commodities,postsub,1.3409726725288786
Minerals nec,Commodities,presub,0.8620329228826316
Minerals nec,Commodities,postsub,0.5402479831771023
Meat products nec,Commodities,presub,0.4551906838955244
Meat products nec,Commodities,postsub,0.9647285413876826
Dairy products,Commodities,presub,0.4397437672947302
Dairy products,Commodities,postsub,1.5821548078757992
"Petroleum, coal products",Commodities,presub,0.4319125299934935
"Petroleum, coal products",Commodities,postsub,0.443775129038334
Oil seeds,Commodities,presub,0.41432817482254536
Oil seeds,Commodities,postsub,-0.057883712483260956
"Wool, silk-worm cocoons",Commodities,presub,0.30145015681185866
"Wool, silk-worm cocoons",Commodities,postsub,10.592719384436755
Electricity,Commodities,presub,0.19038061994222563
Electricity,Commodities,postsub,0.5595425540048559
Wheat,Commodities,presub,0.10289853115149361
Wheat,Commodities,postsub,0.8586084018350374
Plant-based fibers,Commodities,presub,0.07982797215099041
Plant-based fibers,Commodities,postsub,0.8489611164211607
"Bovine cattle, sheep and goats",Commodities,presub,0.07442996248454306
"Bovine cattle, sheep and goats",Commodities,postsub,0.6367208373158705
Construction,Commodities,presub,0.07226505938552044
Construction,Commodities,postsub,1.4567400974954008
Raw milk,Commodities,presub,0.03487537493717418
Raw milk,Commodities,postsub,1.1866161059068496
Coal,Commodities,presub,0.010664256080936055
Coal,Commodities,postsub,0.27977127700242793
Air transport,Commodities,presub,0.008730066540398533
Air transport,Commodities,postsub,0.37624413114119626
"Sugar cane, sugar beet",Commodities,presub,0.008355104195401218
"Sugar cane, sugar beet",Commodities,postsub,-0.27012399158855116
Water,Commodities,presub,0.00444375750640603
Water,Commodities,postsub,1.157674249665219
Accommodation & food services,Commodities,presub,0.0011579765916959652
Accommodation & food services,Commodities,postsub,0.7235464060407619
Communication,Commodities,presub,0.0006793109064617569
Communication,Commodities,postsub,0.7717828331101461
"Gas manufacture, distribution",Commodities,presub,0.0004737774740392627
"Gas manufacture, distribution",Commodities,postsub,0.5595425540048559
Water transport,Commodities,presub,0.00046438490802873963
Water transport,Commodities,postsub,0.7428409768685156
Financial services nec,Commodities,presub,0.00021386309690972862
Financial services nec,Commodities,postsub,0.46306969986608765
Insurance,Commodities,presub,0.00017999599295657608
Insurance,Commodities,postsub,0.42448055821058034
Business services nec,Commodities,presub,0.00013205681104823784
Business services nec,Commodities,postsub,0.6946045497991314
Transport nec,Commodities,presub,0.00011073195271511055
Transport nec,Commodities,postsub,0.7331936914546388
Warehousing and support,Commodities,presub,0.00010925543589407211
Warehousing and support,Commodities,postsub,1.0322595392848204
Recreational and other services,Commodities,presub,6.905031729052304e-05
Recreational and other services,Commodities,postsub,0.6946045497991314
Human health and social work,Commodities,presub,6.4128228726811e-05
Human health and social work,Commodities,postsub,0.8007246893517764
Public Administration,Commodities,presub,1.5087213671633055e-05
Public Administration,Commodities,postsub,0.7717828331101461
Real estate activities,Commodities,presub,1.4900956749590155e-06
Real estate activities,Commodities,postsub,0.5595425540048559
Trade,Commodities,presub,0.0
Trade,Commodities,postsub,0.6849572643852546
Dwellings,Commodities,presub,0.0
Dwellings,Commodities,postsub,0.41483327279670346
Education,Commodities,presub,0.0
Education,Commodities,postsub,0.549895268590979
