category,value,country_code,substitution
China,24.0217942370347,chn,presub
China,22.8343328626517,chn,postsub
Canada,8.12433654149082,ca,presub
Canada,5.31964467005097,ca,postsub
Mexico,12.7801017320835,mx,presub
Mexico,11.1366635526453,mx,postsub
Rest of World,14.08396381383,row,presub
Rest of World,12.3843541756649,row,postsub
Total,14.4597713913239,total,presub
Total,11.9311128685741,total,postsub
