vintage_date,scenario,row_label_field,row_label,column,value
2025-11-17,IEEPA Invalidation,Label,Conventional,2026,120.35763392953308
2025-11-17,IEEPA Invalidation,Label,Conventional,2027,120.21521945099857
2025-11-17,IEEPA Invalidation,Label,Conventional,2028,124.7486292211118
2025-11-17,IEEPA Invalidation,Label,Conventional,2029,128.8905266491672
2025-11-17,IEEPA Invalidation,Label,Conventional,2030,133.28258424825162
2025-11-17,IEEPA Invalidation,Label,Conventional,2031,138.48868436790056
2025-11-17,IEEPA Invalidation,Label,Conventional,2032,144.00087499315808
2025-11-17,IEEPA Invalidation,Label,Conventional,2033,149.59848745486488
2025-11-17,IEEPA Invalidation,Label,Conventional,2034,155.3343994184411
2025-11-17,IEEPA Invalidation,Label,Conventional,2035,160.9879422147275
2025-11-17,IEEPA Invalidation,Label,Conventional,2026-35,1375.9049819481545
2025-11-17,IEEPA Invalidation,Label,Dynamic,2026,89.07463392953308
2025-11-17,IEEPA Invalidation,Label,Dynamic,2027,93.30421945099857
2025-11-17,IEEPA Invalidation,Label,Dynamic,2028,100.3856292211118
2025-11-17,IEEPA Invalidation,Label,Dynamic,2029,107.9305266491672
2025-11-17,IEEPA Invalidation,Label,Dynamic,2030,113.87758424825162
2025-11-17,IEEPA Invalidation,Label,Dynamic,2031,121.58568436790057
2025-11-17,IEEPA Invalidation,Label,Dynamic,2032,127.18487499315808
2025-11-17,IEEPA Invalidation,Label,Dynamic,2033,131.8264874548649
2025-11-17,IEEPA Invalidation,Label,Dynamic,2034,136.56339941844112
2025-11-17,IEEPA Invalidation,Label,Dynamic,2035,141.1469422147275
2025-11-17,IEEPA Invalidation,Label,Dynamic,2026-35,1162.8799819481544
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2026,-31.283
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2027,-26.911
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2028,-24.363
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2029,-20.96
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2030,-19.405
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2031,-16.903
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2032,-16.816
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2033,-17.772
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2034,-18.771
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2035,-19.841
2025-11-17,IEEPA Invalidation,Label,Dynamic effect,2026-35,-213.02499999999998
