time,series,value
68,AI (baseline Nov 2022),
69,AI (baseline Nov 2022),
70,AI (baseline Nov 2022),
71,AI (baseline Nov 2022),
72,AI (baseline Nov 2022),
73,AI (baseline Nov 2022),
74,AI (baseline Nov 2022),
75,AI (baseline Nov 2022),
76,AI (baseline Nov 2022),
77,AI (baseline Nov 2022),
78,AI (baseline Nov 2022),
79,AI (baseline Nov 2022),
80,AI (baseline Nov 2022),
81,AI (baseline Nov 2022),
82,AI (baseline Nov 2022),
83,AI (baseline Nov 2022),
0,Computers (baseline Jan 1984),0.0
1,Computers (baseline Jan 1984),0.251183
2,Computers (baseline Jan 1984),0.431052
3,Computers (baseline Jan 1984),0.576343
4,Computers (baseline Jan 1984),0.757684
5,Computers (baseline Jan 1984),0.945164
6,Computers (baseline Jan 1984),1.144585
7,Computers (baseline Jan 1984),1.295864
8,Computers (baseline Jan 1984),1.428924
9,Computers (baseline Jan 1984),1.562826
10,Computers (baseline Jan 1984),1.693388
11,Computers (baseline Jan 1984),1.821766
12,Computers (baseline Jan 1984),1.917957
13,Computers (baseline Jan 1984),2.011987
14,Computers (baseline Jan 1984),2.102549
15,Computers (baseline Jan 1984),2.200365
16,Computers (baseline Jan 1984),2.271286
17,Computers (baseline Jan 1984),2.317135
18,Computers (baseline Jan 1984),2.351813
19,Computers (baseline Jan 1984),2.403317
20,Computers (baseline Jan 1984),2.495598
21,Computers (baseline Jan 1984),2.601458
22,Computers (baseline Jan 1984),2.685915
23,Computers (baseline Jan 1984),2.748346
24,Computers (baseline Jan 1984),2.815739
25,Computers (baseline Jan 1984),2.876787
26,Computers (baseline Jan 1984),2.936805
27,Computers (baseline Jan 1984),2.985743
28,Computers (baseline Jan 1984),3.050558
29,Computers (baseline Jan 1984),3.145459
30,Computers (baseline Jan 1984),3.252209
31,Computers (baseline Jan 1984),3.336946
32,Computers (baseline Jan 1984),3.417086
33,Computers (baseline Jan 1984),3.468373
34,Computers (baseline Jan 1984),3.545064
35,Computers (baseline Jan 1984),3.62285
36,Computers (baseline Jan 1984),3.694476
37,Computers (baseline Jan 1984),3.763313
38,Computers (baseline Jan 1984),3.815277
39,Computers (baseline Jan 1984),3.885546
40,Computers (baseline Jan 1984),3.977095
41,Computers (baseline Jan 1984),4.052023
42,Computers (baseline Jan 1984),4.143104
43,Computers (baseline Jan 1984),4.237428
44,Computers (baseline Jan 1984),4.321132
45,Computers (baseline Jan 1984),4.413694
46,Computers (baseline Jan 1984),4.486158
47,Computers (baseline Jan 1984),4.565559
48,Computers (baseline Jan 1984),4.627797
49,Computers (baseline Jan 1984),4.696968
50,Computers (baseline Jan 1984),4.765794
51,Computers (baseline Jan 1984),4.828156
52,Computers (baseline Jan 1984),4.875199
53,Computers (baseline Jan 1984),4.918724
54,Computers (baseline Jan 1984),4.967801
55,Computers (baseline Jan 1984),5.048203
56,Computers (baseline Jan 1984),5.090019
57,Computers (baseline Jan 1984),5.13323
58,Computers (baseline Jan 1984),5.217085
59,Computers (baseline Jan 1984),5.278696
60,Computers (baseline Jan 1984),5.340988
61,Computers (baseline Jan 1984),5.391504
62,Computers (baseline Jan 1984),5.42191
63,Computers (baseline Jan 1984),5.470741
64,Computers (baseline Jan 1984),5.519634
65,Computers (baseline Jan 1984),5.583826
66,Computers (baseline Jan 1984),5.6278
67,Computers (baseline Jan 1984),5.671777
68,Computers (baseline Jan 1984),5.713641
69,Computers (baseline Jan 1984),5.76434
70,Computers (baseline Jan 1984),5.792968
71,Computers (baseline Jan 1984),5.843513
72,Computers (baseline Jan 1984),
73,Computers (baseline Jan 1984),
74,Computers (baseline Jan 1984),
75,Computers (baseline Jan 1984),
76,Computers (baseline Jan 1984),
77,Computers (baseline Jan 1984),
78,Computers (baseline Jan 1984),
79,Computers (baseline Jan 1984),
80,Computers (baseline Jan 1984),
81,Computers (baseline Jan 1984),
82,Computers (baseline Jan 1984),
83,Computers (baseline Jan 1984),
0,Control (baseline Jan 2016),0.0
1,Control (baseline Jan 2016),0.374964
2,Control (baseline Jan 2016),0.662764
3,Control (baseline Jan 2016),0.943131
4,Control (baseline Jan 2016),1.207389
5,Control (baseline Jan 2016),1.443886
6,Control (baseline Jan 2016),1.635532
7,Control (baseline Jan 2016),1.800988
8,Control (baseline Jan 2016),1.970022
9,Control (baseline Jan 2016),2.160418
10,Control (baseline Jan 2016),2.305271
11,Control (baseline Jan 2016),2.463244
12,Control (baseline Jan 2016),2.577128
13,Control (baseline Jan 2016),2.688248
14,Control (baseline Jan 2016),2.778608
15,Control (baseline Jan 2016),2.860581
16,Control (baseline Jan 2016),2.950324
17,Control (baseline Jan 2016),3.019244
18,Control (baseline Jan 2016),3.059559
19,Control (baseline Jan 2016),3.093391
20,Control (baseline Jan 2016),3.138748
21,Control (baseline Jan 2016),3.205991
22,Control (baseline Jan 2016),3.34227
23,Control (baseline Jan 2016),3.470518
24,Control (baseline Jan 2016),3.5713
25,Control (baseline Jan 2016),3.665912
26,Control (baseline Jan 2016),3.714947
27,Control (baseline Jan 2016),3.740446
28,Control (baseline Jan 2016),3.765436
29,Control (baseline Jan 2016),3.789354
30,Control (baseline Jan 2016),3.853854
31,Control (baseline Jan 2016),3.958987
32,Control (baseline Jan 2016),4.001348
33,Control (baseline Jan 2016),4.020312
34,Control (baseline Jan 2016),4.05327
35,Control (baseline Jan 2016),4.122525
36,Control (baseline Jan 2016),4.206054
37,Control (baseline Jan 2016),4.271296
38,Control (baseline Jan 2016),4.36663
39,Control (baseline Jan 2016),4.427123
40,Control (baseline Jan 2016),4.475828
41,Control (baseline Jan 2016),4.554384
42,Control (baseline Jan 2016),4.619057
43,Control (baseline Jan 2016),4.678695
44,Control (baseline Jan 2016),4.758383
45,Control (baseline Jan 2016),4.863327
46,Control (baseline Jan 2016),4.968565
47,Control (baseline Jan 2016),5.07054
48,Control (baseline Jan 2016),
49,Control (baseline Jan 2016),
50,Control (baseline Jan 2016),
51,Control (baseline Jan 2016),
52,Control (baseline Jan 2016),
53,Control (baseline Jan 2016),
54,Control (baseline Jan 2016),
55,Control (baseline Jan 2016),
56,Control (baseline Jan 2016),
57,Control (baseline Jan 2016),
58,Control (baseline Jan 2016),
59,Control (baseline Jan 2016),
60,Control (baseline Jan 2016),
61,Control (baseline Jan 2016),
62,Control (baseline Jan 2016),
63,Control (baseline Jan 2016),
64,Control (baseline Jan 2016),
65,Control (baseline Jan 2016),
66,Control (baseline Jan 2016),
67,Control (baseline Jan 2016),
68,Control (baseline Jan 2016),
69,Control (baseline Jan 2016),
70,Control (baseline Jan 2016),
71,Control (baseline Jan 2016),
72,Control (baseline Jan 2016),
73,Control (baseline Jan 2016),
74,Control (baseline Jan 2016),
75,Control (baseline Jan 2016),
76,Control (baseline Jan 2016),
77,Control (baseline Jan 2016),
78,Control (baseline Jan 2016),
79,Control (baseline Jan 2016),
80,Control (baseline Jan 2016),
81,Control (baseline Jan 2016),
82,Control (baseline Jan 2016),
83,Control (baseline Jan 2016),
0,Internet (baseline Jan 1996),0.0
1,Internet (baseline Jan 1996),0.382968
2,Internet (baseline Jan 1996),0.668462
3,Internet (baseline Jan 1996),0.92469
4,Internet (baseline Jan 1996),1.170925
5,Internet (baseline Jan 1996),1.415939
6,Internet (baseline Jan 1996),1.59393
7,Internet (baseline Jan 1996),1.736662
8,Internet (baseline Jan 1996),1.907524
9,Internet (baseline Jan 1996),2.094996
10,Internet (baseline Jan 1996),2.27374
11,Internet (baseline Jan 1996),2.429549
12,Internet (baseline Jan 1996),2.531978
13,Internet (baseline Jan 1996),2.607589
14,Internet (baseline Jan 1996),2.662991
15,Internet (baseline Jan 1996),2.684976
16,Internet (baseline Jan 1996),2.750125
17,Internet (baseline Jan 1996),2.780349
18,Internet (baseline Jan 1996),2.817335
19,Internet (baseline Jan 1996),2.869535
20,Internet (baseline Jan 1996),2.90623
21,Internet (baseline Jan 1996),2.967174
22,Internet (baseline Jan 1996),3.019305
23,Internet (baseline Jan 1996),3.069545
24,Internet (baseline Jan 1996),3.143694
25,Internet (baseline Jan 1996),3.195687
26,Internet (baseline Jan 1996),3.244943
27,Internet (baseline Jan 1996),3.328931
28,Internet (baseline Jan 1996),3.419421
29,Internet (baseline Jan 1996),3.519032
30,Internet (baseline Jan 1996),3.616458
31,Internet (baseline Jan 1996),3.660932
32,Internet (baseline Jan 1996),3.706926
33,Internet (baseline Jan 1996),3.766491
34,Internet (baseline Jan 1996),3.866864
35,Internet (baseline Jan 1996),3.937245
36,Internet (baseline Jan 1996),3.945198
37,Internet (baseline Jan 1996),3.967583
38,Internet (baseline Jan 1996),4.017889
39,Internet (baseline Jan 1996),4.103269
40,Internet (baseline Jan 1996),4.177526
41,Internet (baseline Jan 1996),4.274732
42,Internet (baseline Jan 1996),4.337332
43,Internet (baseline Jan 1996),4.413319
44,Internet (baseline Jan 1996),4.513982
45,Internet (baseline Jan 1996),4.621069
46,Internet (baseline Jan 1996),4.750178
47,Internet (baseline Jan 1996),4.886577
48,Internet (baseline Jan 1996),4.964524
49,Internet (baseline Jan 1996),5.018221
50,Internet (baseline Jan 1996),5.043417
51,Internet (baseline Jan 1996),5.020149
52,Internet (baseline Jan 1996),5.045087
53,Internet (baseline Jan 1996),5.11467
54,Internet (baseline Jan 1996),5.198977
55,Internet (baseline Jan 1996),5.270153
56,Internet (baseline Jan 1996),5.311327
57,Internet (baseline Jan 1996),5.316028
58,Internet (baseline Jan 1996),5.338551
59,Internet (baseline Jan 1996),5.392599
60,Internet (baseline Jan 1996),5.482808
61,Internet (baseline Jan 1996),5.571632
62,Internet (baseline Jan 1996),5.677717
63,Internet (baseline Jan 1996),5.780543
64,Internet (baseline Jan 1996),5.828115
65,Internet (baseline Jan 1996),5.914184
66,Internet (baseline Jan 1996),5.967421
67,Internet (baseline Jan 1996),6.070443
68,Internet (baseline Jan 1996),6.157079
69,Internet (baseline Jan 1996),6.250016
70,Internet (baseline Jan 1996),6.378421
71,Internet (baseline Jan 1996),6.471952
72,Internet (baseline Jan 1996),6.547505
73,Internet (baseline Jan 1996),6.628269
74,Internet (baseline Jan 1996),6.724428
75,Internet (baseline Jan 1996),6.803066
76,Internet (baseline Jan 1996),6.890219
77,Internet (baseline Jan 1996),6.920933
78,Internet (baseline Jan 1996),6.951415
79,Internet (baseline Jan 1996),6.980011
80,Internet (baseline Jan 1996),7.004979
81,Internet (baseline Jan 1996),7.031488
82,Internet (baseline Jan 1996),7.043024
83,Internet (baseline Jan 1996),7.084827
