time,series,value
0,AI (baseline Nov 2022),0.0
1,AI (baseline Nov 2022),0.466881
2,AI (baseline Nov 2022),0.852354
3,AI (baseline Nov 2022),1.201651
4,AI (baseline Nov 2022),1.497782
5,AI (baseline Nov 2022),1.722342
6,AI (baseline Nov 2022),1.996874
7,AI (baseline Nov 2022),2.179838
8,AI (baseline Nov 2022),2.392164
9,AI (baseline Nov 2022),2.546148
10,AI (baseline Nov 2022),2.745112
11,AI (baseline Nov 2022),2.906108
12,AI (baseline Nov 2022),3.050123
13,AI (baseline Nov 2022),3.167837
14,AI (baseline Nov 2022),3.255132
15,AI (baseline Nov 2022),3.333606
16,AI (baseline Nov 2022),3.383294
17,AI (baseline Nov 2022),3.415579
18,AI (baseline Nov 2022),3.474198
19,AI (baseline Nov 2022),3.523316
20,AI (baseline Nov 2022),3.569678
21,AI (baseline Nov 2022),3.589157
22,AI (baseline Nov 2022),3.634015
23,AI (baseline Nov 2022),3.724557
24,AI (baseline Nov 2022),3.825276
25,AI (baseline Nov 2022),3.919537
26,AI (baseline Nov 2022),4.016336
27,AI (baseline Nov 2022),4.101635
28,AI (baseline Nov 2022),4.186109
29,AI (baseline Nov 2022),4.277379
30,AI (baseline Nov 2022),4.372565
31,AI (baseline Nov 2022),4.490198
32,AI (baseline Nov 2022),4.607443
33,AI (baseline Nov 2022),4.757053
34,AI (baseline Nov 2022),4.838377
35,AI (baseline Nov 2022),
36,AI (baseline Nov 2022),4.944998
37,AI (baseline Nov 2022),5.056901
38,AI (baseline Nov 2022),5.133041
39,AI (baseline Nov 2022),5.171458
40,AI (baseline Nov 2022),5.256051
41,AI (baseline Nov 2022),5.305724
42,AI (baseline Nov 2022),5.385228
43,AI (baseline Nov 2022),5.444533
44,AI (baseline Nov 2022),5.480818
45,AI (baseline Nov 2022),
46,AI (baseline Nov 2022),
47,AI (baseline Nov 2022),
48,AI (baseline Nov 2022),
49,AI (baseline Nov 2022),
50,AI (baseline Nov 2022),
51,AI (baseline Nov 2022),
52,AI (baseline Nov 2022),
53,AI (baseline Nov 2022),
54,AI (baseline Nov 2022),
55,AI (baseline Nov 2022),
56,AI (baseline Nov 2022),
57,AI (baseline Nov 2022),
58,AI (baseline Nov 2022),
59,AI (baseline Nov 2022),
60,AI (baseline Nov 2022),
61,AI (baseline Nov 2022),
62,AI (baseline Nov 2022),
63,AI (baseline Nov 2022),
64,AI (baseline Nov 2022),
65,AI (baseline Nov 2022),
66,AI (baseline Nov 2022),
67,AI (baseline Nov 2022),
