time,series,value
2025-01-01,gdp_level,-0.00713659189822969
2025-04-01,gdp_level,-0.249149022258602
2025-07-01,gdp_level,-0.488340022650488
2025-10-01,gdp_level,-0.488219994057525
2026-01-01,gdp_level,-0.810333255093422
2026-04-01,gdp_level,-0.965494037518524
2026-07-01,gdp_level,-0.968782283526891
2026-10-01,gdp_level,-0.859618153480786
2027-01-01,gdp_level,-0.753557524413113
2027-04-01,gdp_level,-0.680756859948937
2027-07-01,gdp_level,-0.632549440785565
2027-10-01,gdp_level,-0.593882797576444
2028-01-01,gdp_level,-0.547482697430818
2028-04-01,gdp_level,-0.493592003109092
2028-07-01,gdp_level,-0.447588152200311
2028-10-01,gdp_level,-0.404537615344321
2029-01-01,gdp_level,-0.374450179403181
2029-04-01,gdp_level,-0.356011578130196
2029-07-01,gdp_level,-0.343259934082051
2029-10-01,gdp_level,-0.332375727553087
2030-01-01,gdp_level,-0.320270718982294
2030-04-01,gdp_level,-0.31
2030-07-01,gdp_level,-0.31
2030-10-01,gdp_level,-0.31
2031-01-01,gdp_level,-0.31
2031-04-01,gdp_level,-0.31
2031-07-01,gdp_level,-0.31
2031-10-01,gdp_level,-0.31
2032-01-01,gdp_level,-0.31
2032-04-01,gdp_level,-0.31
2032-07-01,gdp_level,-0.31
2032-10-01,gdp_level,-0.31
2033-01-01,gdp_level,-0.31
2033-04-01,gdp_level,-0.31
2033-07-01,gdp_level,-0.31
2033-10-01,gdp_level,-0.31
2034-01-01,gdp_level,-0.31
2034-04-01,gdp_level,-0.31
2034-07-01,gdp_level,-0.31
2034-10-01,gdp_level,-0.31
2035-01-01,gdp_level,-0.31
2035-04-01,gdp_level,-0.31
2035-07-01,gdp_level,-0.31
2035-10-01,gdp_level,-0.31
