category,value,country_code,substitution
China,3.7991151442827427,chn,presub
China,2.320570239829674,chn,postsub
Canada,1.6554015893085552,ca,presub
Canada,2.182419450955505,ca,postsub
Mexico,1.6392138821729108,mx,presub
Mexico,2.002692158978291,mx,postsub
Rest of World,9.09640032618935,row,presub
Rest of World,8.760292035898157,row,postsub
Total,16.19013094195356,total,presub
Total,15.265973885661626,total,postsub
