time,series,value
2025-03-15,gdp_level,0
2025-06-15,gdp_level,-0.2356017486516482
2025-09-15,gdp_level,-0.2693234178710036
2025-12-15,gdp_level,-0.2856880802432737
2026-03-15,gdp_level,-0.320231275026539
2026-06-15,gdp_level,-0.3332420560046567
2026-09-15,gdp_level,-0.2091908509650575
2026-12-15,gdp_level,-0.1136243520644231
2027-03-15,gdp_level,-0.03875624282809742
2027-06-15,gdp_level,0.02215968337466734
2027-09-15,gdp_level,0.06419486955901998
2027-12-15,gdp_level,0.08692514915975558
2028-03-15,gdp_level,0.09076902733617942
2028-06-15,gdp_level,0.0830371070767777
2028-09-15,gdp_level,0.06534611183230954
2028-12-15,gdp_level,0.04451526141870943
2029-03-15,gdp_level,0.02373466550253944
2029-06-15,gdp_level,0.004055892071730405
2029-09-15,gdp_level,-0.01187724004151347
2029-12-15,gdp_level,-0.02311164540259592
2030-03-15,gdp_level,-0.02901835867976654
2030-06-15,gdp_level,-0.03001423802437841
2030-09-15,gdp_level,-0.02483609339449799
2030-12-15,gdp_level,-0.02366130718662873
2031-03-15,gdp_level,-0.01994730475378681
2031-06-15,gdp_level,-0.01268154587528159
2031-09-15,gdp_level,-0.005964026093818742
2031-12-15,gdp_level,-2.963378572529152e-05
2032-03-15,gdp_level,0.004625233829691489
2032-06-15,gdp_level,0.008499038881515375
2032-09-15,gdp_level,0.01179822241603734
2032-12-15,gdp_level,0.01427901243906682
2033-03-15,gdp_level,0.01567990384849782
2033-06-15,gdp_level,0.01628410984639839
2033-09-15,gdp_level,0.01620959081127804
2033-12-15,gdp_level,0.01519915611818412
2034-03-15,gdp_level,0.01305999341858488
2034-06-15,gdp_level,0.010429808347312
2034-09-15,gdp_level,0.007643672480805996
2034-12-15,gdp_level,0.004475477077536816
2035-03-15,gdp_level,0.0006409428211062718
2035-06-15,gdp_level,-0.003569773688338884
2035-09-15,gdp_level,-0.008182667685407985
2035-12-15,gdp_level,-0.01318886324168655
