cps_code,AIOE,dv_rating_beta,human_rating_beta,genaiexp_estz_total,genaiexp_estz_core,ai_applicability_score,augmentation,automation,total,total_fm,employment_count,pca
4251,-1.824293,0.024390243902439,0.024390243902439,0.0,0.0,0.048925479073445,0.3728813559322034,0.1271186440677966,0.5,0.5,943430.0,-3.109967387624107
4252,-1.7270350000000003,0.0609756097560975,0.0609756097560975,0.03846154,0.01923077,0.0300778376852511,,,,,47870.0,-2.889509907280501
4255,-0.8847934999999999,0.055555555555555504,0.055555555555555504,0.03249097537906131,0.03249097537906131,0.0890379463694808,,,,,38780.0,-2.33883702720524
4330,0.31544729241449276,0.3972489157410456,0.35095626807869823,0.15204921592272652,0.12919019959843167,0.2731640512414447,0.5720355161362383,2.4279644838637613,3.0,4.226510513707746,225420.0,0.45595263578432244
4340,-0.9167759,0.1034482758620689,0.1379310344827586,0.052631579,0.052631579,0.0576717174456,1.0,0.0,1.0,1.0,20110.0,-2.131494880652345
4350,-0.8890408000000002,0.2727272727272727,0.1818181818181818,0.045454547,0.045454547,0.2493175530767327,0.0,1.0,1.0,1.0,277300.0,-1.0525796468102409
4400,0.0945383689114595,0.1463862592146981,0.15553887192217947,0.06600480395734597,0.05945590247109004,0.3353414989856734,0.0,1.0,1.0,1.0,105500.0,-0.5676177789193204
4420,-0.2420958999999999,0.1428571428571428,0.1999999999999999,0.0,0.0,0.253073064796022,0.0,0.0,0.0,0.5,119210.0,-1.1486544397320964
4435,-0.5159694315078903,0.20665453729591948,0.3535493510362755,0.15020701106660045,0.09982489303877372,0.30628591932491556,0.3296365649174338,0.6574578397027441,0.9870944046201778,1.002469667418121,402850.0,-0.17676778007245952
4461,-0.5633224047675103,0.1541458314528988,0.20677543099557721,0.1308713002003791,0.035389199274302736,0.17818679731993292,0.9256756756756757,1.0743243243243243,2.0,2.0,36930.0,-1.215589430484318
4465,-0.1903759,0.16279069767441856,0.09302325581395342,0.11363637,0.11363637,0.1125513268937668,1.0,0.0,1.0,2.0,25700.0,-1.3917827838425803
4500,-0.7294621,0.1617647058823529,0.0735294117647058,0.125,0.075000003,0.0995660780302392,0.49375,1.50625,2.0,2.0,18100.0,-1.7569656612751698
4510,-0.6824517,0.0789473684210526,0.0526315789473684,0.043478262,0.043478262,0.0898091566064411,0.7510998725381358,2.748900127461864,3.5,5.5,295460.0,-2.1747839798389377
4521,0.0335124,0.0833333333333333,0.0555555555555555,0.055555556,0.055555556,0.0372469505461381,0.0,0.0,0.0,1.0,147820.0,-2.0116333398301496
4522,-0.2628395999999999,0.1969696969696969,0.106060606060606,0.1111111099999999,0.1111111099999999,0.1105480067558475,0.625,0.375,1.0,6.0,70240.0,-1.3474677315150139
4525,-0.78416593005733,0.1968598310061724,0.1183256427158866,0.0,0.0,0.10573327425335158,0.5824733824733824,0.14561834561834558,0.7280917280917281,1.5438165438165439,12210.0,-1.966010792402919
4530,-0.024987190400424224,0.3348163862616263,0.525221721323551,0.13423456121188002,0.10988464598249793,0.31948776022912373,0.8074975664136065,1.364605324066372,2.172102890479979,3.3442057809599577,75420.0,0.6544115012143604
4540,,,,,,,,,,,0.0,
4600,-0.3834794000000001,0.1414312039312039,0.3404484029484029,0.059999999,0.059999999,0.1735900834659945,1.4245378151260502,3.07546218487395,4.5,7.5,520180.0,-0.9838181002185568
4621,-2.1119479999999995,0.014705882352941098,0.23529411764705876,0.0909090939999999,0.0909090939999999,0.13733525345323,2.5,0.0,2.5,6.0,303620.0,-2.158210297083724
4622,-0.2441154,0.238095238095238,0.25,0.14583333,0.10416666,0.2152857672469767,0.4782608695652174,0.5217391304347826,1.0,1.5,309640.0,-0.5449332830508968
