time,series,variant,value
2022-11-02,<5 Weeks,observed,72.6809
2022-11-02,15-26 Weeks,observed,75.5398
2022-11-02,27+ Weeks,observed,74.7044
2022-11-02,5-14 Weeks,observed,74.4458
2022-12-02,<5 Weeks,observed,71.8306
2022-12-02,15-26 Weeks,observed,77.1631
2022-12-02,27+ Weeks,observed,75.516
2022-12-02,5-14 Weeks,observed,74.9095
2023-01-02,<5 Weeks,observed,70.9534
2023-01-02,15-26 Weeks,observed,75.5017
2023-01-02,27+ Weeks,observed,78.9513
2023-01-02,5-14 Weeks,observed,75.2766
2023-02-02,<5 Weeks,observed,70.4365
2023-02-02,15-26 Weeks,observed,73.6783
2023-02-02,27+ Weeks,observed,79.514
2023-02-02,5-14 Weeks,observed,73.349
2023-03-02,<5 Weeks,observed,70.6398
2023-03-02,15-26 Weeks,observed,72.2055
2023-03-02,27+ Weeks,observed,77.3624
2023-03-02,5-14 Weeks,observed,72.4124
2023-04-02,<5 Weeks,observed,71.5712
2023-04-02,15-26 Weeks,observed,72.0222
2023-04-02,27+ Weeks,observed,74.346
2023-04-02,5-14 Weeks,observed,73.3382
2023-05-02,<5 Weeks,observed,72.8566
2023-05-02,15-26 Weeks,observed,72.8545
2023-05-02,27+ Weeks,observed,72.2397
2023-05-02,5-14 Weeks,observed,75.7132
2023-06-02,<5 Weeks,observed,71.691
2023-06-02,15-26 Weeks,observed,73.6296
2023-06-02,27+ Weeks,observed,73.2404
2023-06-02,5-14 Weeks,observed,76.3091
2023-07-02,<5 Weeks,observed,69.0489
2023-07-02,15-26 Weeks,observed,74.7016
2023-07-02,27+ Weeks,observed,72.8109
2023-07-02,5-14 Weeks,observed,73.8174
2023-08-02,<5 Weeks,observed,68.695
2023-08-02,15-26 Weeks,observed,76.6515
2023-08-02,27+ Weeks,observed,74.4382
2023-08-02,5-14 Weeks,observed,69.7311
2023-09-02,<5 Weeks,observed,71.4225
2023-09-02,15-26 Weeks,observed,77.6471
2023-09-02,27+ Weeks,observed,75.3482
2023-09-02,5-14 Weeks,observed,70.1702
2023-10-02,<5 Weeks,observed,73.8818
2023-10-02,15-26 Weeks,observed,77.9637
2023-10-02,27+ Weeks,observed,76.9011
2023-10-02,5-14 Weeks,observed,72.9178
2023-11-02,<5 Weeks,observed,74.9956
2023-11-02,15-26 Weeks,observed,77.3483
2023-11-02,27+ Weeks,observed,76.7811
2023-11-02,5-14 Weeks,observed,76.9373
2023-12-02,<5 Weeks,observed,73.9999
2023-12-02,15-26 Weeks,observed,76.7351
2023-12-02,27+ Weeks,observed,77.7573
2023-12-02,5-14 Weeks,observed,77.5808
2024-01-02,<5 Weeks,observed,73.5058
2024-01-02,15-26 Weeks,observed,77.9188
2024-01-02,27+ Weeks,observed,76.1265
2024-01-02,5-14 Weeks,observed,76.4837
2024-02-02,<5 Weeks,observed,73.6113
2024-02-02,15-26 Weeks,observed,77.4592
2024-02-02,27+ Weeks,observed,76.0619
2024-02-02,5-14 Weeks,observed,74.2025
2024-03-02,<5 Weeks,observed,73.5613
2024-03-02,15-26 Weeks,observed,77.8296
2024-03-02,27+ Weeks,observed,75.2702
