time,series,value
2025-01-01,gdp_level,-0.006828337282127617
2025-04-01,gdp_level,-0.2485981662921799
2025-07-01,gdp_level,-0.5290388775365029
2025-10-01,gdp_level,-0.5083963885359921
2026-01-01,gdp_level,-0.8643820147660519
2026-04-01,gdp_level,-1.0390833117329357
2026-07-01,gdp_level,-1.0548628168087881
2026-10-01,gdp_level,-0.9431971692397845
2027-01-01,gdp_level,-0.8325229986778981
2027-04-01,gdp_level,-0.7565167256943339
2027-07-01,gdp_level,-0.7087937223044238
2027-10-01,gdp_level,-0.6720409881426304
2028-01-01,gdp_level,-0.6273961137783446
2028-04-01,gdp_level,-0.5738997166247706
2028-07-01,gdp_level,-0.5207336153867592
2028-10-01,gdp_level,-0.4769898127561123
2029-01-01,gdp_level,-0.440803529074707
2029-04-01,gdp_level,-0.42
2029-07-01,gdp_level,-0.42
2029-10-01,gdp_level,-0.42
2030-01-01,gdp_level,-0.42
2030-04-01,gdp_level,-0.42
2030-07-01,gdp_level,-0.42
2030-10-01,gdp_level,-0.42
2031-01-01,gdp_level,-0.42
2031-04-01,gdp_level,-0.42
2031-07-01,gdp_level,-0.42
2031-10-01,gdp_level,-0.42
2032-01-01,gdp_level,-0.42
2032-04-01,gdp_level,-0.42
2032-07-01,gdp_level,-0.42
2032-10-01,gdp_level,-0.42
2033-01-01,gdp_level,-0.42
2033-04-01,gdp_level,-0.42
2033-07-01,gdp_level,-0.42
2033-10-01,gdp_level,-0.42
2034-01-01,gdp_level,-0.42
2034-04-01,gdp_level,-0.42
2034-07-01,gdp_level,-0.42
2034-10-01,gdp_level,-0.42
2035-01-01,gdp_level,-0.42
2035-04-01,gdp_level,-0.42
2035-07-01,gdp_level,-0.42
2035-10-01,gdp_level,-0.42
