category,group,substitution,value
Metals nec,Commodities,presub,39.38829755694344
Metals nec,Commodities,postsub,17.944982276941374
Leather products,Commodities,presub,38.99657152856319
Leather products,Commodities,postsub,18.40152647817197
Wearing apparel,Commodities,presub,36.50009452381167
Wearing apparel,Commodities,postsub,16.864183759742414
Crops nec,Commodities,presub,32.24794120122163
Crops nec,Commodities,postsub,14.553511067799805
Electrical equipment,Commodities,presub,26.49376586128721
Electrical equipment,Commodities,postsub,12.913678834808278
Textiles,Commodities,presub,18.825664429205613
Textiles,Commodities,postsub,10.230316999003962
"Computer, electronic and optical",Commodities,presub,18.7468394046927
"Computer, electronic and optical",Commodities,postsub,7.761251420920127
Ferrous metals,Commodities,presub,18.06901073076539
Ferrous metals,Commodities,postsub,10.640275057251843
Mineral products nec,Commodities,presub,14.073083741603265
Mineral products nec,Commodities,postsub,7.258121076706818
Machinery and equipment nec,Commodities,presub,13.822610187639794
Machinery and equipment nec,Commodities,postsub,8.655705366188233
Motor vehicles and parts,Commodities,presub,12.325223865998442
Motor vehicles and parts,Commodities,postsub,9.456987025490912
Metal products,Commodities,presub,11.075022270729958
Metal products,Commodities,postsub,6.932018075827821
Fishing,Commodities,presub,10.859760261728209
Fishing,Commodities,postsub,5.944391844594287
Rubber and plastic products,Commodities,presub,10.824972613904364
Rubber and plastic products,Commodities,postsub,6.158688102314771
Transport equipment nec,Commodities,presub,10.362786377956441
Transport equipment nec,Commodities,postsub,6.512742788983397
Manufactures nec,Commodities,presub,9.523108476475018
Manufactures nec,Commodities,postsub,5.813950644242689
"Vegetables, fruit, nuts",Commodities,presub,6.874761350314243
"Vegetables, fruit, nuts",Commodities,postsub,3.596450238265509
Wood products,Commodities,presub,6.780374563421714
Wood products,Commodities,postsub,4.30455961160276
Processed rice,Commodities,presub,5.326654305770785
Processed rice,Commodities,postsub,10.174413627424705
"Paper products, publishing",Commodities,presub,5.279897527891711
"Paper products, publishing",Commodities,postsub,3.885284324758335
Chemical products,Commodities,presub,5.151420361045085
Chemical products,Commodities,postsub,3.875967096161792
Vegetable oils and fats,Commodities,presub,3.926476975408029
Vegetable oils and fats,Commodities,postsub,2.2175004059771792
Food products nec,Commodities,presub,3.875494392483737
Food products nec,Commodities,postsub,3.037416522472943
