vintage_date,scenario,row_label_field,row_label,column,value
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Conventional Score**** - 2026-35 - $billions,2420.7022530506683
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Conventional Score**** - 2026-35 - % of GDP,0.00648696395212914
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Conventional Score**** - In Equilibrium - % Change in PCE Price Level**,0.01696099964537792
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Conventional Score**** - In Equilibrium - Decline in Average Post-Tax-And-Transfer Income per Household (2025$),-2296.783770994014
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Conventional Score**** - In Equilibrium - Add'l Effective Tariff Rate (p.p.)***,13.933682256529528
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in Q4-Q4 Real GDP Growth (p.p.) - 2025,-0.5116854244835878
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in Q4-Q4 Real GDP Growth (p.p.) - 2026,-0.4306790863747967
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in 2025 Q4 Unemployment Rate (p.p.),0.2832159996032715
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Change in 2025 Q4 Payroll Employment (thous),-477.447509765625
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,"Add'l Dynamic Effects - In Equilibrium - % Change in
Medium-to-Long Run
Real GDP Level",-0.004
2025-09-04,Baseline,Label,All 2025 Tariffs to Date,Add'l Dynamic Effects - In Equilibrium - Add'l 2026-35 Dynamic Revenue Effects ($bn),-453.608
