time,industry,series,variant,value
35,financial-activities,Baseline Jan 2021,indexed,7.9953
36,financial-activities,Baseline Jan 2021,indexed,8.160877
37,financial-activities,Baseline Jan 2021,indexed,8.269168
38,financial-activities,Baseline Jan 2021,indexed,8.189947
39,financial-activities,Baseline Jan 2021,indexed,8.107536
40,financial-activities,Baseline Jan 2021,indexed,7.924742
41,financial-activities,Baseline Jan 2021,indexed,8.000941
42,financial-activities,Baseline Jan 2021,indexed,8.003154
43,financial-activities,Baseline Jan 2021,indexed,8.098284
44,financial-activities,Baseline Jan 2021,indexed,8.197449
45,financial-activities,Baseline Jan 2021,indexed,8.300773
46,financial-activities,Baseline Jan 2021,indexed,8.358468
47,financial-activities,Baseline Jan 2021,indexed,8.35238
48,financial-activities,Baseline Jan 2021,indexed,8.592572
49,financial-activities,Baseline Jan 2021,indexed,8.822096
50,financial-activities,Baseline Jan 2021,indexed,9.079519
51,financial-activities,Baseline Jan 2021,indexed,9.236646
52,financial-activities,Baseline Jan 2021,indexed,9.386168
53,financial-activities,Baseline Jan 2021,indexed,9.441768
54,financial-activities,Baseline Jan 2021,indexed,9.593884
55,financial-activities,Baseline Jan 2021,indexed,9.553442
56,financial-activities,Baseline Jan 2021,indexed,9.400035
57,financial-activities,Baseline Jan 2021,indexed,
58,financial-activities,Baseline Jan 2021,indexed,9.091207
59,financial-activities,Baseline Jan 2021,indexed,9.211977
60,financial-activities,Baseline Jan 2021,indexed,9.424217
61,financial-activities,Baseline Jan 2021,indexed,9.365828
62,financial-activities,Baseline Jan 2021,indexed,9.515897
63,financial-activities,Baseline Jan 2021,indexed,9.589924
64,financial-activities,Baseline Jan 2021,indexed,9.615737
65,financial-activities,Baseline Jan 2021,indexed,9.461772
66,financial-activities,Baseline Jan 2021,indexed,9.425627
0,financial-activities,Baseline Jan 2022,indexed,0.0
1,financial-activities,Baseline Jan 2022,indexed,1.156115
2,financial-activities,Baseline Jan 2022,indexed,1.97784
3,financial-activities,Baseline Jan 2022,indexed,2.560722
4,financial-activities,Baseline Jan 2022,indexed,3.020364
5,financial-activities,Baseline Jan 2022,indexed,3.399588
6,financial-activities,Baseline Jan 2022,indexed,3.905259
7,financial-activities,Baseline Jan 2022,indexed,4.346159
8,financial-activities,Baseline Jan 2022,indexed,4.923205
9,financial-activities,Baseline Jan 2022,indexed,5.338118
10,financial-activities,Baseline Jan 2022,indexed,5.530295
11,financial-activities,Baseline Jan 2022,indexed,5.758173
12,financial-activities,Baseline Jan 2022,indexed,5.934308
13,financial-activities,Baseline Jan 2022,indexed,5.99203
14,financial-activities,Baseline Jan 2022,indexed,5.986232
15,financial-activities,Baseline Jan 2022,indexed,6.157436
16,financial-activities,Baseline Jan 2022,indexed,6.301198
17,financial-activities,Baseline Jan 2022,indexed,6.608465
18,financial-activities,Baseline Jan 2022,indexed,6.952399
19,financial-activities,Baseline Jan 2022,indexed,7.184461
20,financial-activities,Baseline Jan 2022,indexed,7.630813
21,financial-activities,Baseline Jan 2022,indexed,7.856758
22,financial-activities,Baseline Jan 2022,indexed,8.041992
23,financial-activities,Baseline Jan 2022,indexed,8.118828
24,financial-activities,Baseline Jan 2022,indexed,8.177584
25,financial-activities,Baseline Jan 2022,indexed,8.200964
26,financial-activities,Baseline Jan 2022,indexed,8.229905
27,financial-activities,Baseline Jan 2022,indexed,8.358504
28,financial-activities,Baseline Jan 2022,indexed,8.409639
29,financial-activities,Baseline Jan 2022,indexed,8.552185
30,financial-activities,Baseline Jan 2022,indexed,8.562223
31,financial-activities,Baseline Jan 2022,indexed,8.44256
32,financial-activities,Baseline Jan 2022,indexed,8.357252
33,financial-activities,Baseline Jan 2022,indexed,8.260776
34,financial-activities,Baseline Jan 2022,indexed,8.298492
35,financial-activities,Baseline Jan 2022,indexed,8.408594
36,financial-activities,Baseline Jan 2022,indexed,8.633414
37,financial-activities,Baseline Jan 2022,indexed,8.723606
38,financial-activities,Baseline Jan 2022,indexed,8.928716
39,financial-activities,Baseline Jan 2022,indexed,9.016755
40,financial-activities,Baseline Jan 2022,indexed,9.206566
41,financial-activities,Baseline Jan 2022,indexed,9.255146
42,financial-activities,Baseline Jan 2022,indexed,9.34308
43,financial-activities,Baseline Jan 2022,indexed,9.386019
44,financial-activities,Baseline Jan 2022,indexed,9.292386
45,financial-activities,Baseline Jan 2022,indexed,
46,financial-activities,Baseline Jan 2022,indexed,9.163794
47,financial-activities,Baseline Jan 2022,indexed,9.200578
48,financial-activities,Baseline Jan 2022,indexed,9.306163
49,financial-activities,Baseline Jan 2022,indexed,9.164563
50,financial-activities,Baseline Jan 2022,indexed,9.209638
51,financial-activities,Baseline Jan 2022,indexed,9.153006
52,financial-activities,Baseline Jan 2022,indexed,9.162577
53,financial-activities,Baseline Jan 2022,indexed,9.014744
54,financial-activities,Baseline Jan 2022,indexed,8.912967
55,financial-activities,Baseline Jan 2022,indexed,
56,financial-activities,Baseline Jan 2022,indexed,
57,financial-activities,Baseline Jan 2022,indexed,
58,financial-activities,Baseline Jan 2022,indexed,
59,financial-activities,Baseline Jan 2022,indexed,
60,financial-activities,Baseline Jan 2022,indexed,
61,financial-activities,Baseline Jan 2022,indexed,
62,financial-activities,Baseline Jan 2022,indexed,
63,financial-activities,Baseline Jan 2022,indexed,
64,financial-activities,Baseline Jan 2022,indexed,
65,financial-activities,Baseline Jan 2022,indexed,
66,financial-activities,Baseline Jan 2022,indexed,
0,financial-activities,Baseline Jul 2022,indexed,0.0
1,financial-activities,Baseline Jul 2022,indexed,0.928183
2,financial-activities,Baseline Jul 2022,indexed,1.644773
3,financial-activities,Baseline Jul 2022,indexed,2.28916
4,financial-activities,Baseline Jul 2022,indexed,2.751636
5,financial-activities,Baseline Jul 2022,indexed,3.17551
6,financial-activities,Baseline Jul 2022,indexed,3.492644
7,financial-activities,Baseline Jul 2022,indexed,3.960463
8,financial-activities,Baseline Jul 2022,indexed,4.397278
9,financial-activities,Baseline Jul 2022,indexed,4.805059
10,financial-activities,Baseline Jul 2022,indexed,5.152573
11,financial-activities,Baseline Jul 2022,indexed,5.571141
12,financial-activities,Baseline Jul 2022,indexed,6.015821
13,financial-activities,Baseline Jul 2022,indexed,6.188969
14,financial-activities,Baseline Jul 2022,indexed,6.611471
15,financial-activities,Baseline Jul 2022,indexed,6.882617
16,financial-activities,Baseline Jul 2022,indexed,7.077584
17,financial-activities,Baseline Jul 2022,indexed,7.225421
18,financial-activities,Baseline Jul 2022,indexed,7.381323
19,financial-activities,Baseline Jul 2022,indexed,7.379359
20,financial-activities,Baseline Jul 2022,indexed,7.409288
21,financial-activities,Baseline Jul 2022,indexed,7.544086
22,financial-activities,Baseline Jul 2022,indexed,7.624608
23,financial-activities,Baseline Jul 2022,indexed,7.635872
24,financial-activities,Baseline Jul 2022,indexed,7.671173
25,financial-activities,Baseline Jul 2022,indexed,7.680088
26,financial-activities,Baseline Jul 2022,indexed,7.662945
27,financial-activities,Baseline Jul 2022,indexed,7.749417
28,financial-activities,Baseline Jul 2022,indexed,7.978519
29,financial-activities,Baseline Jul 2022,indexed,8.100344
30,financial-activities,Baseline Jul 2022,indexed,8.356492
31,financial-activities,Baseline Jul 2022,indexed,8.6159
32,financial-activities,Baseline Jul 2022,indexed,8.908504
33,financial-activities,Baseline Jul 2022,indexed,8.967256
34,financial-activities,Baseline Jul 2022,indexed,8.911468
35,financial-activities,Baseline Jul 2022,indexed,8.837769
36,financial-activities,Baseline Jul 2022,indexed,8.876343
37,financial-activities,Baseline Jul 2022,indexed,8.935909
38,financial-activities,Baseline Jul 2022,indexed,8.782918
39,financial-activities,Baseline Jul 2022,indexed,
40,financial-activities,Baseline Jul 2022,indexed,8.452105
41,financial-activities,Baseline Jul 2022,indexed,8.554805
42,financial-activities,Baseline Jul 2022,indexed,8.786424
43,financial-activities,Baseline Jul 2022,indexed,8.709193
44,financial-activities,Baseline Jul 2022,indexed,8.795796
45,financial-activities,Baseline Jul 2022,indexed,8.773475
46,financial-activities,Baseline Jul 2022,indexed,8.811159
47,financial-activities,Baseline Jul 2022,indexed,8.61812
48,financial-activities,Baseline Jul 2022,indexed,8.535377
49,financial-activities,Baseline Jul 2022,indexed,
50,financial-activities,Baseline Jul 2022,indexed,
51,financial-activities,Baseline Jul 2022,indexed,
52,financial-activities,Baseline Jul 2022,indexed,
53,financial-activities,Baseline Jul 2022,indexed,
54,financial-activities,Baseline Jul 2022,indexed,
55,financial-activities,Baseline Jul 2022,indexed,
56,financial-activities,Baseline Jul 2022,indexed,
57,financial-activities,Baseline Jul 2022,indexed,
58,financial-activities,Baseline Jul 2022,indexed,
59,financial-activities,Baseline Jul 2022,indexed,
60,financial-activities,Baseline Jul 2022,indexed,
61,financial-activities,Baseline Jul 2022,indexed,
62,financial-activities,Baseline Jul 2022,indexed,
63,financial-activities,Baseline Jul 2022,indexed,
64,financial-activities,Baseline Jul 2022,indexed,
65,financial-activities,Baseline Jul 2022,indexed,
66,financial-activities,Baseline Jul 2022,indexed,
2022-01-02,financial-activities,12-Month Rolling Baseline,rolling,6.397333
2022-02-02,financial-activities,12-Month Rolling Baseline,rolling,6.583838
2022-03-02,financial-activities,12-Month Rolling Baseline,rolling,6.367021
2022-04-02,financial-activities,12-Month Rolling Baseline,rolling,6.130905
2022-05-02,financial-activities,12-Month Rolling Baseline,rolling,5.931062
2022-06-02,financial-activities,12-Month Rolling Baseline,rolling,5.646242
2022-07-02,financial-activities,12-Month Rolling Baseline,rolling,5.798465
2022-08-02,financial-activities,12-Month Rolling Baseline,rolling,5.782841
2022-09-02,financial-activities,12-Month Rolling Baseline,rolling,5.745315
2022-10-02,financial-activities,12-Month Rolling Baseline,rolling,5.909451
2022-11-02,financial-activities,12-Month Rolling Baseline,rolling,5.864302
2022-12-02,financial-activities,12-Month Rolling Baseline,rolling,6.017756
2023-01-02,financial-activities,12-Month Rolling Baseline,rolling,5.934308
2023-02-02,financial-activities,12-Month Rolling Baseline,rolling,5.929516
2023-03-02,financial-activities,12-Month Rolling Baseline,rolling,5.87971
2023-04-02,financial-activities,12-Month Rolling Baseline,rolling,5.725794
2023-05-02,financial-activities,12-Month Rolling Baseline,rolling,5.555671
2023-06-02,financial-activities,12-Month Rolling Baseline,rolling,5.656101
2023-07-02,financial-activities,12-Month Rolling Baseline,rolling,6.015821
2023-08-02,financial-activities,12-Month Rolling Baseline,rolling,6.137603
2023-09-02,financial-activities,12-Month Rolling Baseline,rolling,6.565859
2023-10-02,financial-activities,12-Month Rolling Baseline,rolling,6.847783
2023-11-02,financial-activities,12-Month Rolling Baseline,rolling,6.838519
2023-12-02,financial-activities,12-Month Rolling Baseline,rolling,6.713902
2024-01-02,financial-activities,12-Month Rolling Baseline,rolling,6.428879
2024-02-02,financial-activities,12-Month Rolling Baseline,rolling,6.466917
2024-03-02,financial-activities,12-Month Rolling Baseline,rolling,6.503658
2024-04-02,financial-activities,12-Month Rolling Baseline,rolling,6.354906
2024-05-02,financial-activities,12-Month Rolling Baseline,rolling,6.054173
2024-06-02,financial-activities,12-Month Rolling Baseline,rolling,5.963569
2024-07-02,financial-activities,12-Month Rolling Baseline,rolling,5.807246
2024-08-02,financial-activities,12-Month Rolling Baseline,rolling,5.497547
2024-09-02,financial-activities,12-Month Rolling Baseline,rolling,5.637454
2024-10-02,financial-activities,12-Month Rolling Baseline,rolling,5.914091
2024-11-02,financial-activities,12-Month Rolling Baseline,rolling,5.948889
2024-12-02,financial-activities,12-Month Rolling Baseline,rolling,6.058671
2025-01-02,financial-activities,12-Month Rolling Baseline,rolling,6.629813
2025-02-02,financial-activities,12-Month Rolling Baseline,rolling,7.029505
2025-03-02,financial-activities,12-Month Rolling Baseline,rolling,7.35874
2025-04-02,financial-activities,12-Month Rolling Baseline,rolling,7.238172
2025-05-02,financial-activities,12-Month Rolling Baseline,rolling,6.914622
2025-06-02,financial-activities,12-Month Rolling Baseline,rolling,6.685481
2025-07-02,financial-activities,12-Month Rolling Baseline,rolling,6.366822
2025-08-02,financial-activities,12-Month Rolling Baseline,rolling,6.131005
2025-09-02,financial-activities,12-Month Rolling Baseline,rolling,5.679884
2025-10-02,financial-activities,12-Month Rolling Baseline,rolling,
2025-11-02,financial-activities,12-Month Rolling Baseline,rolling,5.673282
2025-12-02,financial-activities,12-Month Rolling Baseline,rolling,5.873686
2026-01-02,financial-activities,12-Month Rolling Baseline,rolling,6.122114
2026-02-02,financial-activities,12-Month Rolling Baseline,rolling,6.030228
2026-03-02,financial-activities,12-Month Rolling Baseline,rolling,6.439586
2026-04-02,financial-activities,12-Month Rolling Baseline,rolling,6.742921
2026-05-02,financial-activities,12-Month Rolling Baseline,rolling,6.757702
2026-06-02,financial-activities,12-Month Rolling Baseline,rolling,6.657549
2026-07-02,financial-activities,12-Month Rolling Baseline,rolling,6.475058
0,professional-and-business-services,Baseline Nov 2022 (AI),indexed,0.0
1,professional-and-business-services,Baseline Nov 2022 (AI),indexed,0.899573
2,professional-and-business-services,Baseline Nov 2022 (AI),indexed,1.645671
3,professional-and-business-services,Baseline Nov 2022 (AI),indexed,2.363774
4,professional-and-business-services,Baseline Nov 2022 (AI),indexed,3.021616
5,professional-and-business-services,Baseline Nov 2022 (AI),indexed,3.47136
6,professional-and-business-services,Baseline Nov 2022 (AI),indexed,3.791878
7,professional-and-business-services,Baseline Nov 2022 (AI),indexed,4.144538
8,professional-and-business-services,Baseline Nov 2022 (AI),indexed,4.478182
9,professional-and-business-services,Baseline Nov 2022 (AI),indexed,4.739277
10,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.143957
11,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.351582
12,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.565276
13,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.682853
14,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.621888
15,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.640787
16,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.656068
17,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.657744
18,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.833637
19,professional-and-business-services,Baseline Nov 2022 (AI),indexed,5.974392
20,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.160105
21,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.237966
22,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.325557
23,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.463822
24,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.652536
25,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.750021
26,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.780975
27,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.788133
28,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.655216
29,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.490329
30,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.45967
31,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.628137
32,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.764448
33,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.836697
34,professional-and-business-services,Baseline Nov 2022 (AI),indexed,6.880491
35,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
36,professional-and-business-services,Baseline Nov 2022 (AI),indexed,7.212898
37,professional-and-business-services,Baseline Nov 2022 (AI),indexed,7.331497
38,professional-and-business-services,Baseline Nov 2022 (AI),indexed,7.343861
39,professional-and-business-services,Baseline Nov 2022 (AI),indexed,7.477214
40,professional-and-business-services,Baseline Nov 2022 (AI),indexed,7.593037
41,professional-and-business-services,Baseline Nov 2022 (AI),indexed,7.765236
42,professional-and-business-services,Baseline Nov 2022 (AI),indexed,8.053513
43,professional-and-business-services,Baseline Nov 2022 (AI),indexed,8.259744
44,professional-and-business-services,Baseline Nov 2022 (AI),indexed,8.385325
45,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
46,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
47,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
48,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
49,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
50,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
51,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
52,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
53,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
54,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
55,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
56,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
57,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
58,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
59,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
60,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
61,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
62,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
63,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
64,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
65,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
66,professional-and-business-services,Baseline Nov 2022 (AI),indexed,
0,professional-and-business-services,Baseline Jan 2021,indexed,0.0
1,professional-and-business-services,Baseline Jan 2021,indexed,0.836449
2,professional-and-business-services,Baseline Jan 2021,indexed,1.509832
3,professional-and-business-services,Baseline Jan 2021,indexed,2.247458
4,professional-and-business-services,Baseline Jan 2021,indexed,2.971929
5,professional-and-business-services,Baseline Jan 2021,indexed,3.793202
6,professional-and-business-services,Baseline Jan 2021,indexed,4.47498
7,professional-and-business-services,Baseline Jan 2021,indexed,5.171122
8,professional-and-business-services,Baseline Jan 2021,indexed,5.450456
9,professional-and-business-services,Baseline Jan 2021,indexed,5.640767
10,professional-and-business-services,Baseline Jan 2021,indexed,5.798211
11,professional-and-business-services,Baseline Jan 2021,indexed,6.073733
12,professional-and-business-services,Baseline Jan 2021,indexed,6.339744
13,professional-and-business-services,Baseline Jan 2021,indexed,6.359646
14,professional-and-business-services,Baseline Jan 2021,indexed,6.344272
15,professional-and-business-services,Baseline Jan 2021,indexed,6.266341
16,professional-and-business-services,Baseline Jan 2021,indexed,6.239093
17,professional-and-business-services,Baseline Jan 2021,indexed,6.109249
18,professional-and-business-services,Baseline Jan 2021,indexed,6.072555
19,professional-and-business-services,Baseline Jan 2021,indexed,6.075056
20,professional-and-business-services,Baseline Jan 2021,indexed,6.105691
21,professional-and-business-services,Baseline Jan 2021,indexed,6.167351
22,professional-and-business-services,Baseline Jan 2021,indexed,6.247143
23,professional-and-business-services,Baseline Jan 2021,indexed,6.41159
24,professional-and-business-services,Baseline Jan 2021,indexed,6.621275
25,professional-and-business-services,Baseline Jan 2021,indexed,6.833551
26,professional-and-business-services,Baseline Jan 2021,indexed,7.080066
27,professional-and-business-services,Baseline Jan 2021,indexed,7.162981
28,professional-and-business-services,Baseline Jan 2021,indexed,7.129823
29,professional-and-business-services,Baseline Jan 2021,indexed,7.093812
30,professional-and-business-services,Baseline Jan 2021,indexed,6.974955
31,professional-and-business-services,Baseline Jan 2021,indexed,6.929852
32,professional-and-business-services,Baseline Jan 2021,indexed,7.066604
33,professional-and-business-services,Baseline Jan 2021,indexed,7.072844
34,professional-and-business-services,Baseline Jan 2021,indexed,7.268736
35,professional-and-business-services,Baseline Jan 2021,indexed,7.302819
36,professional-and-business-services,Baseline Jan 2021,indexed,7.187744
37,professional-and-business-services,Baseline Jan 2021,indexed,7.178831
38,professional-and-business-services,Baseline Jan 2021,indexed,7.147892
39,professional-and-business-services,Baseline Jan 2021,indexed,7.244385
40,professional-and-business-services,Baseline Jan 2021,indexed,7.415831
41,professional-and-business-services,Baseline Jan 2021,indexed,7.549595
42,professional-and-business-services,Baseline Jan 2021,indexed,7.643017
43,professional-and-business-services,Baseline Jan 2021,indexed,7.761134
44,professional-and-business-services,Baseline Jan 2021,indexed,7.843349
45,professional-and-business-services,Baseline Jan 2021,indexed,7.947976
46,professional-and-business-services,Baseline Jan 2021,indexed,8.145994
47,professional-and-business-services,Baseline Jan 2021,indexed,8.272595
48,professional-and-business-services,Baseline Jan 2021,indexed,8.295725
49,professional-and-business-services,Baseline Jan 2021,indexed,8.235901
50,professional-and-business-services,Baseline Jan 2021,indexed,8.028578
51,professional-and-business-services,Baseline Jan 2021,indexed,7.946607
52,professional-and-business-services,Baseline Jan 2021,indexed,7.989378
53,professional-and-business-services,Baseline Jan 2021,indexed,7.989586
54,professional-and-business-services,Baseline Jan 2021,indexed,8.146076
55,professional-and-business-services,Baseline Jan 2021,indexed,8.375023
56,professional-and-business-services,Baseline Jan 2021,indexed,8.402788
57,professional-and-business-services,Baseline Jan 2021,indexed,
58,professional-and-business-services,Baseline Jan 2021,indexed,8.499613
59,professional-and-business-services,Baseline Jan 2021,indexed,8.451932
60,professional-and-business-services,Baseline Jan 2021,indexed,8.547307
61,professional-and-business-services,Baseline Jan 2021,indexed,8.703111
62,professional-and-business-services,Baseline Jan 2021,indexed,8.880958
63,professional-and-business-services,Baseline Jan 2021,indexed,9.038109
64,professional-and-business-services,Baseline Jan 2021,indexed,9.166975
65,professional-and-business-services,Baseline Jan 2021,indexed,9.368221
66,professional-and-business-services,Baseline Jan 2021,indexed,9.376782
0,professional-and-business-services,Baseline Jan 2022,indexed,0.0
1,professional-and-business-services,Baseline Jan 2022,indexed,0.873975
2,professional-and-business-services,Baseline Jan 2022,indexed,1.499861
3,professional-and-business-services,Baseline Jan 2022,indexed,2.164382
4,professional-and-business-services,Baseline Jan 2022,indexed,2.693148
5,professional-and-business-services,Baseline Jan 2022,indexed,3.292186
6,professional-and-business-services,Baseline Jan 2022,indexed,3.761354
7,professional-and-business-services,Baseline Jan 2022,indexed,4.272376
8,professional-and-business-services,Baseline Jan 2022,indexed,4.767301
9,professional-and-business-services,Baseline Jan 2022,indexed,5.143277
10,professional-and-business-services,Baseline Jan 2022,indexed,5.511685
11,professional-and-business-services,Baseline Jan 2022,indexed,5.740602
12,professional-and-business-services,Baseline Jan 2022,indexed,6.050361
13,professional-and-business-services,Baseline Jan 2022,indexed,6.180768
14,professional-and-business-services,Baseline Jan 2022,indexed,6.357019
15,professional-and-business-services,Baseline Jan 2022,indexed,6.45469
16,professional-and-business-services,Baseline Jan 2022,indexed,6.477581
17,professional-and-business-services,Baseline Jan 2022,indexed,6.446042
18,professional-and-business-services,Baseline Jan 2022,indexed,6.415015
19,professional-and-business-services,Baseline Jan 2022,indexed,6.318843
20,professional-and-business-services,Baseline Jan 2022,indexed,6.493666
21,professional-and-business-services,Baseline Jan 2022,indexed,6.654006
22,professional-and-business-services,Baseline Jan 2022,indexed,6.88369
23,professional-and-business-services,Baseline Jan 2022,indexed,7.005897
24,professional-and-business-services,Baseline Jan 2022,indexed,6.914672
25,professional-and-business-services,Baseline Jan 2022,indexed,6.901184
26,professional-and-business-services,Baseline Jan 2022,indexed,6.855043
27,professional-and-business-services,Baseline Jan 2022,indexed,6.883096
28,professional-and-business-services,Baseline Jan 2022,indexed,6.80655
29,professional-and-business-services,Baseline Jan 2022,indexed,6.912849
30,professional-and-business-services,Baseline Jan 2022,indexed,6.965964
31,professional-and-business-services,Baseline Jan 2022,indexed,7.037887
32,professional-and-business-services,Baseline Jan 2022,indexed,7.028261
33,professional-and-business-services,Baseline Jan 2022,indexed,7.089685
34,professional-and-business-services,Baseline Jan 2022,indexed,7.197291
35,professional-and-business-services,Baseline Jan 2022,indexed,7.212922
36,professional-and-business-services,Baseline Jan 2022,indexed,7.3294
37,professional-and-business-services,Baseline Jan 2022,indexed,7.341923
38,professional-and-business-services,Baseline Jan 2022,indexed,7.302271
39,professional-and-business-services,Baseline Jan 2022,indexed,7.213494
40,professional-and-business-services,Baseline Jan 2022,indexed,7.167088
41,professional-and-business-services,Baseline Jan 2022,indexed,6.994115
42,professional-and-business-services,Baseline Jan 2022,indexed,7.151607
43,professional-and-business-services,Baseline Jan 2022,indexed,7.274863
44,professional-and-business-services,Baseline Jan 2022,indexed,7.318098
45,professional-and-business-services,Baseline Jan 2022,indexed,
46,professional-and-business-services,Baseline Jan 2022,indexed,7.590267
47,professional-and-business-services,Baseline Jan 2022,indexed,7.5225
48,professional-and-business-services,Baseline Jan 2022,indexed,7.563286
49,professional-and-business-services,Baseline Jan 2022,indexed,7.814718
50,professional-and-business-services,Baseline Jan 2022,indexed,7.894119
51,professional-and-business-services,Baseline Jan 2022,indexed,8.037584
52,professional-and-business-services,Baseline Jan 2022,indexed,8.27194
53,professional-and-business-services,Baseline Jan 2022,indexed,8.548636
54,professional-and-business-services,Baseline Jan 2022,indexed,8.654925
55,professional-and-business-services,Baseline Jan 2022,indexed,
56,professional-and-business-services,Baseline Jan 2022,indexed,
57,professional-and-business-services,Baseline Jan 2022,indexed,
58,professional-and-business-services,Baseline Jan 2022,indexed,
59,professional-and-business-services,Baseline Jan 2022,indexed,
60,professional-and-business-services,Baseline Jan 2022,indexed,
61,professional-and-business-services,Baseline Jan 2022,indexed,
62,professional-and-business-services,Baseline Jan 2022,indexed,
63,professional-and-business-services,Baseline Jan 2022,indexed,
64,professional-and-business-services,Baseline Jan 2022,indexed,
65,professional-and-business-services,Baseline Jan 2022,indexed,
66,professional-and-business-services,Baseline Jan 2022,indexed,
0,professional-and-business-services,Baseline Jul 2022,indexed,0.0
1,professional-and-business-services,Baseline Jul 2022,indexed,1.069229
2,professional-and-business-services,Baseline Jul 2022,indexed,1.813475
3,professional-and-business-services,Baseline Jul 2022,indexed,2.475927
4,professional-and-business-services,Baseline Jul 2022,indexed,2.948928
5,professional-and-business-services,Baseline Jul 2022,indexed,3.311656
6,professional-and-business-services,Baseline Jul 2022,indexed,3.8442
7,professional-and-business-services,Baseline Jul 2022,indexed,4.359579
8,professional-and-business-services,Baseline Jul 2022,indexed,4.850003
9,professional-and-business-services,Baseline Jul 2022,indexed,5.216921
10,professional-and-business-services,Baseline Jul 2022,indexed,5.466535
11,professional-and-business-services,Baseline Jul 2022,indexed,5.629764
12,professional-and-business-services,Baseline Jul 2022,indexed,5.732779
13,professional-and-business-services,Baseline Jul 2022,indexed,5.773823
14,professional-and-business-services,Baseline Jul 2022,indexed,5.990145
15,professional-and-business-services,Baseline Jul 2022,indexed,6.11123
16,professional-and-business-services,Baseline Jul 2022,indexed,6.308078
17,professional-and-business-services,Baseline Jul 2022,indexed,6.409409
18,professional-and-business-services,Baseline Jul 2022,indexed,6.26496
19,professional-and-business-services,Baseline Jul 2022,indexed,6.195303
20,professional-and-business-services,Baseline Jul 2022,indexed,6.149659
21,professional-and-business-services,Baseline Jul 2022,indexed,6.099291
22,professional-and-business-services,Baseline Jul 2022,indexed,6.193279
23,professional-and-business-services,Baseline Jul 2022,indexed,6.374242
24,professional-and-business-services,Baseline Jul 2022,indexed,6.485152
25,professional-and-business-services,Baseline Jul 2022,indexed,6.652222
26,professional-and-business-services,Baseline Jul 2022,indexed,6.790277
27,professional-and-business-services,Baseline Jul 2022,indexed,6.804436
28,professional-and-business-services,Baseline Jul 2022,indexed,6.95853
29,professional-and-business-services,Baseline Jul 2022,indexed,6.978126
30,professional-and-business-services,Baseline Jul 2022,indexed,7.004171
31,professional-and-business-services,Baseline Jul 2022,indexed,7.092613
32,professional-and-business-services,Baseline Jul 2022,indexed,7.055514
33,professional-and-business-services,Baseline Jul 2022,indexed,6.901865
34,professional-and-business-services,Baseline Jul 2022,indexed,6.913309
35,professional-and-business-services,Baseline Jul 2022,indexed,6.938276
36,professional-and-business-services,Baseline Jul 2022,indexed,7.114074
37,professional-and-business-services,Baseline Jul 2022,indexed,7.259097
