time,industry,series,variant,value
30,manufacturing,Baseline Jul 2022,indexed,7.765768
31,manufacturing,Baseline Jul 2022,indexed,7.969192
32,manufacturing,Baseline Jul 2022,indexed,8.119689
33,manufacturing,Baseline Jul 2022,indexed,8.126034
34,manufacturing,Baseline Jul 2022,indexed,8.019112
35,manufacturing,Baseline Jul 2022,indexed,8.036047
36,manufacturing,Baseline Jul 2022,indexed,7.952475
37,manufacturing,Baseline Jul 2022,indexed,8.012131
38,manufacturing,Baseline Jul 2022,indexed,8.091998
39,manufacturing,Baseline Jul 2022,indexed,
40,manufacturing,Baseline Jul 2022,indexed,8.063138
41,manufacturing,Baseline Jul 2022,indexed,8.17195
42,manufacturing,Baseline Jul 2022,indexed,8.291112
43,manufacturing,Baseline Jul 2022,indexed,8.458093
44,manufacturing,Baseline Jul 2022,indexed,8.432648
45,manufacturing,Baseline Jul 2022,indexed,8.442958
46,manufacturing,Baseline Jul 2022,indexed,8.59233
47,manufacturing,Baseline Jul 2022,indexed,8.713705
48,manufacturing,Baseline Jul 2022,indexed,8.788408
49,manufacturing,Baseline Jul 2022,indexed,
50,manufacturing,Baseline Jul 2022,indexed,
51,manufacturing,Baseline Jul 2022,indexed,
52,manufacturing,Baseline Jul 2022,indexed,
53,manufacturing,Baseline Jul 2022,indexed,
54,manufacturing,Baseline Jul 2022,indexed,
55,manufacturing,Baseline Jul 2022,indexed,
56,manufacturing,Baseline Jul 2022,indexed,
57,manufacturing,Baseline Jul 2022,indexed,
58,manufacturing,Baseline Jul 2022,indexed,
59,manufacturing,Baseline Jul 2022,indexed,
60,manufacturing,Baseline Jul 2022,indexed,
61,manufacturing,Baseline Jul 2022,indexed,
62,manufacturing,Baseline Jul 2022,indexed,
63,manufacturing,Baseline Jul 2022,indexed,
64,manufacturing,Baseline Jul 2022,indexed,
65,manufacturing,Baseline Jul 2022,indexed,
66,manufacturing,Baseline Jul 2022,indexed,
2022-01-02,manufacturing,12-Month Rolling Baseline,rolling,6.368782
2022-02-02,manufacturing,12-Month Rolling Baseline,rolling,6.088124
2022-03-02,manufacturing,12-Month Rolling Baseline,rolling,5.666694
2022-04-02,manufacturing,12-Month Rolling Baseline,rolling,5.507024
2022-05-02,manufacturing,12-Month Rolling Baseline,rolling,5.605326
2022-06-02,manufacturing,12-Month Rolling Baseline,rolling,5.617158
2022-07-02,manufacturing,12-Month Rolling Baseline,rolling,5.591856
2022-08-02,manufacturing,12-Month Rolling Baseline,rolling,5.870497
2022-09-02,manufacturing,12-Month Rolling Baseline,rolling,6.058519
2022-10-02,manufacturing,12-Month Rolling Baseline,rolling,6.173111
2022-11-02,manufacturing,12-Month Rolling Baseline,rolling,6.429596
2022-12-02,manufacturing,12-Month Rolling Baseline,rolling,6.248972
2023-01-02,manufacturing,12-Month Rolling Baseline,rolling,6.20238
2023-02-02,manufacturing,12-Month Rolling Baseline,rolling,6.043024
2023-03-02,manufacturing,12-Month Rolling Baseline,rolling,6.126655
2023-04-02,manufacturing,12-Month Rolling Baseline,rolling,5.946248
2023-05-02,manufacturing,12-Month Rolling Baseline,rolling,5.846749
2023-06-02,manufacturing,12-Month Rolling Baseline,rolling,5.954527
2023-07-02,manufacturing,12-Month Rolling Baseline,rolling,6.022254
2023-08-02,manufacturing,12-Month Rolling Baseline,rolling,6.186295
2023-09-02,manufacturing,12-Month Rolling Baseline,rolling,6.26782
2023-10-02,manufacturing,12-Month Rolling Baseline,rolling,6.108948
2023-11-02,manufacturing,12-Month Rolling Baseline,rolling,6.05226
2023-12-02,manufacturing,12-Month Rolling Baseline,rolling,6.061324
2024-01-02,manufacturing,12-Month Rolling Baseline,rolling,5.89041
2024-02-02,manufacturing,12-Month Rolling Baseline,rolling,5.808797
2024-03-02,manufacturing,12-Month Rolling Baseline,rolling,5.857164
2024-04-02,manufacturing,12-Month Rolling Baseline,rolling,5.882852
2024-05-02,manufacturing,12-Month Rolling Baseline,rolling,5.747698
2024-06-02,manufacturing,12-Month Rolling Baseline,rolling,5.548945
2024-07-02,manufacturing,12-Month Rolling Baseline,rolling,5.696388
2024-08-02,manufacturing,12-Month Rolling Baseline,rolling,6.028496
2024-09-02,manufacturing,12-Month Rolling Baseline,rolling,6.139227
2024-10-02,manufacturing,12-Month Rolling Baseline,rolling,5.929587
2024-11-02,manufacturing,12-Month Rolling Baseline,rolling,6.088798
2024-12-02,manufacturing,12-Month Rolling Baseline,rolling,6.288937
2025-01-02,manufacturing,12-Month Rolling Baseline,rolling,6.541008
2025-02-02,manufacturing,12-Month Rolling Baseline,rolling,6.390146
2025-03-02,manufacturing,12-Month Rolling Baseline,rolling,6.444389
2025-04-02,manufacturing,12-Month Rolling Baseline,rolling,6.423289
2025-05-02,manufacturing,12-Month Rolling Baseline,rolling,6.533582
2025-06-02,manufacturing,12-Month Rolling Baseline,rolling,6.43133
2025-07-02,manufacturing,12-Month Rolling Baseline,rolling,6.260455
2025-08-02,manufacturing,12-Month Rolling Baseline,rolling,6.645605
2025-09-02,manufacturing,12-Month Rolling Baseline,rolling,6.762922
2025-10-02,manufacturing,12-Month Rolling Baseline,rolling,
2025-11-02,manufacturing,12-Month Rolling Baseline,rolling,6.306199
2025-12-02,manufacturing,12-Month Rolling Baseline,rolling,6.008701
2026-01-02,manufacturing,12-Month Rolling Baseline,rolling,6.167042
2026-02-02,manufacturing,12-Month Rolling Baseline,rolling,6.585767
2026-03-02,manufacturing,12-Month Rolling Baseline,rolling,6.863417
2026-04-02,manufacturing,12-Month Rolling Baseline,rolling,7.06086
2026-05-02,manufacturing,12-Month Rolling Baseline,rolling,7.043913
2026-06-02,manufacturing,12-Month Rolling Baseline,rolling,7.315705
2026-07-02,manufacturing,12-Month Rolling Baseline,rolling,7.257483
0,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,0.0
1,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,0.785798
2,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,1.305592
3,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,1.772692
4,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,2.064833
5,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,2.290966
6,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,2.685149
7,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,3.055447
8,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,3.354501
9,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,3.628074
10,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,3.849899
11,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.076187
12,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.279568
13,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.473952
14,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.728429
15,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.864608
16,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.908632
17,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.98467
18,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.017677
19,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.983643
20,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.853153
21,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.771514
22,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.729693
23,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.872345
24,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,4.995734
25,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.10163
26,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.156444
27,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.26934
28,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.266652
29,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.318917
30,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.388312
31,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.519381
32,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.579178
33,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.604161
34,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.712804
35,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
36,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.734948
37,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.738034
38,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,5.789062
39,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,6.020972
40,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,6.238973
41,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,6.339914
42,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,6.488814
43,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,6.633128
44,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,6.776174
45,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
46,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
47,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
48,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
49,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
50,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
51,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
52,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
53,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
54,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
55,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
56,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
57,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
58,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
59,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
60,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
61,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
62,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
63,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
64,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
65,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
66,trade-transportation-and-utilities,Baseline Nov 2022 (AI),indexed,
0,trade-transportation-and-utilities,Baseline Jan 2021,indexed,0.0
1,trade-transportation-and-utilities,Baseline Jan 2021,indexed,0.726007
2,trade-transportation-and-utilities,Baseline Jan 2021,indexed,1.437051
3,trade-transportation-and-utilities,Baseline Jan 2021,indexed,1.995445
4,trade-transportation-and-utilities,Baseline Jan 2021,indexed,2.453701
5,trade-transportation-and-utilities,Baseline Jan 2021,indexed,2.957768
6,trade-transportation-and-utilities,Baseline Jan 2021,indexed,3.423374
7,trade-transportation-and-utilities,Baseline Jan 2021,indexed,3.856809
8,trade-transportation-and-utilities,Baseline Jan 2021,indexed,4.292774
9,trade-transportation-and-utilities,Baseline Jan 2021,indexed,4.730389
10,trade-transportation-and-utilities,Baseline Jan 2021,indexed,5.126089
11,trade-transportation-and-utilities,Baseline Jan 2021,indexed,5.356081
12,trade-transportation-and-utilities,Baseline Jan 2021,indexed,5.668676
13,trade-transportation-and-utilities,Baseline Jan 2021,indexed,5.879968
14,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.039494
15,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.089163
16,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.1271
17,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.161027
18,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.272408
19,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.347357
20,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.250156
21,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.249085
22,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.273142
23,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.404754
24,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.510849
25,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.497362
26,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.382198
27,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.320679
28,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.34944
29,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.307562
30,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.289026
31,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.380302
32,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.33175
33,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.364743
34,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.2813
35,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.18618
36,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.126361
37,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.069002
38,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.073662
39,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.109761
40,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.13625
41,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.149212
42,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.162885
43,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.257301
44,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.420346
45,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.54362
46,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.597264
47,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.608446
48,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.715515
49,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.825161
50,trade-transportation-and-utilities,Baseline Jan 2021,indexed,6.993597
51,trade-transportation-and-utilities,Baseline Jan 2021,indexed,7.211531
52,trade-transportation-and-utilities,Baseline Jan 2021,indexed,7.324591
53,trade-transportation-and-utilities,Baseline Jan 2021,indexed,7.446787
54,trade-transportation-and-utilities,Baseline Jan 2021,indexed,7.484811
55,trade-transportation-and-utilities,Baseline Jan 2021,indexed,7.56454
56,trade-transportation-and-utilities,Baseline Jan 2021,indexed,7.702374
57,trade-transportation-and-utilities,Baseline Jan 2021,indexed,
58,trade-transportation-and-utilities,Baseline Jan 2021,indexed,7.969047
59,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.116267
60,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.23598
61,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.386717
62,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.545005
63,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.571049
64,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.667629
65,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.743512
66,trade-transportation-and-utilities,Baseline Jan 2021,indexed,8.8192
0,trade-transportation-and-utilities,Baseline Jan 2022,indexed,0.0
1,trade-transportation-and-utilities,Baseline Jan 2022,indexed,0.736067
2,trade-transportation-and-utilities,Baseline Jan 2022,indexed,1.353078
3,trade-transportation-and-utilities,Baseline Jan 2022,indexed,1.830186
4,trade-transportation-and-utilities,Baseline Jan 2022,indexed,2.279826
5,trade-transportation-and-utilities,Baseline Jan 2022,indexed,2.614069
6,trade-transportation-and-utilities,Baseline Jan 2022,indexed,3.004891
7,trade-transportation-and-utilities,Baseline Jan 2022,indexed,3.273912
8,trade-transportation-and-utilities,Baseline Jan 2022,indexed,3.47092
9,trade-transportation-and-utilities,Baseline Jan 2022,indexed,3.780253
10,trade-transportation-and-utilities,Baseline Jan 2022,indexed,3.97496
11,trade-transportation-and-utilities,Baseline Jan 2022,indexed,4.312719
12,trade-transportation-and-utilities,Baseline Jan 2022,indexed,4.613324
13,trade-transportation-and-utilities,Baseline Jan 2022,indexed,4.783838
14,trade-transportation-and-utilities,Baseline Jan 2022,indexed,4.77419
15,trade-transportation-and-utilities,Baseline Jan 2022,indexed,4.741101
16,trade-transportation-and-utilities,Baseline Jan 2022,indexed,4.797558
17,trade-transportation-and-utilities,Baseline Jan 2022,indexed,4.913912
18,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.026778
19,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.178181
20,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.182417
21,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.263491
22,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.241256
23,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.284238
24,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.386851
25,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.422273
26,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.452263
27,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.526264
28,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.535755
29,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.484851
30,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.425818
31,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.478207
32,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.530426
33,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.644701
34,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.671552
35,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.67267
36,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.775445
37,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.811951
38,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.866526
39,trade-transportation-and-utilities,Baseline Jan 2022,indexed,5.978582
40,trade-transportation-and-utilities,Baseline Jan 2022,indexed,6.117002
41,trade-transportation-and-utilities,Baseline Jan 2022,indexed,6.219166
42,trade-transportation-and-utilities,Baseline Jan 2022,indexed,6.395152
43,trade-transportation-and-utilities,Baseline Jan 2022,indexed,6.57464
44,trade-transportation-and-utilities,Baseline Jan 2022,indexed,6.773257
45,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
46,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.08838
47,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.265622
48,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.412311
49,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.57231
50,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.736056
51,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.739119
52,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.810399
53,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.909326
54,trade-transportation-and-utilities,Baseline Jan 2022,indexed,7.984749
55,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
56,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
57,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
58,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
59,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
60,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
61,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
62,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
63,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
64,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
65,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
66,trade-transportation-and-utilities,Baseline Jan 2022,indexed,
0,trade-transportation-and-utilities,Baseline Jul 2022,indexed,0.0
1,trade-transportation-and-utilities,Baseline Jul 2022,indexed,0.665508
2,trade-transportation-and-utilities,Baseline Jul 2022,indexed,1.19653
3,trade-transportation-and-utilities,Baseline Jul 2022,indexed,1.723082
4,trade-transportation-and-utilities,Baseline Jul 2022,indexed,2.138359
5,trade-transportation-and-utilities,Baseline Jul 2022,indexed,2.626385
6,trade-transportation-and-utilities,Baseline Jul 2022,indexed,2.992546
7,trade-transportation-and-utilities,Baseline Jul 2022,indexed,3.324218
8,trade-transportation-and-utilities,Baseline Jul 2022,indexed,3.487823
9,trade-transportation-and-utilities,Baseline Jul 2022,indexed,3.607427
10,trade-transportation-and-utilities,Baseline Jul 2022,indexed,3.874654
11,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.091634
12,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.27634
13,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.477388
14,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.572775
15,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.643106
16,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.664173
17,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.792365
18,trade-transportation-and-utilities,Baseline Jul 2022,indexed,4.964595
19,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.066295
20,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.105025
21,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.195208
22,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.227411
23,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.177807
24,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.130375
25,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.075082
26,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.073251
27,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.311487
28,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.441608
29,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.523592
30,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.574309
31,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.599729
32,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.654105
33,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.714016
34,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.769991
35,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.823457
36,trade-transportation-and-utilities,Baseline Jul 2022,indexed,5.972415
37,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.112208
38,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.213346
39,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
40,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.24752
41,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.30712
42,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.440459
43,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.648581
44,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.824817
45,trade-transportation-and-utilities,Baseline Jul 2022,indexed,6.918756
46,trade-transportation-and-utilities,Baseline Jul 2022,indexed,7.079324
47,trade-transportation-and-utilities,Baseline Jul 2022,indexed,7.204575
48,trade-transportation-and-utilities,Baseline Jul 2022,indexed,7.343166
49,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
50,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
51,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
52,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
53,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
54,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
55,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
56,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
57,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
58,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
59,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
60,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
61,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
62,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
63,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
64,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
65,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
66,trade-transportation-and-utilities,Baseline Jul 2022,indexed,
2022-01-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,5.668676
2022-02-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,5.574266
2022-03-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,5.522208
2022-04-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,5.374382
2022-05-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,5.133343
2022-06-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.915261
2022-07-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.821998
2022-08-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.695941
2022-09-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.437263
2022-10-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.431999
2022-11-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.356058
2022-12-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.468134
2023-01-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.613324
2023-02-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.613449
2023-03-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.434931
2023-04-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.253315
2023-05-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.251504
2023-06-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.262291
2023-07-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.27634
2023-08-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.500961
2023-09-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.349184
2023-10-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.295935
2023-11-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.279568
2023-12-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.445532
2024-01-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.667299
2024-02-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.710559
2024-03-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.580627
2024-04-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.424555
2024-05-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.258728
2024-06-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.014906
2024-07-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,3.969623
2024-08-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,3.836006
2024-09-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,3.838541
2024-10-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.036372
2024-11-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.062438
2024-12-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.0674
2025-01-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.215763
2025-02-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.404329
2025-03-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.653661
2025-04-02,trade-transportation-and-utilities,12-Month Rolling Baseline,rolling,4.773214
