time,series,variant,value
0,Baseline Nov 2022 (AI),indexed,0.0
1,Baseline Nov 2022 (AI),indexed,0.466881
2,Baseline Nov 2022 (AI),indexed,0.852354
3,Baseline Nov 2022 (AI),indexed,1.201651
4,Baseline Nov 2022 (AI),indexed,1.497782
5,Baseline Nov 2022 (AI),indexed,1.722342
6,Baseline Nov 2022 (AI),indexed,1.996874
7,Baseline Nov 2022 (AI),indexed,2.179838
8,Baseline Nov 2022 (AI),indexed,2.392164
9,Baseline Nov 2022 (AI),indexed,2.546148
10,Baseline Nov 2022 (AI),indexed,2.745112
11,Baseline Nov 2022 (AI),indexed,2.906108
12,Baseline Nov 2022 (AI),indexed,3.050123
13,Baseline Nov 2022 (AI),indexed,3.167837
14,Baseline Nov 2022 (AI),indexed,3.255132
15,Baseline Nov 2022 (AI),indexed,3.333606
16,Baseline Nov 2022 (AI),indexed,3.383294
17,Baseline Nov 2022 (AI),indexed,3.415579
18,Baseline Nov 2022 (AI),indexed,3.474198
19,Baseline Nov 2022 (AI),indexed,3.523316
20,Baseline Nov 2022 (AI),indexed,3.569678
21,Baseline Nov 2022 (AI),indexed,3.589157
22,Baseline Nov 2022 (AI),indexed,3.634015
23,Baseline Nov 2022 (AI),indexed,3.724557
24,Baseline Nov 2022 (AI),indexed,3.825276
25,Baseline Nov 2022 (AI),indexed,3.919537
26,Baseline Nov 2022 (AI),indexed,4.016336
27,Baseline Nov 2022 (AI),indexed,4.101635
28,Baseline Nov 2022 (AI),indexed,4.186109
29,Baseline Nov 2022 (AI),indexed,4.277379
30,Baseline Nov 2022 (AI),indexed,4.372565
31,Baseline Nov 2022 (AI),indexed,4.490198
32,Baseline Nov 2022 (AI),indexed,4.607443
33,Baseline Nov 2022 (AI),indexed,4.757053
34,Baseline Nov 2022 (AI),indexed,4.838377
35,Baseline Nov 2022 (AI),indexed,
36,Baseline Nov 2022 (AI),indexed,4.944998
37,Baseline Nov 2022 (AI),indexed,5.056901
38,Baseline Nov 2022 (AI),indexed,5.133041
39,Baseline Nov 2022 (AI),indexed,5.171458
40,Baseline Nov 2022 (AI),indexed,5.256051
41,Baseline Nov 2022 (AI),indexed,5.305724
