time,series,value
2025-01-01,gdp_level,-2.802327202511279e-05
2025-04-01,gdp_level,-0.4467403600922015
2025-07-01,gdp_level,-0.1823713495303969
2025-10-01,gdp_level,-0.5300984810745923
2026-01-01,gdp_level,-0.7258791803448794
2026-04-01,gdp_level,-0.8020921905230738
2026-07-01,gdp_level,-0.7158238063122768
2026-10-01,gdp_level,-0.6102257108541509
2027-01-01,gdp_level,-0.5384567775704951
2027-04-01,gdp_level,-0.5011100088939124
2027-07-01,gdp_level,-0.48350793540895554
2027-10-01,gdp_level,-0.4594069844215287
2028-01-01,gdp_level,-0.425730544626457
2028-04-01,gdp_level,-0.38590082449430074
2028-07-01,gdp_level,-0.35051219750288354
2028-10-01,gdp_level,-0.35
2029-01-01,gdp_level,-0.35
2029-04-01,gdp_level,-0.35
2029-07-01,gdp_level,-0.35
2029-10-01,gdp_level,-0.35
2030-01-01,gdp_level,-0.35
2030-04-01,gdp_level,-0.35
2030-07-01,gdp_level,-0.35
2030-10-01,gdp_level,-0.35
2031-01-01,gdp_level,-0.35
2031-04-01,gdp_level,-0.35
2031-07-01,gdp_level,-0.35
2031-10-01,gdp_level,-0.35
2032-01-01,gdp_level,-0.35
2032-04-01,gdp_level,-0.35
2032-07-01,gdp_level,-0.35
2032-10-01,gdp_level,-0.35
2033-01-01,gdp_level,-0.35
2033-04-01,gdp_level,-0.35
2033-07-01,gdp_level,-0.35
2033-10-01,gdp_level,-0.35
2034-01-01,gdp_level,-0.35
2034-04-01,gdp_level,-0.35
2034-07-01,gdp_level,-0.35
2034-10-01,gdp_level,-0.35
2035-01-01,gdp_level,-0.35
2035-04-01,gdp_level,-0.35
2035-07-01,gdp_level,-0.35
2035-10-01,gdp_level,-0.35
