time,series,variant,value
2022-11-02,<5 Weeks,observed,73.4914
2022-11-02,15-26 Weeks,observed,71.9886
2022-11-02,27+ Weeks,observed,73.1144
2022-11-02,5-14 Weeks,observed,72.1791
2022-12-02,<5 Weeks,observed,73.4368
2022-12-02,15-26 Weeks,observed,72.3652
2022-12-02,27+ Weeks,observed,73.5965
2022-12-02,5-14 Weeks,observed,72.7819
2023-01-02,<5 Weeks,observed,73.4955
2023-01-02,15-26 Weeks,observed,71.941
2023-01-02,27+ Weeks,observed,73.7277
2023-01-02,5-14 Weeks,observed,72.698
2023-02-02,<5 Weeks,observed,73.6667
2023-02-02,15-26 Weeks,observed,71.2028
2023-02-02,27+ Weeks,observed,74.116
2023-02-02,5-14 Weeks,observed,73.5968
2023-03-02,<5 Weeks,observed,73.355
2023-03-02,15-26 Weeks,observed,71.727
2023-03-02,27+ Weeks,observed,73.3188
2023-03-02,5-14 Weeks,observed,73.1962
2023-04-02,<5 Weeks,observed,72.9945
2023-04-02,15-26 Weeks,observed,72.3476
2023-04-02,27+ Weeks,observed,72.8377
2023-04-02,5-14 Weeks,observed,73.8022
2023-05-02,<5 Weeks,observed,72.4663
2023-05-02,15-26 Weeks,observed,72.7555
2023-05-02,27+ Weeks,observed,71.9331
2023-05-02,5-14 Weeks,observed,73.3684
2023-06-02,<5 Weeks,observed,70.3806
2023-06-02,15-26 Weeks,observed,72.3026
2023-06-02,27+ Weeks,observed,72.3366
2023-06-02,5-14 Weeks,observed,72.9584
2023-07-02,<5 Weeks,observed,69.33
2023-07-02,15-26 Weeks,observed,72.1209
2023-07-02,27+ Weeks,observed,72.3161
2023-07-02,5-14 Weeks,observed,70.5659
2023-08-02,<5 Weeks,observed,69.4234
2023-08-02,15-26 Weeks,observed,73.1914
2023-08-02,27+ Weeks,observed,72.6126
2023-08-02,5-14 Weeks,observed,68.5736
2023-09-02,<5 Weeks,observed,71.185
2023-09-02,15-26 Weeks,observed,73.6814
2023-09-02,27+ Weeks,observed,72.5298
2023-09-02,5-14 Weeks,observed,68.5227
2023-10-02,<5 Weeks,observed,72.4667
2023-10-02,15-26 Weeks,observed,73.4262
2023-10-02,27+ Weeks,observed,72.4714
2023-10-02,5-14 Weeks,observed,70.2124
2023-11-02,<5 Weeks,observed,72.5917
2023-11-02,15-26 Weeks,observed,71.9681
2023-11-02,27+ Weeks,observed,72.0832
2023-11-02,5-14 Weeks,observed,72.1281
2023-12-02,<5 Weeks,observed,73.0057
2023-12-02,15-26 Weeks,observed,71.6273
2023-12-02,27+ Weeks,observed,72.2111
2023-12-02,5-14 Weeks,observed,72.1614
2024-01-02,<5 Weeks,observed,73.2934
2024-01-02,15-26 Weeks,observed,71.5353
2024-01-02,27+ Weeks,observed,72.4619
2024-01-02,5-14 Weeks,observed,72.3623
2024-02-02,<5 Weeks,observed,73.4104
2024-02-02,15-26 Weeks,observed,71.9027
2024-02-02,27+ Weeks,observed,72.9706
2024-02-02,5-14 Weeks,observed,72.8284
2024-03-02,<5 Weeks,observed,73.1665
2024-03-02,15-26 Weeks,observed,72.5889
2024-03-02,27+ Weeks,observed,72.6112
2024-03-02,5-14 Weeks,observed,73.5831
2024-04-02,<5 Weeks,observed,72.8647
2024-04-02,15-26 Weeks,observed,73.7762
2024-04-02,27+ Weeks,observed,72.4445
2024-04-02,5-14 Weeks,observed,73.9255
2024-05-02,<5 Weeks,observed,72.2897
2024-05-02,15-26 Weeks,observed,73.6608
2024-05-02,27+ Weeks,observed,72.0926
2024-05-02,5-14 Weeks,observed,73.4
2024-06-02,<5 Weeks,observed,70.6893
2024-06-02,15-26 Weeks,observed,71.9486
2024-06-02,27+ Weeks,observed,71.4888
2024-06-02,5-14 Weeks,observed,72.4549
2024-07-02,<5 Weeks,observed,69.5738
2024-07-02,15-26 Weeks,observed,71.3943
2024-07-02,27+ Weeks,observed,71.325
2024-07-02,5-14 Weeks,observed,70.1953
2024-08-02,<5 Weeks,observed,69.0763
2024-08-02,15-26 Weeks,observed,71.4352
2024-08-02,27+ Weeks,observed,70.8626
2024-08-02,5-14 Weeks,observed,68.3712
2024-09-02,<5 Weeks,observed,70.2369
2024-09-02,15-26 Weeks,observed,72.0304
2024-09-02,27+ Weeks,observed,71.2927
2024-09-02,5-14 Weeks,observed,68.5397
2024-10-02,<5 Weeks,observed,70.7675
2024-10-02,15-26 Weeks,observed,71.7128
2024-10-02,27+ Weeks,observed,71.591
2024-10-02,5-14 Weeks,observed,70.0794
2024-11-02,<5 Weeks,observed,71.9572
2024-11-02,15-26 Weeks,observed,71.6401
2024-11-02,27+ Weeks,observed,72.3272
2024-11-02,5-14 Weeks,observed,71.8593
2024-12-02,<5 Weeks,observed,72.2016
2024-12-02,15-26 Weeks,observed,71.922
2024-12-02,27+ Weeks,observed,72.7291
2024-12-02,5-14 Weeks,observed,72.7054
2025-01-02,<5 Weeks,observed,73.0331
2025-01-02,15-26 Weeks,observed,72.1693
2025-01-02,27+ Weeks,observed,73.3324
2025-01-02,5-14 Weeks,observed,73.3198
2025-02-02,<5 Weeks,observed,72.6078
2025-02-02,15-26 Weeks,observed,72.6663
2025-02-02,27+ Weeks,observed,73.2926
2025-02-02,5-14 Weeks,observed,73.3719
2025-03-02,<5 Weeks,observed,72.7279
2025-03-02,15-26 Weeks,observed,72.8969
2025-03-02,27+ Weeks,observed,72.8921
2025-03-02,5-14 Weeks,observed,73.1515
2025-04-02,<5 Weeks,observed,72.5879
2025-04-02,15-26 Weeks,observed,73.4539
2025-04-02,27+ Weeks,observed,72.507
2025-04-02,5-14 Weeks,observed,73.3472
2025-05-02,<5 Weeks,observed,72.5651
2025-05-02,15-26 Weeks,observed,73.6942
2025-05-02,27+ Weeks,observed,72.3417
2025-05-02,5-14 Weeks,observed,72.9792
2025-06-02,<5 Weeks,observed,70.7685
2025-06-02,15-26 Weeks,observed,73.479
2025-06-02,27+ Weeks,observed,72.6222
2025-06-02,5-14 Weeks,observed,72.4857
2025-07-02,<5 Weeks,observed,68.5206
2025-07-02,15-26 Weeks,observed,72.7843
2025-07-02,27+ Weeks,observed,72.1373
2025-07-02,5-14 Weeks,observed,70.6808
2025-08-02,<5 Weeks,observed,67.7875
