category,group,substitution,value
Leather products,Commodities,presub,87.0909333633311
Leather products,Commodities,postsub,29.200636034743408
Wearing apparel,Commodities,presub,64.86750852460942
Wearing apparel,Commodities,postsub,24.783969505403604
Electrical equipment,Commodities,presub,46.429129943314216
Electrical equipment,Commodities,postsub,17.286889059103874
Textiles,Commodities,presub,44.96208124196525
Textiles,Commodities,postsub,15.641188473330763
Mineral products nec,Commodities,presub,27.015664227467894
Mineral products nec,Commodities,postsub,10.76034998390111
Metals nec,Commodities,presub,24.784787629051163
Metals nec,Commodities,postsub,26.907907868238983
Metal products,Commodities,presub,22.921595818222713
Metal products,Commodities,postsub,9.691347893997209
Rubber and plastic products,Commodities,presub,22.447291675499816
Rubber and plastic products,Commodities,postsub,10.169585671059481
"Computer, electronic and optical",Commodities,presub,20.69835999702391
"Computer, electronic and optical",Commodities,postsub,7.764330968775703
Manufactures nec,Commodities,presub,18.050551380574
Manufactures nec,Commodities,postsub,15.177016513240911
Machinery and equipment nec,Commodities,presub,18.047682199764882
Machinery and equipment nec,Commodities,postsub,7.4126855444652096
Crops nec,Commodities,presub,15.645145932324878
Crops nec,Commodities,postsub,10.282112206838839
Motor vehicles and parts,Commodities,presub,12.262453781614617
Motor vehicles and parts,Commodities,postsub,15.373937950854788
Basic pharmaceutical products,Commodities,presub,12.17942982646286
Basic pharmaceutical products,Commodities,postsub,17.202494157269356
Ferrous metals,Commodities,presub,10.94535942303337
Ferrous metals,Commodities,postsub,13.348460306826345
Wood products,Commodities,presub,10.726796784425197
Wood products,Commodities,postsub,4.655785417870938
Transport equipment nec,Commodities,presub,10.724969754899782
Transport equipment nec,Commodities,postsub,8.805201424734765
Natural gas,Commodities,presub,9.439359195109747
Natural gas,Commodities,postsub,5.232483913740148
"Paper products, publishing",Commodities,presub,5.615870058753669
"Paper products, publishing",Commodities,postsub,3.7133756807188147
"Vegetables, fruit, nuts",Commodities,presub,5.42903024187884
"Vegetables, fruit, nuts",Commodities,postsub,3.558651694022197
Chemical products,Commodities,presub,5.422644659226482
Chemical products,Commodities,postsub,3.994692020167209
Food products nec,Commodities,presub,4.347590662300344
Food products nec,Commodities,postsub,3.5023884261325184
Fishing,Commodities,presub,3.5107809916744994
Fishing,Commodities,postsub,2.7990975775115308
Oil,Commodities,presub,3.071781652566493
Oil,Commodities,postsub,1.8144903894421478
Vegetable oils and fats,Commodities,presub,2.6144565786897185
Vegetable oils and fats,Commodities,postsub,1.1533969917384197
Paddy rice,Commodities,presub,2.3342750138334676
Paddy rice,Commodities,postsub,0.2953821564208148
Processed rice,Commodities,presub,1.8836524218717352
Processed rice,Commodities,postsub,13.925158802695554
Animal products nec,Commodities,presub,1.732617081699356
Animal products nec,Commodities,postsub,-0.0843949018345185
Beverages and tobacco products,Commodities,presub,1.4503809999521236
Beverages and tobacco products,Commodities,postsub,3.7977705825533334
Cereal grains nec,Commodities,presub,1.0942475142703438
Cereal grains nec,Commodities,postsub,0.5063694110071111
Bovine meat products,Commodities,presub,0.8410577545720122
Bovine meat products,Commodities,postsub,0.8017515674279257
Sugar,Commodities,presub,0.7507783093364657
Sugar,Commodities,postsub,2.0114118270560244
Minerals nec,Commodities,presub,0.6856035152555175
Minerals nec,Commodities,postsub,0.21098725458629625
Forestry,Commodities,presub,0.6077103386400181
Forestry,Commodities,postsub,-0.2672505224759753
"Petroleum, coal products",Commodities,presub,0.5693679791350089
"Petroleum, coal products",Commodities,postsub,1.7300954876076295
Meat products nec,Commodities,presub,0.4413045471091403
Meat products nec,Commodities,postsub,0.25318470550355554
Oil seeds,Commodities,presub,0.2944453886976628
Oil seeds,Commodities,postsub,-3.8962313013602716
Dairy products,Commodities,presub,0.2763684659480688
Dairy products,Commodities,postsub,1.308120978435037
"Wool, silk-worm cocoons",Commodities,presub,0.18413983456674746
"Wool, silk-worm cocoons",Commodities,postsub,16.33041350497933
Wheat,Commodities,presub,0.14167715379913548
Wheat,Commodities,postsub,-0.3235137903656543
Electricity,Commodities,presub,0.11293604312995238
Electricity,Commodities,postsub,0.30944797339323454
"Bovine cattle, sheep and goats",Commodities,presub,0.10133742121937038
"Bovine cattle, sheep and goats",Commodities,postsub,-0.8298832013727654
Construction,Commodities,presub,0.050073452001244786
Construction,Commodities,postsub,1.308120978435037
Plant-based fibers,Commodities,presub,0.030010753822900717
Plant-based fibers,Commodities,postsub,-0.5626326788967901
Raw milk,Commodities,presub,0.020071061982973183
Raw milk,Commodities,postsub,0.3235137903656543
Coal,Commodities,presub,0.01847870283870264
Coal,Commodities,postsub,0.014065816972419752
"Sugar cane, sugar beet",Commodities,presub,0.004753054279986424
"Sugar cane, sugar beet",Commodities,postsub,-3.4320593412704192
Water,Commodities,presub,0.00267805176958583
Water,Commodities,postsub,0.8720806522900245
