time,series,value
2025-03-15,gdp_level,0.0
2025-06-15,gdp_level,-0.298709689337516
2025-09-15,gdp_level,-0.325221195096868
2025-12-15,gdp_level,-0.328097589252784
2026-03-15,gdp_level,-0.273789058145112
2026-06-15,gdp_level,-0.265312133518746
2026-09-15,gdp_level,-0.147631146887626
2026-12-15,gdp_level,-0.067383617087419
2027-03-15,gdp_level,-0.0224078270754063
2027-06-15,gdp_level,-0.0233927722133438
2027-09-15,gdp_level,-0.0326258000464792
2027-12-15,gdp_level,-0.0491174049652599
2028-03-15,gdp_level,-0.0703056658068787
2028-06-15,gdp_level,-0.0903784731116555
2028-09-15,gdp_level,-0.107639888107981
2028-12-15,gdp_level,-0.12060690160917
2029-03-15,gdp_level,-0.13
2029-06-15,gdp_level,-0.13
2029-09-15,gdp_level,-0.13
2029-12-15,gdp_level,-0.13
2030-03-15,gdp_level,-0.13
2030-06-15,gdp_level,-0.13
2030-09-15,gdp_level,-0.13
2030-12-15,gdp_level,-0.13
2031-03-15,gdp_level,-0.13
2031-06-15,gdp_level,-0.13
2031-09-15,gdp_level,-0.13
2031-12-15,gdp_level,-0.13
2032-03-15,gdp_level,-0.13
2032-06-15,gdp_level,-0.13
2032-09-15,gdp_level,-0.13
2032-12-15,gdp_level,-0.13
2033-03-15,gdp_level,-0.13
2033-06-15,gdp_level,-0.13
2033-09-15,gdp_level,-0.13
2033-12-15,gdp_level,-0.13
2034-03-15,gdp_level,-0.13
2034-06-15,gdp_level,-0.13
2034-09-15,gdp_level,-0.13
2034-12-15,gdp_level,-0.13
2035-03-15,gdp_level,-0.13
2035-06-15,gdp_level,-0.13
2035-09-15,gdp_level,-0.13
2035-12-15,gdp_level,-0.13
