category,group,substitution,value
"Wool, silk-worm cocoons",Commodities,postsub,0.5259558318891251
Electricity,Commodities,presub,0.19907631231683018
Electricity,Commodities,postsub,0.7474109190003358
Wheat,Commodities,presub,0.15051456622947681
Wheat,Commodities,postsub,1.2364575697042595
Plant-based fibers,Commodities,presub,0.14192703023855288
Plant-based fibers,Commodities,postsub,0.9411841202226451
"Bovine cattle, sheep and goats",Commodities,presub,0.09248487509039095
"Bovine cattle, sheep and goats",Commodities,postsub,1.7808679921859853
Construction,Commodities,presub,0.08871803787113379
Construction,Commodities,postsub,1.1995483885190574
Raw milk,Commodities,presub,0.043447028257800724
Raw milk,Commodities,postsub,1.5317310191858733
Coal,Commodities,presub,0.01113939917488023
Coal,Commodities,postsub,0.5075012412965243
Air transport,Commodities,presub,0.0099286927113916
Air transport,Commodities,postsub,-0.027681885888901327
"Sugar cane, sugar beet",Commodities,presub,0.009114537211941012
"Sugar cane, sugar beet",Commodities,postsub,0.48904665070392345
Water,Commodities,presub,0.005935082732195882
Water,Commodities,postsub,1.4394580662228689
Accommodation & food services,Commodities,presub,0.0012089736872827642
Accommodation & food services,Commodities,postsub,0.9319568249263447
Communication,Commodities,presub,0.0007092276452615004
Communication,Commodities,postsub,0.9780933014078469
"Gas manufacture, distribution",Commodities,presub,0.0004948811667637151
"Gas manufacture, distribution",Commodities,postsub,0.7566382142966362
Water transport,Commodities,presub,0.00048483634177415205
Water transport,Commodities,postsub,0.9411841202226451
Financial services nec,Commodities,presub,0.00022328159195859735
Financial services nec,Commodities,postsub,0.6551379660373314
Insurance,Commodities,presub,0.00018792298640693886
Insurance,Commodities,postsub,0.6090014895558291
Business services nec,Commodities,presub,0.0001378725709385578
Business services nec,Commodities,postsub,0.9135022343337438
Transport nec,Commodities,presub,0.00011560856940807394
Transport nec,Commodities,postsub,0.9411841202226451
Warehousing and support,Commodities,presub,0.00011406702703298027
Warehousing and support,Commodities,postsub,1.2549121602968603
Recreational and other services,Commodities,presub,7.20912817248785e-05
Recreational and other services,Commodities,postsub,0.9227295296300442
Human health and social work,Commodities,presub,6.695242520335941e-05
Human health and social work,Commodities,postsub,1.0334570731856496
Public Administration,Commodities,presub,1.575165204048114e-05
Public Administration,Commodities,postsub,1.0057751872967482
Real estate activities,Commodities,presub,1.555719239471719e-06
Real estate activities,Commodities,postsub,0.7750928048892372
Trade,Commodities,presub,0.0
Trade,Commodities,postsub,0.9042749390374434
Dwellings,Commodities,presub,0.0
Dwellings,Commodities,postsub,0.6182287848521297
Education,Commodities,presub,0.0
Education,Commodities,postsub,0.7474109190003358
