category,group,substitution,value
Metals nec,Commodities,presub,43.87076089270679
Metals nec,Commodities,postsub,19.737184638786648
Leather products,Commodities,presub,42.37455540424831
Leather products,Commodities,postsub,18.999001015082612
Wearing apparel,Commodities,presub,39.52735922473855
Wearing apparel,Commodities,postsub,17.522633767674538
Crops nec,Commodities,presub,35.92647941311053
Crops nec,Commodities,postsub,16.000130043784967
Electrical equipment,Commodities,presub,30.705557479362106
Electrical equipment,Commodities,postsub,14.440717138710193
Textiles,Commodities,presub,21.278676786447996
Textiles,Commodities,postsub,8.479884377300106
"Computer, electronic and optical",Commodities,presub,20.92070139012727
"Computer, electronic and optical",Commodities,postsub,10.869753859041921
Ferrous metals,Commodities,presub,19.213608255124125
Ferrous metals,Commodities,postsub,11.072754355560532
Motor vehicles and parts,Commodities,presub,18.513631313846748
Motor vehicles and parts,Commodities,postsub,10.353025322449097
Machinery and equipment nec,Commodities,presub,17.27320234268786
Machinery and equipment nec,Commodities,postsub,8.313793061966699
Mineral products nec,Commodities,presub,15.610046584643385
Mineral products nec,Commodities,postsub,8.175383632522191
Rubber and plastic products,Commodities,presub,14.14410167527522
Rubber and plastic products,Commodities,postsub,10.334570731856495
Metal products,Commodities,presub,13.534710034624403
Metal products,Commodities,postsub,7.861655592447977
Transport equipment nec,Commodities,presub,12.938925526936332
Transport equipment nec,Commodities,postsub,7.003517129892035
Manufactures nec,Commodities,presub,11.38045682519622
Manufactures nec,Commodities,postsub,6.182287848521296
Fishing,Commodities,presub,11.100268618211407
Fishing,Commodities,postsub,6.412970230928807
"Vegetables, fruit, nuts",Commodities,presub,7.615307920251592
"Vegetables, fruit, nuts",Commodities,postsub,4.715147896409526
Wood products,Commodities,presub,7.0351614887918235
Wood products,Commodities,postsub,3.8939186150387863
Processed rice,Commodities,presub,6.945293964355453
Processed rice,Commodities,postsub,4.687466010520625
Natural gas,Commodities,presub,6.070651451767936
Natural gas,Commodities,postsub,4.37373797044641
Chemical products,Commodities,presub,5.868005086153359
Chemical products,Commodities,postsub,11.257300261486538
"Paper products, publishing",Commodities,presub,5.405210203175288
"Paper products, publishing",Commodities,postsub,1.0334570731856496
Food products nec,Commodities,presub,5.27991292567413
Food products nec,Commodities,postsub,4.595193057557621
Vegetable oils and fats,Commodities,presub,4.905190359327972
Vegetable oils and fats,Commodities,postsub,2.7035975218160297
Beverages and tobacco products,Commodities,presub,4.5535231642455045
Beverages and tobacco products,Commodities,postsub,3.478690326705267
Oil,Commodities,presub,2.301764031630853
Oil,Commodities,postsub,0.5351831271854257
Cereal grains nec,Commodities,presub,2.1235356063049045
Cereal grains nec,Commodities,postsub,1.9746411934082948
Animal products nec,Commodities,presub,1.8508201578797046
Animal products nec,Commodities,postsub,1.3933215897413669
Paddy rice,Commodities,presub,1.6915878309397685
Paddy rice,Commodities,postsub,1.476367247408071
Basic pharmaceutical products,Commodities,presub,1.6638432962550478
Basic pharmaceutical products,Commodities,postsub,1.2549121602968603
Forestry,Commodities,presub,1.6196224759338105
Forestry,Commodities,postsub,1.9285047169267922
Sugar,Commodities,presub,1.3412345088777387
Sugar,Commodities,postsub,2.5005970252974197
Bovine meat products,Commodities,presub,1.1888197375640888
Bovine meat products,Commodities,postsub,1.6516858580377791
Minerals nec,Commodities,presub,0.9405559959892691
Minerals nec,Commodities,postsub,0.6274560801484301
Meat products nec,Commodities,presub,0.833826424186623
Meat products nec,Commodities,postsub,2.030004965186097
Dairy products,Commodities,presub,0.7626933047182796
Dairy products,Commodities,postsub,1.2918213414820618
"Petroleum, coal products",Commodities,presub,0.5013011345781344
"Petroleum, coal products",Commodities,postsub,0.26759156359271286
Oil seeds,Commodities,presub,0.4944051001596471
Oil seeds,Commodities,postsub,12.115438724042482
"Wool, silk-worm cocoons",Commodities,presub,0.45444669878449595
