vintage_date,scenario,row_label_field,row_label,column,value
2025-09-04,IEEPA Invalidation,Date,2025-01-01,All 2025 Tariffs to Date,-0.006828337282127617
2025-09-04,IEEPA Invalidation,Date,2025-04-01,All 2025 Tariffs to Date,-0.2485981662921799
2025-09-04,IEEPA Invalidation,Date,2025-07-01,All 2025 Tariffs to Date,-0.5137494855332436
2025-09-04,IEEPA Invalidation,Date,2025-10-01,All 2025 Tariffs to Date,-0.5021510495117232
2025-09-04,IEEPA Invalidation,Date,2026-01-01,All 2025 Tariffs to Date,-0.8469339216968463
2025-09-04,IEEPA Invalidation,Date,2026-04-01,All 2025 Tariffs to Date,-1.016212303579811
2025-09-04,IEEPA Invalidation,Date,2026-07-01,All 2025 Tariffs to Date,-0.6933673378898053
2025-09-04,IEEPA Invalidation,Date,2026-10-01,All 2025 Tariffs to Date,-0.7809377939592244
2025-09-04,IEEPA Invalidation,Date,2027-01-01,All 2025 Tariffs to Date,-0.5174082258786572
2025-09-04,IEEPA Invalidation,Date,2027-04-01,All 2025 Tariffs to Date,-0.33623265074831377
2025-09-04,IEEPA Invalidation,Date,2027-07-01,All 2025 Tariffs to Date,-0.23946398710311678
2025-09-04,IEEPA Invalidation,Date,2027-10-01,All 2025 Tariffs to Date,-0.24184891855396629
2025-09-04,IEEPA Invalidation,Date,2028-01-01,All 2025 Tariffs to Date,-0.24835242039901173
2025-09-04,IEEPA Invalidation,Date,2028-04-01,All 2025 Tariffs to Date,-0.23282736035257212
2025-09-04,IEEPA Invalidation,Date,2028-07-01,All 2025 Tariffs to Date,-0.2049194191858561
2025-09-04,IEEPA Invalidation,Date,2028-10-01,All 2025 Tariffs to Date,-0.17365832569203876
2025-09-04,IEEPA Invalidation,Date,2029-01-01,All 2025 Tariffs to Date,-0.1556980570257993
2025-09-04,IEEPA Invalidation,Date,2029-04-01,All 2025 Tariffs to Date,-0.15178773180141159
2025-09-04,IEEPA Invalidation,Date,2029-07-01,All 2025 Tariffs to Date,-0.1550992034317522
2025-09-04,IEEPA Invalidation,Date,2029-10-01,All 2025 Tariffs to Date,-0.15896314100167785
2025-09-04,IEEPA Invalidation,Date,2030-01-01,All 2025 Tariffs to Date,-0.15793110340102112
2025-09-04,IEEPA Invalidation,Date,2030-04-01,All 2025 Tariffs to Date,-0.1518185398460825
2025-09-04,IEEPA Invalidation,Date,2030-07-01,All 2025 Tariffs to Date,-0.14041677360846494
2025-09-04,IEEPA Invalidation,Date,2030-10-01,All 2025 Tariffs to Date,-0.1302816086429348
2025-09-04,IEEPA Invalidation,Date,2031-01-01,All 2025 Tariffs to Date,-0.11809991628104477
2025-09-04,IEEPA Invalidation,Date,2031-04-01,All 2025 Tariffs to Date,-0.09207403486247712
2025-09-04,IEEPA Invalidation,Date,2031-07-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2031-10-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2032-01-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2032-04-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2032-07-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2032-10-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2033-01-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2033-04-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2033-07-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2033-10-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2034-01-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2034-04-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2034-07-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2034-10-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2035-01-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2035-04-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2035-07-01,All 2025 Tariffs to Date,-0.09
2025-09-04,IEEPA Invalidation,Date,2035-10-01,All 2025 Tariffs to Date,-0.09
