time,series,value
2022-11-02,Lowest Exposure Group,29.0737
2022-12-02,Lowest Exposure Group,29.041
2023-01-02,Lowest Exposure Group,28.9497
2023-02-02,Lowest Exposure Group,28.9793
2023-03-02,Lowest Exposure Group,28.9066
2023-04-02,Lowest Exposure Group,28.8717
2023-05-02,Lowest Exposure Group,28.8205
2023-06-02,Lowest Exposure Group,28.9942
2023-07-02,Lowest Exposure Group,29.1446
2023-08-02,Lowest Exposure Group,29.2808
2023-09-02,Lowest Exposure Group,29.0678
2023-10-02,Lowest Exposure Group,28.9805
2023-11-02,Lowest Exposure Group,28.9017
2023-12-02,Lowest Exposure Group,28.9804
2024-01-02,Lowest Exposure Group,28.7301
2024-02-02,Lowest Exposure Group,28.6157
2024-03-02,Lowest Exposure Group,28.6467
2024-04-02,Lowest Exposure Group,28.8862
2024-05-02,Lowest Exposure Group,28.9809
2024-06-02,Lowest Exposure Group,29.0275
2024-07-02,Lowest Exposure Group,29.1968
2024-08-02,Lowest Exposure Group,29.2725
2024-09-02,Lowest Exposure Group,29.2626
2024-10-02,Lowest Exposure Group,29.0491
2024-11-02,Lowest Exposure Group,28.8973
2024-12-02,Lowest Exposure Group,28.6172
2025-01-02,Lowest Exposure Group,28.4457
2025-02-02,Lowest Exposure Group,28.3134
2025-03-02,Lowest Exposure Group,28.5306
2025-04-02,Lowest Exposure Group,28.7873
2025-05-02,Lowest Exposure Group,29.1983
2025-06-02,Lowest Exposure Group,29.5087
2025-07-02,Lowest Exposure Group,29.7742
2025-08-02,Lowest Exposure Group,29.6535
2025-09-02,Lowest Exposure Group,29.2736
2025-10-02,Lowest Exposure Group,
2025-11-02,Lowest Exposure Group,28.6996
2025-12-02,Lowest Exposure Group,28.8895
2026-01-02,Lowest Exposure Group,28.8228
2026-02-02,Lowest Exposure Group,28.7539
2026-03-02,Lowest Exposure Group,28.6554
2026-04-02,Lowest Exposure Group,28.7423
2026-05-02,Lowest Exposure Group,28.9491
2026-06-02,Lowest Exposure Group,29.3456
2026-07-02,Lowest Exposure Group,29.6296
2022-11-02,Middle Exposure Group,45.8187
2022-12-02,Middle Exposure Group,45.6886
2023-01-02,Middle Exposure Group,45.5913
2023-02-02,Middle Exposure Group,45.4661
2023-03-02,Middle Exposure Group,45.5101
2023-04-02,Middle Exposure Group,45.5534
2023-05-02,Middle Exposure Group,45.6058
2023-06-02,Middle Exposure Group,45.5918
2023-07-02,Middle Exposure Group,45.4866
2023-08-02,Middle Exposure Group,45.4568
2023-09-02,Middle Exposure Group,45.6115
2023-10-02,Middle Exposure Group,45.6813
2023-11-02,Middle Exposure Group,45.7253
2023-12-02,Middle Exposure Group,45.6557
2024-01-02,Middle Exposure Group,45.863
2024-02-02,Middle Exposure Group,45.8652
2024-03-02,Middle Exposure Group,45.7801
2024-04-02,Middle Exposure Group,45.4674
2024-05-02,Middle Exposure Group,45.4001
2024-06-02,Middle Exposure Group,45.3362
2024-07-02,Middle Exposure Group,45.2815
2024-08-02,Middle Exposure Group,45.2388
2024-09-02,Middle Exposure Group,45.3011
2024-10-02,Middle Exposure Group,45.4676
2024-11-02,Middle Exposure Group,45.643
2024-12-02,Middle Exposure Group,45.7828
2025-01-02,Middle Exposure Group,45.8432
2025-02-02,Middle Exposure Group,45.7457
2025-03-02,Middle Exposure Group,45.5747
2025-04-02,Middle Exposure Group,45.6002
2025-05-02,Middle Exposure Group,45.4685
2025-06-02,Middle Exposure Group,45.1988
2025-07-02,Middle Exposure Group,44.6648
2025-08-02,Middle Exposure Group,44.5264
2025-09-02,Middle Exposure Group,44.7332
2025-10-02,Middle Exposure Group,
2025-11-02,Middle Exposure Group,45.5707
2025-12-02,Middle Exposure Group,45.7317
2026-01-02,Middle Exposure Group,45.698
2026-02-02,Middle Exposure Group,45.6777
2026-03-02,Middle Exposure Group,45.7731
2026-04-02,Middle Exposure Group,45.7508
2026-05-02,Middle Exposure Group,45.6699
2026-06-02,Middle Exposure Group,45.3121
2026-07-02,Middle Exposure Group,45.0296
2022-11-02,Highest Exposure Group,18.1557
2022-12-02,Highest Exposure Group,18.3644
2023-01-02,Highest Exposure Group,18.565
2023-02-02,Highest Exposure Group,18.6484
2023-03-02,Highest Exposure Group,18.641
2023-04-02,Highest Exposure Group,18.5809
2023-05-02,Highest Exposure Group,18.5147
2023-06-02,Highest Exposure Group,18.3567
2023-07-02,Highest Exposure Group,18.278
2023-08-02,Highest Exposure Group,18.1524
2023-09-02,Highest Exposure Group,18.1347
2023-10-02,Highest Exposure Group,18.1386
2023-11-02,Highest Exposure Group,18.1765
2023-12-02,Highest Exposure Group,18.2347
2024-01-02,Highest Exposure Group,18.2752
2024-02-02,Highest Exposure Group,18.3216
2024-03-02,Highest Exposure Group,18.3386
2024-04-02,Highest Exposure Group,18.2928
2024-05-02,Highest Exposure Group,18.1867
2024-06-02,Highest Exposure Group,18.1163
2024-07-02,Highest Exposure Group,17.9982
2024-08-02,Highest Exposure Group,17.9863
2024-09-02,Highest Exposure Group,17.9583
2024-10-02,Highest Exposure Group,18.0391
2024-11-02,Highest Exposure Group,18.0278
2024-12-02,Highest Exposure Group,18.0915
2025-01-02,Highest Exposure Group,18.1242
2025-02-02,Highest Exposure Group,18.2514
2025-03-02,Highest Exposure Group,18.2442
2025-04-02,Highest Exposure Group,18.0528
2025-05-02,Highest Exposure Group,17.8844
2025-06-02,Highest Exposure Group,17.8461
