time,series,value
2025-07-02,Highest Exposure Group,18.0492
2025-08-02,Highest Exposure Group,18.2881
2025-09-02,Highest Exposure Group,18.4592
2025-10-02,Highest Exposure Group,
2025-11-02,Highest Exposure Group,18.3805
2025-12-02,Highest Exposure Group,18.1544
2026-01-02,Highest Exposure Group,18.1597
2026-02-02,Highest Exposure Group,18.2198
2026-03-02,Highest Exposure Group,18.2221
2026-04-02,Highest Exposure Group,18.2729
2026-05-02,Highest Exposure Group,18.1806
2026-06-02,Highest Exposure Group,18.1829
2026-07-02,Highest Exposure Group,18.1604
