vintage_date,scenario,row_label_field,row_label,column,value
2025-10-17,Baseline,Label,China,"Effective
Tariff",27.79139570514341
2025-10-17,Baseline,Label,China,Import Share - Pre-Substitution,0.1362
2025-10-17,Baseline,Label,China,Import Share - Post-Substitution,0.0859170994446841
2025-10-17,Baseline,Label,China,Average Effective Tariff - Pre-Substitution,3.7851880950405326
2025-10-17,Baseline,Label,China,Average Effective Tariff - Post-Substitution,2.387756108505373
2025-10-17,Baseline,Label,Canada,"Effective
Tariff",9.240028929827844
2025-10-17,Baseline,Label,Canada,Import Share - Pre-Substitution,0.1263
2025-10-17,Baseline,Label,Canada,Import Share - Post-Substitution,0.1502884333279212
2025-10-17,Baseline,Label,Canada,Average Effective Tariff - Pre-Substitution,1.1670156538372567
2025-10-17,Baseline,Label,Canada,Average Effective Tariff - Post-Substitution,1.3886694717684949
2025-10-17,Baseline,Label,Mexico,"Effective
Tariff",9.585318670438806
2025-10-17,Baseline,Label,Mexico,Import Share - Pre-Substitution,0.15481
2025-10-17,Baseline,Label,Mexico,Import Share - Post-Substitution,0.19151618635254894
2025-10-17,Baseline,Label,Mexico,Average Effective Tariff - Pre-Substitution,1.4839031833706315
2025-10-17,Baseline,Label,Mexico,Average Effective Tariff - Post-Substitution,1.8357436767363249
2025-10-17,Baseline,Label,Rest of World,"Effective
Tariff",15.653921264798615
2025-10-17,Baseline,Label,Rest of World,Import Share - Pre-Substitution,0.58269
2025-10-17,Baseline,Label,Rest of World,Import Share - Post-Substitution,0.5722782808748458
2025-10-17,Baseline,Label,Rest of World,Average Effective Tariff - Pre-Substitution,9.121383381785506
2025-10-17,Baseline,Label,Rest of World,Average Effective Tariff - Post-Substitution,8.958399150369143
2025-10-17,Baseline,Label,Total,Import Share - Pre-Substitution,1
2025-10-17,Baseline,Label,Total,Import Share - Post-Substitution,1
2025-10-17,Baseline,Label,Total,Average Effective Tariff - Pre-Substitution,15.557490314033927
2025-10-17,Baseline,Label,Total,Average Effective Tariff - Post-Substitution,14.570568407379335
