time,series,variant,value
2022-11-02,<5 Weeks,observed,26.5086
2022-11-02,15-26 Weeks,observed,28.0114
2022-11-02,27+ Weeks,observed,26.8856
2022-11-02,5-14 Weeks,observed,27.8209
2022-12-02,<5 Weeks,observed,26.5632
2022-12-02,15-26 Weeks,observed,27.6348
2022-12-02,27+ Weeks,observed,26.4035
2022-12-02,5-14 Weeks,observed,27.2181
2023-01-02,<5 Weeks,observed,26.5045
2023-01-02,15-26 Weeks,observed,28.059
2023-01-02,27+ Weeks,observed,26.2723
2023-01-02,5-14 Weeks,observed,27.302
2023-02-02,<5 Weeks,observed,26.3333
2023-02-02,15-26 Weeks,observed,28.7972
2023-02-02,27+ Weeks,observed,25.884
2023-02-02,5-14 Weeks,observed,26.4032
2023-03-02,<5 Weeks,observed,26.645
2023-03-02,15-26 Weeks,observed,28.273
2023-03-02,27+ Weeks,observed,26.6812
2023-03-02,5-14 Weeks,observed,26.8038
2023-04-02,<5 Weeks,observed,27.0055
2023-04-02,15-26 Weeks,observed,27.6524
2023-04-02,27+ Weeks,observed,27.1623
2023-04-02,5-14 Weeks,observed,26.1978
2023-05-02,<5 Weeks,observed,27.5337
2023-05-02,15-26 Weeks,observed,27.2445
2023-05-02,27+ Weeks,observed,28.0669
2023-05-02,5-14 Weeks,observed,26.6316
2023-06-02,<5 Weeks,observed,29.6194
2023-06-02,15-26 Weeks,observed,27.6974
2023-06-02,27+ Weeks,observed,27.6634
2023-06-02,5-14 Weeks,observed,27.0416
2023-07-02,<5 Weeks,observed,30.67
2023-07-02,15-26 Weeks,observed,27.8791
2023-07-02,27+ Weeks,observed,27.6839
2023-07-02,5-14 Weeks,observed,29.4341
2023-08-02,<5 Weeks,observed,30.5766
2023-08-02,15-26 Weeks,observed,26.8086
2023-08-02,27+ Weeks,observed,27.3874
2023-08-02,5-14 Weeks,observed,31.4264
2023-09-02,<5 Weeks,observed,28.815
2023-09-02,15-26 Weeks,observed,26.3186
2023-09-02,27+ Weeks,observed,27.4702
2023-09-02,5-14 Weeks,observed,31.4773
2023-10-02,<5 Weeks,observed,27.5333
2023-10-02,15-26 Weeks,observed,26.5738
2023-10-02,27+ Weeks,observed,27.5286
2023-10-02,5-14 Weeks,observed,29.7876
2023-11-02,<5 Weeks,observed,27.4083
2023-11-02,15-26 Weeks,observed,28.0319
2023-11-02,27+ Weeks,observed,27.9168
2023-11-02,5-14 Weeks,observed,27.8719
2023-12-02,<5 Weeks,observed,26.9943
2023-12-02,15-26 Weeks,observed,28.3727
2023-12-02,27+ Weeks,observed,27.7889
2023-12-02,5-14 Weeks,observed,27.8386
2024-01-02,<5 Weeks,observed,26.7066
2024-01-02,15-26 Weeks,observed,28.4647
2024-01-02,27+ Weeks,observed,27.5381
2024-01-02,5-14 Weeks,observed,27.6377
2024-02-02,<5 Weeks,observed,26.5896
2024-02-02,15-26 Weeks,observed,28.0973
2024-02-02,27+ Weeks,observed,27.0294
2024-02-02,5-14 Weeks,observed,27.1716
2024-03-02,<5 Weeks,observed,26.8335
2024-03-02,15-26 Weeks,observed,27.4111
2024-03-02,27+ Weeks,observed,27.3888
