vintage_date,scenario,row_label_field,row_label,column,value
2025-09-04,Baseline,Year,1790,Effective Tariff Rate,12.5
2025-09-04,Baseline,Year,1790,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1790,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1791,Effective Tariff Rate,10
2025-09-04,Baseline,Year,1791,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1791,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1792,Effective Tariff Rate,15.63
2025-09-04,Baseline,Year,1792,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1792,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1793,Effective Tariff Rate,22.58
2025-09-04,Baseline,Year,1793,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1793,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1794,Effective Tariff Rate,30
2025-09-04,Baseline,Year,1794,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1794,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1795,Effective Tariff Rate,17.46
2025-09-04,Baseline,Year,1795,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1795,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1796,Effective Tariff Rate,22.81
2025-09-04,Baseline,Year,1796,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1796,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1797,Effective Tariff Rate,24
2025-09-04,Baseline,Year,1797,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1797,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1798,Effective Tariff Rate,31.58
2025-09-04,Baseline,Year,1798,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1798,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1799,Effective Tariff Rate,44.44
2025-09-04,Baseline,Year,1799,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1799,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1800,Effective Tariff Rate,29.63
2025-09-04,Baseline,Year,1800,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1800,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1801,Effective Tariff Rate,29.85
2025-09-04,Baseline,Year,1801,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1801,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1802,Effective Tariff Rate,34.88
2025-09-04,Baseline,Year,1802,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1802,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1803,Effective Tariff Rate,26.92
2025-09-04,Baseline,Year,1803,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1803,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1804,Effective Tariff Rate,41.18
2025-09-04,Baseline,Year,1804,Current Post-Substitution Rate,16.35168225652953
2025-09-04,Baseline,Year,1804,Current Pre-Substituton Rate,17.408042495988777
2025-09-04,Baseline,Year,1805,Effective Tariff Rate,33.33
