category,group,substitution,value
Metals nec,Commodities,presub,37.83078906711275
Metals nec,Commodities,postsub,19.749871295627383
Leather products,Commodities,presub,33.282092250141794
Leather products,Commodities,postsub,17.52614812014757
Wearing apparel,Commodities,presub,28.410418473887052
Wearing apparel,Commodities,postsub,14.95855022681006
Electrical equipment,Commodities,presub,24.032225932380353
Electrical equipment,Commodities,postsub,13.85815112966541
Crops nec,Commodities,presub,18.80819931445676
Crops nec,Commodities,postsub,10.877903574898657
Ferrous metals,Commodities,presub,17.766683418909672
Ferrous metals,Commodities,postsub,12.184627502757927
"Computer, electronic and optical",Commodities,presub,17.530442060954343
"Computer, electronic and optical",Commodities,postsub,8.298843190965888
Textiles,Commodities,presub,15.624944018390101
Textiles,Commodities,postsub,9.651417081206183
Motor vehicles and parts,Commodities,presub,13.570118347317552
Motor vehicles and parts,Commodities,postsub,11.88660274728125
Mineral products nec,Commodities,presub,11.486013766398273
Mineral products nec,Commodities,postsub,6.866031866558793
Machinery and equipment nec,Commodities,presub,10.79660735328435
Machinery and equipment nec,Commodities,postsub,8.264455719180116
Metal products,Commodities,presub,9.265138100600527
Metal products,Commodities,postsub,6.923344319535078
Rubber and plastic products,Commodities,presub,8.622380560426635
Rubber and plastic products,Commodities,postsub,5.845870203580943
Manufactures nec,Commodities,presub,7.816799674647268
Manufactures nec,Commodities,postsub,5.582232919890038
Transport equipment nec,Commodities,presub,7.543950383318837
Transport equipment nec,Commodities,postsub,5.960495109533511
Fishing,Commodities,presub,7.130213246541597
Fishing,Commodities,postsub,4.344283935602308
Wood products,Commodities,presub,5.276249624511388
Wood products,Commodities,postsub,3.8399343494110116
Natural gas,Commodities,presub,5.185816945482304
Natural gas,Commodities,postsub,1.3984238526213235
"Vegetables, fruit, nuts",Commodities,presub,4.268979877375909
"Vegetables, fruit, nuts",Commodities,postsub,2.5332104215517415
"Paper products, publishing",Commodities,presub,4.064926798181539
"Paper products, publishing",Commodities,postsub,3.5075221221485657
Chemical products,Commodities,presub,3.7839151185339692
Chemical products,Commodities,postsub,3.4502096691722817
Processed rice,Commodities,presub,2.7692562216048584
Processed rice,Commodities,postsub,7.989355944893955
Food products nec,Commodities,presub,2.669308890068802
Food products nec,Commodities,postsub,2.407123025003918
Beverages and tobacco products,Commodities,presub,2.6037337030975927
Beverages and tobacco products,Commodities,postsub,3.2897348008386875
Vegetable oils and fats,Commodities,presub,2.399765982046965
Vegetable oils and fats,Commodities,postsub,1.4098863432165802
Oil,Commodities,presub,2.0643735828459477
Oil,Commodities,postsub,0.641899473334378
Basic pharmaceutical products,Commodities,presub,1.3363877822531893
Basic pharmaceutical products,Commodities,postsub,1.2952614372640128
Forestry,Commodities,presub,1.2618066753289428
Forestry,Commodities,postsub,0.7565243792869456
Cereal grains nec,Commodities,presub,1.1813664618680608
Cereal grains nec,Commodities,postsub,0.962849210001567
Animal products nec,Commodities,presub,1.1067093865190831
Animal products nec,Commodities,postsub,0.504349586191297
Paddy rice,Commodities,presub,0.9503991367621908
Paddy rice,Commodities,postsub,1.054549134763621
Minerals nec,Commodities,presub,0.8634738444570512
Minerals nec,Commodities,postsub,0.43557464261975654
Sugar,Commodities,presub,0.7655032097088419
Sugar,Commodities,postsub,1.696448608097999
