vintage_date,scenario,row_label_field,row_label,column,value
2025-11-17,IEEPA Invalidation,Label,Agriculture,All 2025 Tariffs to Date,-1.355013749544109
2025-11-17,IEEPA Invalidation,Label,Mining & Extraction,All 2025 Tariffs to Date,-1.117242947801927
2025-11-17,IEEPA Invalidation,Label,Total Manufacturing,All 2025 Tariffs to Date,1.2289259766523728
2025-11-17,IEEPA Invalidation,Label,Durable Manufacturing,All 2025 Tariffs to Date,2.6074381092149572
2025-11-17,IEEPA Invalidation,Label,Advanced Manufacturing,All 2025 Tariffs to Date,0.42
2025-11-17,IEEPA Invalidation,Label,Nondurable Manufacturing,All 2025 Tariffs to Date,-0.42180077837684565
2025-11-17,IEEPA Invalidation,Label,Utilities,All 2025 Tariffs to Date,0.04630721969592843
2025-11-17,IEEPA Invalidation,Label,Construction,All 2025 Tariffs to Date,-2.42
2025-11-17,IEEPA Invalidation,Label,Services,All 2025 Tariffs to Date,-0.024912736196691654
2025-11-17,IEEPA Invalidation,Label,Overall Real GDP,All 2025 Tariffs to Date,-0.1
