vintage_date,scenario,row_label_field,row_label,column,value
2025-09-04,Baseline,Label,2025-01-02,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-03,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-04,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-05,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-06,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-07,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-08,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-09,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-10,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-11,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-12,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-13,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-14,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-15,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-16,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-17,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-18,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-19,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-20,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-21,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-22,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-23,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-24,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-25,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-26,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-27,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-28,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-29,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-30,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-01-31,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-02-01,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-02-02,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-02-03,Average Effective Tariff Rate,2.4
2025-09-04,Baseline,Label,2025-02-04,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-05,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-06,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-07,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-08,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-09,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-10,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-11,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-12,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-13,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-14,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-15,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-16,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-17,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-18,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-19,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-20,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-21,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-22,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-23,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-24,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-25,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-26,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-27,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-02-28,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-03-01,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-03-02,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-03-03,Average Effective Tariff Rate,3.8
2025-09-04,Baseline,Label,2025-03-04,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-05,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-06,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-07,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-08,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-09,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-10,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-11,Average Effective Tariff Rate,8.6
2025-09-04,Baseline,Label,2025-03-12,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-13,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-14,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-15,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-16,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-17,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-18,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-19,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-20,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-21,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-22,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-23,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-24,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-25,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-26,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-27,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-28,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-29,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-30,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-03-31,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-04-01,Average Effective Tariff Rate,9.8
2025-09-04,Baseline,Label,2025-04-02,Average Effective Tariff Rate,22.44
2025-09-04,Baseline,Label,2025-04-03,Average Effective Tariff Rate,22.44
2025-09-04,Baseline,Label,2025-04-04,Average Effective Tariff Rate,22.44
2025-09-04,Baseline,Label,2025-04-05,Average Effective Tariff Rate,22.44
2025-09-04,Baseline,Label,2025-04-06,Average Effective Tariff Rate,22.44
2025-09-04,Baseline,Label,2025-04-07,Average Effective Tariff Rate,22.44
2025-09-04,Baseline,Label,2025-04-08,Average Effective Tariff Rate,22.44
2025-09-04,Baseline,Label,2025-04-09,Average Effective Tariff Rate,27
2025-09-04,Baseline,Label,2025-04-10,Average Effective Tariff Rate,27
2025-09-04,Baseline,Label,2025-04-11,Average Effective Tariff Rate,27
2025-09-04,Baseline,Label,2025-04-12,Average Effective Tariff Rate,27
2025-09-04,Baseline,Label,2025-04-13,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-14,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-15,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-16,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-17,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-18,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-19,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-20,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-21,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-22,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-23,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-24,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-25,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-26,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-27,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-28,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-29,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-04-30,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-01,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-02,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-03,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-04,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-05,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-06,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-07,Average Effective Tariff Rate,27.99
2025-09-04,Baseline,Label,2025-05-08,Average Effective Tariff Rate,27.62
