time,series,variant,value
2022-11-02,Automation,observed,63.521
2022-12-02,Automation,observed,63.5845
2023-01-02,Automation,observed,63.5895
2023-02-02,Automation,observed,63.5727
2023-03-02,Automation,observed,63.5173
2023-04-02,Automation,observed,63.5196
2023-05-02,Automation,observed,63.5606
2023-06-02,Automation,observed,63.6438
2023-07-02,Automation,observed,63.6957
2023-08-02,Automation,observed,63.6725
2023-09-02,Automation,observed,63.5591
2023-10-02,Automation,observed,63.4786
2023-11-02,Automation,observed,63.4555
2023-12-02,Automation,observed,63.571
2024-01-02,Automation,observed,63.6107
2024-02-02,Automation,observed,63.595
2024-03-02,Automation,observed,63.485
2024-04-02,Automation,observed,63.4348
2024-05-02,Automation,observed,63.3924
2024-06-02,Automation,observed,63.4806
2024-07-02,Automation,observed,63.5749
2024-08-02,Automation,observed,63.6542
2024-09-02,Automation,observed,63.5626
2024-10-02,Automation,observed,63.4088
2024-11-02,Automation,observed,63.2868
2024-12-02,Automation,observed,63.3058
2025-01-02,Automation,observed,63.2962
2025-02-02,Automation,observed,63.2685
2025-03-02,Automation,observed,63.2413
2025-04-02,Automation,observed,63.2322
2025-05-02,Automation,observed,63.2797
2025-06-02,Automation,observed,63.3846
2025-07-02,Automation,observed,63.5348
2025-08-02,Automation,observed,63.5521
2025-09-02,Automation,observed,63.4365
2025-10-02,Automation,observed,
2025-11-02,Automation,observed,63.1927
2025-12-02,Automation,observed,63.1083
2026-01-02,Automation,observed,63.1134
2026-02-02,Automation,observed,63.151
2026-03-02,Automation,observed,63.1903
2026-04-02,Automation,observed,63.2104
2026-05-02,Automation,observed,63.2293
2022-11-02,Augmentation,observed,36.479
2022-12-02,Augmentation,observed,36.4155
2023-01-02,Augmentation,observed,36.4105
2023-02-02,Augmentation,observed,36.4273
2023-03-02,Augmentation,observed,36.4827
2023-04-02,Augmentation,observed,36.4804
2023-05-02,Augmentation,observed,36.4394
2023-06-02,Augmentation,observed,36.3562
2023-07-02,Augmentation,observed,36.3043
2023-08-02,Augmentation,observed,36.3275
2023-09-02,Augmentation,observed,36.4409
2023-10-02,Augmentation,observed,36.5214
2023-11-02,Augmentation,observed,36.5445
2023-12-02,Augmentation,observed,36.429
2024-01-02,Augmentation,observed,36.3893
2024-02-02,Augmentation,observed,36.405
2024-03-02,Augmentation,observed,36.515
2024-04-02,Augmentation,observed,36.5652
2024-05-02,Augmentation,observed,36.6076
2024-06-02,Augmentation,observed,36.5194
2024-07-02,Augmentation,observed,36.4251
2024-08-02,Augmentation,observed,36.3458
