vintage_date,scenario,row_label_field,row_label,column,value
2025-10-30,Baseline,Label,Agriculture,All 2025 Tariffs to Date,-0.6513782788299326
2025-10-30,Baseline,Label,Mining & Extraction,All 2025 Tariffs to Date,-2.0989542253814775
2025-10-30,Baseline,Label,Total Manufacturing,All 2025 Tariffs to Date,3.159976063311725
2025-10-30,Baseline,Label,Durable Manufacturing,All 2025 Tariffs to Date,5.441571232168002
2025-10-30,Baseline,Label,Advanced Manufacturing,All 2025 Tariffs to Date,0.27
2025-10-30,Baseline,Label,Nondurable Manufacturing,All 2025 Tariffs to Date,0.9891298062521265
2025-10-30,Baseline,Label,Utilities,All 2025 Tariffs to Date,0.5851466339471021
2025-10-30,Baseline,Label,Construction,All 2025 Tariffs to Date,-4.04
2025-10-30,Baseline,Label,Services,All 2025 Tariffs to Date,-0.254089257289436
2025-10-30,Baseline,Label,Overall Real GDP,All 2025 Tariffs to Date,-0.35
