vintage_date,scenario,row_label_field,row_label,column,value
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Overall, Pre-Substitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,0.179
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Overall, Pre-Substitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,0.09076994049038828
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Overall, Post-Substitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,0.17361361639064968
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Overall, Post-Substitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,0.0910972789941594
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Conventional Revenue, 2026-2035 (Trillions)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,2.6
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Conventional Revenue, 2026-2035 (Trillions)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,1.3
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Dynamic Revenue, 2026-2035 (Trillions)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,2.2
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Dynamic Revenue, 2026-2035 (Trillions)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,1.1
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percent Change in PCE Price Level, Pre-Cubstitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,0.01326926556924229
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percent Change in PCE Price Level, Pre-Cubstitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,0.005716162241695878
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percent Change in PCE Price Level, Post-Substitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,0.011569705672849978
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percent Change in PCE Price Level, Post-Substitution",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,0.0055008464265899745
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Average Household Real Income Loss, Pre-Substitution (2025$)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,-1800
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Average Household Real Income Loss, Pre-Substitution (2025$)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,-770
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Average Household Real Income Loss, Post-Substitution (2025$)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,-1600
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Average Household Real Income Loss, Post-Substitution (2025$)",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,-740
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percentage Point Change in Q4-Q4 GDP Growth, 2025",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,-0.5209792635695099
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percentage Point Change in Q4-Q4 GDP Growth, 2025",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,-0.3841908501142077
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percentage Point Change in Q4-Q4 GDP Growth, 2026",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,-0.4568506704919928
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Percentage Point Change in Q4-Q4 GDP Growth, 2026",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,0.11822687638733953
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,Percent change in long-run GDP,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,-0.0034999999999999996
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,Percent change in long-run GDP,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,-0.001
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Change in the Unemployment Rate, End of 2026",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Baseline,0.6747860908508301
2025-10-30,Baseline,Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - Effective Tariff Rates,"Change in the Unemployment Rate, End of 2026",Summary Economic & Fiscal Effects of 2025 Tariffs Through October 30 - IEEPA Invalidation ,0.21420955657958984
