time,series,value,scenario,measure
2026-03-15,gdp_level,-0.22560086217210182,tracker_new_301_2026-07-01,level
2026-06-15,gdp_level,-0.22397316893385533,tracker_new_301_2026-07-01,level
2026-09-15,gdp_level,-0.15370835542327071,tracker_new_301_2026-07-01,level
2026-12-15,gdp_level,-0.10614566782272788,tracker_new_301_2026-07-01,level
2027-03-15,gdp_level,-0.09275642409336045,tracker_new_301_2026-07-01,level
2027-06-15,gdp_level,-0.09943322555733351,tracker_new_301_2026-07-01,level
2027-09-15,gdp_level,-0.10721195456594607,tracker_new_301_2026-07-01,level
2027-12-15,gdp_level,-0.116799218326218,tracker_new_301_2026-07-01,level
2028-03-15,gdp_level,-0.12604278377088207,tracker_new_301_2026-07-01,level
2028-06-15,gdp_level,-0.1330212075426336,tracker_new_301_2026-07-01,level
2028-09-15,gdp_level,-0.13744278446548283,tracker_new_301_2026-07-01,level
2028-12-15,gdp_level,-0.13956667664513484,tracker_new_301_2026-07-01,level
2029-03-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2029-06-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2029-09-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2029-12-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2030-03-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2030-06-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2030-09-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2030-12-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2031-03-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2031-06-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2031-09-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2031-12-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2032-03-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2032-06-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2032-09-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2032-12-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2033-03-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2033-06-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2033-09-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2033-12-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2034-03-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2034-06-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2034-09-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2034-12-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2035-03-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2035-06-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2035-09-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2035-12-15,gdp_level,-0.14,tracker_new_301_2026-07-01,level
2025-03-15,gdp_level,0,tracker_new_301_2026-07-01,delta_vs_default
2025-06-15,gdp_level,-0.008751002888143622,tracker_new_301_2026-07-01,delta_vs_default
2025-09-15,gdp_level,-0.017483634856024055,tracker_new_301_2026-07-01,delta_vs_default
2025-12-15,gdp_level,-0.024975960423450183,tracker_new_301_2026-07-01,delta_vs_default
2026-03-15,gdp_level,-0.03166951743947391,tracker_new_301_2026-07-01,delta_vs_default
2026-06-15,gdp_level,-0.03813462777475077,tracker_new_301_2026-07-01,delta_vs_default
2026-09-15,gdp_level,-0.07317009709558225,tracker_new_301_2026-07-01,delta_vs_default
2026-12-15,gdp_level,-0.0752888638245763,tracker_new_301_2026-07-01,delta_vs_default
2027-03-15,gdp_level,-0.07512028840025411,tracker_new_301_2026-07-01,delta_vs_default
2027-06-15,gdp_level,-0.07602740890721513,tracker_new_301_2026-07-01,delta_vs_default
2027-09-15,gdp_level,-0.07507471140178118,tracker_new_301_2026-07-01,delta_vs_default
2027-12-15,gdp_level,-0.06971255305519439,tracker_new_301_2026-07-01,delta_vs_default
2028-03-15,gdp_level,-0.06800488533239682,tracker_new_301_2026-07-01,delta_vs_default
2028-06-15,gdp_level,-0.06812249445902208,tracker_new_301_2026-07-01,delta_vs_default
2028-09-15,gdp_level,-0.06892576045759581,tracker_new_301_2026-07-01,delta_vs_default
2028-12-15,gdp_level,-0.0697231470812043,tracker_new_301_2026-07-01,delta_vs_default
2029-03-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2029-06-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2029-09-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2029-12-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2030-03-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2030-06-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2030-09-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2030-12-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2031-03-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2031-06-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2031-09-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2031-12-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2032-03-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2032-06-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2032-09-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2032-12-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2033-03-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2033-06-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2033-09-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2033-12-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2034-03-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2034-06-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2034-09-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2034-12-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2035-03-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2035-06-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2035-09-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
2035-12-15,gdp_level,-0.07,tracker_new_301_2026-07-01,delta_vs_default
