category,group,substitution,value
Leather products,Commodities,presub,35.819980749478276
Leather products,Commodities,postsub,11.770894141785186
Metals nec,Commodities,presub,34.77382813198269
Metals nec,Commodities,postsub,11.069355751312402
Wearing apparel,Commodities,presub,33.96355558087771
Wearing apparel,Commodities,postsub,11.391373373168761
Crops nec,Commodities,presub,28.396501430468607
Crops nec,Commodities,postsub,9.71228148777488
Electrical equipment,Commodities,presub,22.223563493309566
Electrical equipment,Commodities,postsub,7.46965876413237
Textiles,Commodities,presub,21.104215982508073
Textiles,Commodities,postsub,7.3316512119082144
Ferrous metals,Commodities,presub,19.282089796325906
Ferrous metals,Commodities,postsub,6.860125408475686
"Computer, electronic and optical",Commodities,presub,14.854982351231909
"Computer, electronic and optical",Commodities,postsub,4.548498908721096
Manufactures nec,Commodities,presub,12.216217425144885
Manufactures nec,Commodities,postsub,4.467994503257006
Mineral products nec,Commodities,presub,11.812921007185263
Mineral products nec,Commodities,postsub,4.439242929876974
Motor vehicles and parts,Commodities,presub,11.793171333303297
Motor vehicles and parts,Commodities,postsub,6.457603381155235
Metal products,Commodities,presub,11.144256006581523
Metal products,Commodities,postsub,5.0430259708576495
Machinery and equipment nec,Commodities,presub,10.965264092994673
Machinery and equipment nec,Commodities,postsub,5.135031005673754
Rubber and plastic products,Commodities,presub,10.86215109265285
Rubber and plastic products,Commodities,postsub,4.36448883908889
Transport equipment nec,Commodities,presub,9.547781297700567
Transport equipment nec,Commodities,postsub,4.6865064609452505
Processed rice,Commodities,presub,5.8986227302518
Processed rice,Commodities,postsub,7.141890827600002
Basic pharmaceutical products,Commodities,presub,5.350909001490145
Basic pharmaceutical products,Commodities,postsub,2.259873667670532
Wood products,Commodities,presub,4.463596290906103
Wood products,Commodities,postsub,2.5876416042028993
Chemical products,Commodities,presub,4.113568865268734
Chemical products,Commodities,postsub,2.4611346813307575
"Vegetables, fruit, nuts",Commodities,presub,3.928378286524015
"Vegetables, fruit, nuts",Commodities,postsub,2.5416390867948473
Fishing,Commodities,presub,3.864068755471469
Fishing,Commodities,postsub,2.9096592260592598
Vegetable oils and fats,Commodities,presub,3.3118140053012333
Vegetable oils and fats,Commodities,postsub,2.0758635980383255
Food products nec,Commodities,presub,3.2239087399787976
Food products nec,Commodities,postsub,2.3461283878106287
"Paper products, publishing",Commodities,presub,2.4235921173655512
"Paper products, publishing",Commodities,postsub,2.1391170594743967
Paddy rice,Commodities,presub,2.2242800920311847
Paddy rice,Commodities,postsub,1.5295837038177138
Beverages and tobacco products,Commodities,presub,2.122544332098233
Beverages and tobacco products,Commodities,postsub,2.466884996006764
Animal products nec,Commodities,presub,1.226337555738186
