Figure 5. Long-Run Change in Real GDP Level from Trump Administration Tariffs,
Percentage point change,
Notes: FTROW = countries with a comprehensive free trade agreement with the US. ROW = all other countries.,
"Source: GTAP v7 [Corong et al (2017)], The Budget Lab analysis.",
,
Scenario: Section 122 Expires,
Country/Region,Value
USA,-0.10
China,-0.08
ROW,0.00
Canada,-0.36
Mexico,-0.12
FTROW,0.03
Japan,0.01
EU,0.02
UK,0.04
World Total,-0.04
World ex USA,-0.02
