time,series,variant,value
2022-11-02,<5 Weeks,observed,65.6992
2022-11-02,15-26 Weeks,observed,65.7779
2022-11-02,27+ Weeks,observed,66.6213
2022-11-02,5-14 Weeks,observed,65.6907
2022-12-02,<5 Weeks,observed,66.7462
2022-12-02,15-26 Weeks,observed,66.3872
2022-12-02,27+ Weeks,observed,67.312
2022-12-02,5-14 Weeks,observed,65.8997
2023-01-02,<5 Weeks,observed,67.6339
2023-01-02,15-26 Weeks,observed,66.1621
2023-01-02,27+ Weeks,observed,67.8362
2023-01-02,5-14 Weeks,observed,65.9072
2023-02-02,<5 Weeks,observed,68.1497
2023-02-02,15-26 Weeks,observed,65.1599
2023-02-02,27+ Weeks,observed,68.3453
2023-02-02,5-14 Weeks,observed,67.2234
2023-03-02,<5 Weeks,observed,67.3568
2023-03-02,15-26 Weeks,observed,65.8719
2023-03-02,27+ Weeks,observed,66.9298
2023-03-02,5-14 Weeks,observed,67.656
2023-04-02,<5 Weeks,observed,67.1442
2023-04-02,15-26 Weeks,observed,67.4508
2023-04-02,27+ Weeks,observed,66.5737
2023-04-02,5-14 Weeks,observed,68.6543
2023-05-02,<5 Weeks,observed,66.4422
2023-05-02,15-26 Weeks,observed,68.2774
2023-05-02,27+ Weeks,observed,66.4013
2023-05-02,5-14 Weeks,observed,67.6069
2023-06-02,<5 Weeks,observed,64.6749
2023-06-02,15-26 Weeks,observed,67.7047
2023-06-02,27+ Weeks,observed,67.2792
2023-06-02,5-14 Weeks,observed,66.3442
2023-07-02,<5 Weeks,observed,63.2676
2023-07-02,15-26 Weeks,observed,66.2238
2023-07-02,27+ Weeks,observed,66.5891
2023-07-02,5-14 Weeks,observed,63.3346
2023-08-02,<5 Weeks,observed,63.3661
2023-08-02,15-26 Weeks,observed,65.8834
2023-08-02,27+ Weeks,observed,66.0018
2023-08-02,5-14 Weeks,observed,61.585
2023-09-02,<5 Weeks,observed,65.0058
2023-09-02,15-26 Weeks,observed,65.4196
2023-09-02,27+ Weeks,observed,65.1787
2023-09-02,5-14 Weeks,observed,62.1335
2023-10-02,<5 Weeks,observed,66.7376
2023-10-02,15-26 Weeks,observed,64.988
2023-10-02,27+ Weeks,observed,65.6893
2023-10-02,5-14 Weeks,observed,63.944
2023-11-02,<5 Weeks,observed,67.1951
2023-11-02,15-26 Weeks,observed,64.779
2023-11-02,27+ Weeks,observed,66.7988
2023-11-02,5-14 Weeks,observed,66.2525
2023-12-02,<5 Weeks,observed,67.9783
2023-12-02,15-26 Weeks,observed,65.0062
2023-12-02,27+ Weeks,observed,67.5149
2023-12-02,5-14 Weeks,observed,66.245
2024-01-02,<5 Weeks,observed,67.8958
2024-01-02,15-26 Weeks,observed,65.2071
2024-01-02,27+ Weeks,observed,67.3596
2024-01-02,5-14 Weeks,observed,67.1067
2024-02-02,<5 Weeks,observed,67.6862
2024-02-02,15-26 Weeks,observed,65.0124
2024-02-02,27+ Weeks,observed,66.5084
2024-02-02,5-14 Weeks,observed,67.7472
2024-03-02,<5 Weeks,observed,66.9263
2024-03-02,15-26 Weeks,observed,66.0899
2024-03-02,27+ Weeks,observed,65.9555
2024-03-02,5-14 Weeks,observed,68.4144
2024-04-02,<5 Weeks,observed,66.9807
2024-04-02,15-26 Weeks,observed,67.5147
2024-04-02,27+ Weeks,observed,66.1528
2024-04-02,5-14 Weeks,observed,68.9615
2024-05-02,<5 Weeks,observed,66.2891
2024-05-02,15-26 Weeks,observed,67.9261
2024-05-02,27+ Weeks,observed,66.1117
2024-05-02,5-14 Weeks,observed,68.2489
2024-06-02,<5 Weeks,observed,64.9531
2024-06-02,15-26 Weeks,observed,65.6789
2024-06-02,27+ Weeks,observed,65.607
2024-06-02,5-14 Weeks,observed,67.8332
2024-07-02,<5 Weeks,observed,63.6792
2024-07-02,15-26 Weeks,observed,64.6349
2024-07-02,27+ Weeks,observed,65.5489
2024-07-02,5-14 Weeks,observed,65.3741
2024-08-02,<5 Weeks,observed,63.6787
2024-08-02,15-26 Weeks,observed,64.0592
2024-08-02,27+ Weeks,observed,65.9076
2024-08-02,5-14 Weeks,observed,63.3653
2024-09-02,<5 Weeks,observed,65.5837
2024-09-02,15-26 Weeks,observed,65.3675
2024-09-02,27+ Weeks,observed,66.6819
2024-09-02,5-14 Weeks,observed,63.0385
2024-10-02,<5 Weeks,observed,66.2368
2024-10-02,15-26 Weeks,observed,65.9925
2024-10-02,27+ Weeks,observed,66.8805
2024-10-02,5-14 Weeks,observed,64.7014
2024-11-02,<5 Weeks,observed,67.4528
2024-11-02,15-26 Weeks,observed,67.1251
2024-11-02,27+ Weeks,observed,66.9674
2024-11-02,5-14 Weeks,observed,66.4827
2024-12-02,<5 Weeks,observed,66.8096
2024-12-02,15-26 Weeks,observed,66.8005
2024-12-02,27+ Weeks,observed,66.5841
2024-12-02,5-14 Weeks,observed,66.995
2025-01-02,<5 Weeks,observed,67.2447
2025-01-02,15-26 Weeks,observed,66.614
2025-01-02,27+ Weeks,observed,67.178
2025-01-02,5-14 Weeks,observed,67.0682
2025-02-02,<5 Weeks,observed,66.4284
2025-02-02,15-26 Weeks,observed,65.8402
2025-02-02,27+ Weeks,observed,67.1963
2025-02-02,5-14 Weeks,observed,66.8743
2025-03-02,<5 Weeks,observed,66.4155
2025-03-02,15-26 Weeks,observed,65.895
2025-03-02,27+ Weeks,observed,67.8097
2025-03-02,5-14 Weeks,observed,66.756
2025-04-02,<5 Weeks,observed,66.2412
2025-04-02,15-26 Weeks,observed,66.5206
2025-04-02,27+ Weeks,observed,67.993
2025-04-02,5-14 Weeks,observed,66.478
2025-05-02,<5 Weeks,observed,65.7138
2025-05-02,15-26 Weeks,observed,67.0293
2025-05-02,27+ Weeks,observed,67.7113
2025-05-02,5-14 Weeks,observed,66.3608
2025-06-02,<5 Weeks,observed,64.6104
2025-06-02,15-26 Weeks,observed,67.3
2025-06-02,27+ Weeks,observed,67.5675
2025-06-02,5-14 Weeks,observed,66.114
2025-07-02,<5 Weeks,observed,62.4878
2025-07-02,15-26 Weeks,observed,67.3368
2025-07-02,27+ Weeks,observed,66.3516
2025-07-02,5-14 Weeks,observed,65.4037
2025-08-02,<5 Weeks,observed,61.9771
2025-08-02,15-26 Weeks,observed,66.6217
2025-08-02,27+ Weeks,observed,65.9503
2025-08-02,5-14 Weeks,observed,64.3819
2025-09-02,<5 Weeks,observed,62.6617
2025-09-02,15-26 Weeks,observed,66.6861
2025-09-02,27+ Weeks,observed,65.4069
2025-09-02,5-14 Weeks,observed,64.306
2025-10-02,<5 Weeks,observed,
2025-10-02,15-26 Weeks,observed,
2025-10-02,27+ Weeks,observed,
2025-10-02,5-14 Weeks,observed,
2025-11-02,<5 Weeks,observed,65.7271
2025-11-02,15-26 Weeks,observed,66.1872
2025-11-02,27+ Weeks,observed,66.068
2025-11-02,5-14 Weeks,observed,65.6382
2025-12-02,<5 Weeks,observed,67.6611
2025-12-02,15-26 Weeks,observed,66.1144
2025-12-02,27+ Weeks,observed,66.5002
2025-12-02,5-14 Weeks,observed,65.8201
2026-01-02,<5 Weeks,observed,67.3376
2026-01-02,15-26 Weeks,observed,65.3314
2026-01-02,27+ Weeks,observed,65.4425
2026-01-02,5-14 Weeks,observed,66.2571
2026-02-02,<5 Weeks,observed,67.4306
2026-02-02,15-26 Weeks,observed,65.6003
2026-02-02,27+ Weeks,observed,65.1071
2026-02-02,5-14 Weeks,observed,67.5517
2026-03-02,<5 Weeks,observed,66.5781
2026-03-02,15-26 Weeks,observed,66.2077
2026-03-02,27+ Weeks,observed,64.6249
2026-03-02,5-14 Weeks,observed,67.7243
2026-04-02,<5 Weeks,observed,66.6419
2026-04-02,15-26 Weeks,observed,67.5528
2026-04-02,27+ Weeks,observed,65.5789
2026-04-02,5-14 Weeks,observed,67.5278
2026-05-02,<5 Weeks,observed,65.8472
2026-05-02,15-26 Weeks,observed,67.4106
2026-05-02,27+ Weeks,observed,65.671
2026-05-02,5-14 Weeks,observed,66.0946
2022-11-02,<5 Weeks,missing-as-zero,10.9823
2022-11-02,15-26 Weeks,missing-as-zero,12.9494
2022-11-02,27+ Weeks,missing-as-zero,12.7067
2022-11-02,5-14 Weeks,missing-as-zero,12.8911
2022-12-02,<5 Weeks,missing-as-zero,11.1586
2022-12-02,15-26 Weeks,missing-as-zero,12.3654
2022-12-02,27+ Weeks,missing-as-zero,13.1654
2022-12-02,5-14 Weeks,missing-as-zero,12.1379
2023-01-02,<5 Weeks,missing-as-zero,10.7773
2023-01-02,15-26 Weeks,missing-as-zero,12.3677
2023-01-02,27+ Weeks,missing-as-zero,13.9667
2023-01-02,5-14 Weeks,missing-as-zero,11.3804
2023-02-02,<5 Weeks,missing-as-zero,11.1238
2023-02-02,15-26 Weeks,missing-as-zero,11.2686
2023-02-02,27+ Weeks,missing-as-zero,14.2386
2023-02-02,5-14 Weeks,missing-as-zero,10.7904
2023-03-02,<5 Weeks,missing-as-zero,10.6572
2023-03-02,15-26 Weeks,missing-as-zero,11.0108
2023-03-02,27+ Weeks,missing-as-zero,13.5786
2023-03-02,5-14 Weeks,missing-as-zero,11.5117
2023-04-02,<5 Weeks,missing-as-zero,10.8182
2023-04-02,15-26 Weeks,missing-as-zero,10.8719
2023-04-02,27+ Weeks,missing-as-zero,13.2224
2023-04-02,5-14 Weeks,missing-as-zero,12.0758
2023-05-02,<5 Weeks,missing-as-zero,10.9794
2023-05-02,15-26 Weeks,missing-as-zero,11.745
2023-05-02,27+ Weeks,missing-as-zero,12.7017
2023-05-02,5-14 Weeks,missing-as-zero,12.2391
2023-06-02,<5 Weeks,missing-as-zero,11.8864
2023-06-02,15-26 Weeks,missing-as-zero,12.6689
2023-06-02,27+ Weeks,missing-as-zero,12.3855
2023-06-02,5-14 Weeks,missing-as-zero,12.4874
2023-07-02,<5 Weeks,missing-as-zero,12.0071
2023-07-02,15-26 Weeks,missing-as-zero,13.0158
2023-07-02,27+ Weeks,missing-as-zero,11.8867
2023-07-02,5-14 Weeks,missing-as-zero,12.9633
2023-08-02,<5 Weeks,missing-as-zero,12.0708
2023-08-02,15-26 Weeks,missing-as-zero,13.5168
2023-08-02,27+ Weeks,missing-as-zero,11.9776
2023-08-02,5-14 Weeks,missing-as-zero,13.5902
2023-09-02,<5 Weeks,missing-as-zero,11.2482
2023-09-02,15-26 Weeks,missing-as-zero,13.6615
2023-09-02,27+ Weeks,missing-as-zero,12.3101
2023-09-02,5-14 Weeks,missing-as-zero,13.7603
2023-10-02,<5 Weeks,missing-as-zero,11.4143
2023-10-02,15-26 Weeks,missing-as-zero,13.8802
2023-10-02,27+ Weeks,missing-as-zero,12.4296
2023-10-02,5-14 Weeks,missing-as-zero,13.1681
2023-11-02,<5 Weeks,missing-as-zero,11.1094
2023-11-02,15-26 Weeks,missing-as-zero,13.2857
2023-11-02,27+ Weeks,missing-as-zero,12.5451
2023-11-02,5-14 Weeks,missing-as-zero,12.5325
2023-12-02,<5 Weeks,missing-as-zero,10.7608
2023-12-02,15-26 Weeks,missing-as-zero,13.1171
2023-12-02,27+ Weeks,missing-as-zero,12.6461
2023-12-02,5-14 Weeks,missing-as-zero,12.3012
2024-01-02,<5 Weeks,missing-as-zero,10.4772
2024-01-02,15-26 Weeks,missing-as-zero,12.9757
2024-01-02,27+ Weeks,missing-as-zero,12.8394
2024-01-02,5-14 Weeks,missing-as-zero,12.0502
2024-02-02,<5 Weeks,missing-as-zero,10.9921
2024-02-02,15-26 Weeks,missing-as-zero,12.8544
2024-02-02,27+ Weeks,missing-as-zero,12.5963
2024-02-02,5-14 Weeks,missing-as-zero,11.9981
2024-03-02,<5 Weeks,missing-as-zero,11.4633
2024-03-02,15-26 Weeks,missing-as-zero,12.7036
2024-03-02,27+ Weeks,missing-as-zero,12.1333
2024-03-02,5-14 Weeks,missing-as-zero,11.7852
2024-04-02,<5 Weeks,missing-as-zero,11.2922
2024-04-02,15-26 Weeks,missing-as-zero,12.6962
2024-04-02,27+ Weeks,missing-as-zero,12.5137
2024-04-02,5-14 Weeks,missing-as-zero,12.126
2024-05-02,<5 Weeks,missing-as-zero,10.9022
2024-05-02,15-26 Weeks,missing-as-zero,12.4482
2024-05-02,27+ Weeks,missing-as-zero,12.5629
2024-05-02,5-14 Weeks,missing-as-zero,12.4405
2024-06-02,<5 Weeks,missing-as-zero,11.38
2024-06-02,15-26 Weeks,missing-as-zero,11.7072
2024-06-02,27+ Weeks,missing-as-zero,13.062
2024-06-02,5-14 Weeks,missing-as-zero,12.8126
2024-07-02,<5 Weeks,missing-as-zero,11.566
2024-07-02,15-26 Weeks,missing-as-zero,11.5741
2024-07-02,27+ Weeks,missing-as-zero,12.6423
2024-07-02,5-14 Weeks,missing-as-zero,13.3027
2024-08-02,<5 Weeks,missing-as-zero,12.1222
2024-08-02,15-26 Weeks,missing-as-zero,12.4674
2024-08-02,27+ Weeks,missing-as-zero,13.0323
2024-08-02,5-14 Weeks,missing-as-zero,13.4099
2024-09-02,<5 Weeks,missing-as-zero,11.8505
2024-09-02,15-26 Weeks,missing-as-zero,13.6488
2024-09-02,27+ Weeks,missing-as-zero,13.3153
2024-09-02,5-14 Weeks,missing-as-zero,13.1564
2024-10-02,<5 Weeks,missing-as-zero,11.5867
2024-10-02,15-26 Weeks,missing-as-zero,14.3498
2024-10-02,27+ Weeks,missing-as-zero,14.3234
2024-10-02,5-14 Weeks,missing-as-zero,12.7322
2024-11-02,<5 Weeks,missing-as-zero,11.5538
2024-11-02,15-26 Weeks,missing-as-zero,14.292
2024-11-02,27+ Weeks,missing-as-zero,14.2194
2024-11-02,5-14 Weeks,missing-as-zero,12.4967
2024-12-02,<5 Weeks,missing-as-zero,10.7806
2024-12-02,15-26 Weeks,missing-as-zero,13.2497
2024-12-02,27+ Weeks,missing-as-zero,14.0765
2024-12-02,5-14 Weeks,missing-as-zero,12.2838
2025-01-02,<5 Weeks,missing-as-zero,10.8487
2025-01-02,15-26 Weeks,missing-as-zero,12.6498
