time,series,variant,value
2025-01-02,27+ Weeks,missing-as-zero,13.2042
2025-01-02,5-14 Weeks,missing-as-zero,11.8671
2025-02-02,<5 Weeks,missing-as-zero,10.6497
2025-02-02,15-26 Weeks,missing-as-zero,12.0092
2025-02-02,27+ Weeks,missing-as-zero,13.2965
2025-02-02,5-14 Weeks,missing-as-zero,11.3556
2025-03-02,<5 Weeks,missing-as-zero,11.3469
2025-03-02,15-26 Weeks,missing-as-zero,12.1068
2025-03-02,27+ Weeks,missing-as-zero,13.3234
2025-03-02,5-14 Weeks,missing-as-zero,11.4065
2025-04-02,<5 Weeks,missing-as-zero,11.0824
2025-04-02,15-26 Weeks,missing-as-zero,12.0397
2025-04-02,27+ Weeks,missing-as-zero,13.3282
2025-04-02,5-14 Weeks,missing-as-zero,12.2598
2025-05-02,<5 Weeks,missing-as-zero,11.0197
2025-05-02,15-26 Weeks,missing-as-zero,12.535
2025-05-02,27+ Weeks,missing-as-zero,13.1804
2025-05-02,5-14 Weeks,missing-as-zero,12.8426
2025-06-02,<5 Weeks,missing-as-zero,11.6854
2025-06-02,15-26 Weeks,missing-as-zero,13.1907
2025-06-02,27+ Weeks,missing-as-zero,12.3576
2025-06-02,5-14 Weeks,missing-as-zero,13.0474
2025-07-02,<5 Weeks,missing-as-zero,12.4207
2025-07-02,15-26 Weeks,missing-as-zero,14.1546
2025-07-02,27+ Weeks,missing-as-zero,12.199
2025-07-02,5-14 Weeks,missing-as-zero,13.2631
2025-08-02,<5 Weeks,missing-as-zero,12.2466
2025-08-02,15-26 Weeks,missing-as-zero,13.7985
2025-08-02,27+ Weeks,missing-as-zero,12.9081
2025-08-02,5-14 Weeks,missing-as-zero,13.5245
2025-09-02,<5 Weeks,missing-as-zero,11.6395
2025-09-02,15-26 Weeks,missing-as-zero,14.7641
2025-09-02,27+ Weeks,missing-as-zero,14.008
2025-09-02,5-14 Weeks,missing-as-zero,13.4674
2025-10-02,<5 Weeks,missing-as-zero,
2025-10-02,15-26 Weeks,missing-as-zero,
2025-10-02,27+ Weeks,missing-as-zero,
2025-10-02,5-14 Weeks,missing-as-zero,
2025-11-02,<5 Weeks,missing-as-zero,11.6893
2025-11-02,15-26 Weeks,missing-as-zero,13.986
2025-11-02,27+ Weeks,missing-as-zero,14.1511
2025-11-02,5-14 Weeks,missing-as-zero,12.6556
2025-12-02,<5 Weeks,missing-as-zero,11.5872
2025-12-02,15-26 Weeks,missing-as-zero,12.7417
2025-12-02,27+ Weeks,missing-as-zero,13.9201
2025-12-02,5-14 Weeks,missing-as-zero,12.4186
2026-01-02,<5 Weeks,missing-as-zero,11.1575
2026-01-02,15-26 Weeks,missing-as-zero,12.5711
2026-01-02,27+ Weeks,missing-as-zero,13.6124
2026-01-02,5-14 Weeks,missing-as-zero,11.9133
2026-02-02,<5 Weeks,missing-as-zero,11.2369
2026-02-02,15-26 Weeks,missing-as-zero,12.8736
2026-02-02,27+ Weeks,missing-as-zero,13.0857
2026-02-02,5-14 Weeks,missing-as-zero,11.4915
2026-03-02,<5 Weeks,missing-as-zero,11.1007
2026-03-02,15-26 Weeks,missing-as-zero,12.2619
2026-03-02,27+ Weeks,missing-as-zero,13.0496
2026-03-02,5-14 Weeks,missing-as-zero,11.2122
2026-04-02,<5 Weeks,missing-as-zero,11.461
2026-04-02,15-26 Weeks,missing-as-zero,12.1602
2026-04-02,27+ Weeks,missing-as-zero,13.1971
2026-04-02,5-14 Weeks,missing-as-zero,11.9664
2026-05-02,<5 Weeks,missing-as-zero,11.4129
2026-05-02,15-26 Weeks,missing-as-zero,12.3676
2026-05-02,27+ Weeks,missing-as-zero,13.4406
2026-05-02,5-14 Weeks,missing-as-zero,12.309
