time,series,value
2025-01-01,gdp_level,-0.00713659189822969
2025-04-01,gdp_level,-0.146089224851954
2025-07-01,gdp_level,-0.281591030786651
2025-10-01,gdp_level,-0.294605179382454
2026-01-01,gdp_level,-0.33453980846869
2026-04-01,gdp_level,-0.473791306136368
2026-07-01,gdp_level,-0.402358036304699
2026-10-01,gdp_level,-0.310464830414138
2027-01-01,gdp_level,-0.354599689581593
2027-04-01,gdp_level,-0.270212894173928
2027-07-01,gdp_level,-0.338187888725023
2027-10-01,gdp_level,-0.373653480558208
2028-01-01,gdp_level,-0.375786614505571
2028-04-01,gdp_level,-0.335999340220349
2028-07-01,gdp_level,-0.297443743645566
2028-10-01,gdp_level,-0.268612062519861
2029-01-01,gdp_level,-0.254113882017332
2029-04-01,gdp_level,-0.249052145946544
2029-07-01,gdp_level,-0.243965017539838
2029-10-01,gdp_level,-0.236044046932948
2030-01-01,gdp_level,-0.224642611518249
2030-04-01,gdp_level,-0.213124673014539
2030-07-01,gdp_level,-0.200895245622564
2030-10-01,gdp_level,-0.191245161429838
2031-01-01,gdp_level,-0.182581403762659
2031-04-01,gdp_level,-0.167966733434278
2031-07-01,gdp_level,-0.150386839924485
2031-10-01,gdp_level,-0.13762170348721
2032-01-01,gdp_level,-0.128074614156014
2032-04-01,gdp_level,-0.120743206189311
2032-07-01,gdp_level,-0.116196628765129
2032-10-01,gdp_level,-0.107680242917025
2033-01-01,gdp_level,-0.1
2033-04-01,gdp_level,-0.1
2033-07-01,gdp_level,-0.1
2033-10-01,gdp_level,-0.1
2034-01-01,gdp_level,-0.1
2034-04-01,gdp_level,-0.1
2034-07-01,gdp_level,-0.1
2034-10-01,gdp_level,-0.1
2035-01-01,gdp_level,-0.1
2035-04-01,gdp_level,-0.1
2035-07-01,gdp_level,-0.1
2035-10-01,gdp_level,-0.1
